3300,105570,1,"CS","100","63","\N"
3307,105676,1,"CS","100","32","\N"
3320,105716,1,"CS","120","97","MAACCHC"
3326,105716,3,"CS","130","91","MAACCHC"
3341,105716,17,"CS","134","89","MATHCAHC"
3347,105716,21,"CS","330","88","MATHCAHC"
3352,105716,27,"CS","338","78","MATHCAHC"
3359,105716,31,"CS","432","71","MATHCAHC"
3364,105716,41,"CS","430","82","MATHCAHC"
3369,105720,1,"CS","100","46","\N"
3376,105735,1,"CS","134","58","SE"
3379,105735,11,"CS","134","78","SE"
3381,105735,29,"CS","241","76","CSBHC"
3382,105735,29,"CS","251","79","CSBHC"
3387,105735,35,"CS","246","64","CSBHC"
3393,105771,1,"CS","135","87","CSBHC"
3399,105771,3,"CS","136","100","CSBH"
3404,105771,11,"CS","241","85","CSBH"
3405,105771,11,"CS","251","67","CSBH"
3409,105771,13,"CS","240","65","CSBH"
3410,105771,13,"CS","245","74","CSBH"
3411,105771,13,"CS","246","74","CSBH"
3414,105771,17,"CS","341","67","CSBH"
3415,105771,17,"CS","350","75","CSBH"
3421,105771,21,"CS","798","100","CSBH"
3438,105793,1,"CS","115","85","MATHHC"
3482,105872,1,"CS","100","84","\N"
3490,105900,1,"CS","100","72","\N"
3498,105910,1,"CS","135","60","CFMHC"
3501,105910,3,"CS","136","60","CFMHC"
3504,105910,11,"CS","241","68","CFMHC"
3505,105910,11,"CS","251","75","CFMHC"
3532,105980,1,"CS","342","79","CSHC"
3533,105980,1,"CS","360","74","CSHC"
3534,105980,1,"CS","370","82","CSHC"
3538,105980,9,"CS","341","59","CSHC"
3539,105980,9,"CS","354","79","CSHC"
3540,105980,9,"CS","445","83","CSHC"
3544,105980,15,"CS","446","77","CSHC"
3545,105980,15,"CS","448","87","CSHC"
3546,105980,15,"CS","486","86","CSHC"
3551,105980,21,"CS","447","81","CSHC"
3552,105980,21,"CS","456","81","CSHC"
3553,106004,1,"CS","100","65","\N"
3575,106119,1,"CS","100","75","\N"
3593,106148,1,"CS","115","73","MATHHC"
3609,106160,1,"CS","445","71","CSSEHC"
3610,106160,1,"CS","456","61","CSSEHC"
3613,106160,9,"CS","446","66","CSSEHC"
3614,106160,9,"CS","454","45","CSSEHC"
3617,106160,11,"CS","447","59","CSSEHC"
3618,106170,1,"CS","100","76","\N"
3628,106196,1,"CS","100","81","\N"
3638,106212,1,"CS","133","46","CSBHC"
3645,106212,7,"CS","125","85","CSBHC"
3666,106225,1,"CS","100","91","\N"
3668,106238,1,"CS","100","73","\N"
3675,106263,1,"CS","100","80","\N"
3700,106297,1,"CS","240","21","CSBHC"
3701,106297,1,"CS","246","28","CSBHC"
3712,106320,1,"CS","342","82","CSSEHC"
3713,106320,1,"CS","360","78","CSSEHC"
3714,106320,1,"CS","370","78","CSSEHC"
3719,106320,9,"CS","341","55","CSSEHC"
3720,106320,9,"CS","354","76","CSSEHC"
3721,106320,9,"CS","445","74","CSSEHC"
3726,106320,15,"CS","446","92","CSSEHC"
3727,106320,15,"CS","448","78","CSSEHC"
3728,106320,15,"CS","454","79","CSSEHC"
