102205,494,3,77
102216,430,1,83
102333,100,1,88
102356,100,1,73
102376,125,1,88
102402,100,1,82
102531,125,1,93
102531,134,3,84
102531,241,11,69
102531,251,11,60
102531,245,17,72
102531,246,17,67
102546,131,1,93
102546,132,7,95
102546,134,13,92
102571,100,1,83
102586,100,1,90
102651,134,1,64
102651,330,11,82
102651,338,15,81
102651,432,15,80
102651,430,35,77
102688,100,1,81
102732,342,1,70
102732,360,1,89
102732,370,1,86
102732,341,7,75
102732,354,7,81
102732,486,13,79
102732,448,17,84
102732,466,17,71
102745,134,1,71
102745,241,3,71
102745,251,3,56
102745,240,11,71
102745,246,11,70
102745,245,17,58
102745,350,17,57
102745,360,17,64
102745,341,23,68
102745,348,23,85
102745,370,23,59
102745,456,31,79
102745,458,31,79
102763,133,1,61
102763,134,3,43
102763,134,11,68
102763,241,17,62
102763,251,17,52
102763,240,23,65
102763,251,23,78
102763,245,31,70
102763,246,31,57
102763,348,31,61
102763,341,37,66
102763,350,37,74
102763,343,43,75
102763,360,43,71
102763,490,43,79
102763,454,47,71
102763,456,47,73
102803,343,1,83
102803,350,1,87
102831,100,1,77
102850,338,1,71
102850,330,3,71
102850,430,11,87
102851,123,1,75
102886,115,1,90
102886,116,7,84
102886,330,11,85
102936,330,1,80
102936,338,9,89
102936,432,15,84
102936,436,21,65
102976,100,1,81
102976,200,21,81
103004,100,1,77
103004,200,3,80
103027,133,1,91
103027,134,3,90
103027,241,11,70
103027,240,17,72
103027,246,17,79
103119,115,1,71
103216,130,1,93
103216,134,3,83
103216,241,11,79
103216,251,11,77
103216,240,17,79
103216,245,17,81
103216,246,17,80
103216,341,23,73
103216,350,23,77
103216,365,23,79
103216,343,31,80
103216,445,31,72
103216,486,31,74
103216,446,37,72
103216,448,37,78
103216,456,37,65
103216,466,37,69
103216,447,43,88
103216,454,43,81
103242,135,1,27
103242,115,3,33
103272,115,1,83
103272,116,3,63
103308,115,1,36
103349,133,1,83
103349,134,3,71
103354,370,1,52
103354,473,3,45
103370,131,1,75
103370,132,9,71
103370,134,15,74
103370,330,21,81
103370,338,29,67
103469,115,1,74
103469,116,3,50
103503,448,1,79
103503,454,1,74
103503,457,3,78
103596,134,1,52
103617,135,1,56
103659,123,1,77
103659,126,7,66
103676,125,1,84
103677,133,1,42
103780,135,1,95
103780,136,3,81
103932,131,1,71
103957,100,1,69
104009,133,1,63
104009,134,13,80
104009,241,17,73
104009,245,17,61
104009,251,17,76
104009,240,27,64
104009,246,27,70
104016,134,1,99
104016,241,3,99
104016,251,3,100
104016,240,11,98
104016,246,11,100
104016,341,13,100
104016,350,13,97
104016,371,21,99
104016,456,21,100
104016,365,23,97
104016,488,23,99
104016,462,31,100
104016,466,31,100
104016,489,33,100
104016,497,33,100
104184,354,1,71
104184,480,1,75
104184,448,3,80
104184,454,3,78
104213,200,1,70
104278,245,1,53
104296,133,1,71
104296,134,3,83
104296,330,31,71
104296,338,37,64
104296,432,43,66
104345,125,1,91
104345,134,3,83
104345,241,11,91
104345,245,11,76
104345,240,17,91
104345,246,17,83
104345,341,23,84
104345,350,23,85
104345,365,23,77
104345,343,31,87
104345,456,31,88
104345,458,31,80
104345,370,41,76
104345,452,41,94
104345,454,41,76
104348,100,1,85
104397,115,1,75
104501,100,1,70
104507,135,1,74
104655,130,1,99
104655,134,3,95
104655,241,11,93
104655,251,11,94
104655,240,17,97
104655,246,17,88
104655,370,17,96
104655,341,23,94
104655,350,23,88
104655,365,23,95
104655,466,31,90
104655,787,31,94
104655,486,37,86
104655,462,41,87
104655,343,43,81
104655,763,43,90
104662,133,1,78
104662,134,7,50
104662,241,21,30
104662,251,21,54
104696,241,1,70
104696,251,1,69
104696,240,7,70
104696,246,7,88
104696,342,13,84
104696,360,13,65
104696,370,13,78
104696,341,21,60
104696,354,21,76
104696,448,27,73
104696,454,33,76
104696,456,33,77
104696,480,33,78
104751,100,1,88
104840,200,1,83
104871,115,1,100
104873,137,1,68
104873,138,3,36
104873,241,11,61
104948,125,1,50
104948,134,3,59
104990,135,1,70
104990,136,3,69
104990,241,11,64
104990,251,11,65
105013,100,1,76
105048,115,1,64
105048,116,11,36
105230,145,1,95
105233,130,1,73
105233,134,7,73
105233,241,13,66
105233,251,13,67
105233,240,21,70
105233,246,21,72
105233,350,27,72
105233,360,27,67
105233,341,33,81
105233,343,33,64
105233,370,33,81
105233,466,41,92
105233,472,41,86
105233,454,47,71
105233,486,47,93
105254,100,1,72
105260,100,1,78
105366,125,1,59
105378,241,1,86
105378,341,7,85
105383,135,1,100
105383,136,3,91
105412,125,1,22
105419,135,1,47
105419,135,3,65
105419,136,7,47
105419,136,11,65
105541,100,1,61
105557,100,1,87
105557,200,11,61
105570,100,1,63
105676,100,1,32
105716,120,1,97
105716,130,3,91
105716,134,17,89
105716,330,21,88
105716,338,27,78
105716,432,31,71
105716,430,41,82
105720,100,1,46
105735,134,1,58
105735,134,11,78
105735,241,29,76
105735,251,29,79
105735,246,35,64
105771,135,1,87
105771,136,3,100
105771,241,11,85
105771,251,11,67
105771,240,13,65
105771,245,13,74
105771,246,13,74
105771,341,17,67
105771,350,17,75
105771,798,21,100
105793,115,1,85
105872,100,1,84
105900,100,1,72
105910,135,1,60
105910,136,3,60
105910,241,11,68
105910,251,11,75
105980,342,1,79
105980,360,1,74
105980,370,1,82
105980,341,9,59
105980,354,9,79
105980,445,9,83
105980,446,15,77
105980,448,15,87
105980,486,15,86
105980,447,21,81
105980,456,21,81
106004,100,1,65
106119,100,1,75
106148,115,1,73
106160,445,1,71
106160,456,1,61
106160,446,9,66
106160,454,9,45
106160,447,11,59
106170,100,1,76
106196,100,1,81
106212,133,1,46
106212,125,7,85
106225,100,1,91
106238,100,1,73
106263,100,1,80
106297,240,1,21
106297,246,1,28
106320,342,1,82
106320,360,1,78
106320,370,1,78
106320,341,9,55
106320,354,9,76
106320,445,9,74
106320,446,15,92
106320,448,15,78
106320,454,15,79
106320,447,21,85
106320,456,21,84
106334,100,1,87
106402,100,1,44
106419,100,1,41
106486,342,1,83
106486,360,1,94
106486,341,3,94
106486,354,3,79
106486,462,11,92
106486,466,11,94
106486,488,11,98
106486,442,13,90
106486,444,13,88
106486,779,13,93
106518,100,1,70
106595,100,1,45
106621,133,1,63
106621,134,3,56
106621,330,21,80
106621,338,31,65
106640,100,1,86
106670,360,1,73
106670,370,1,80
106670,342,7,63
106670,341,11,50
106670,354,11,39
106670,445,11,58
106670,448,13,61
106670,472,13,56
106670,354,17,60
106670,488,23,40
106780,120,1,74
106780,130,3,71
106780,134,11,67
106780,330,27,73
106780,338,31,77
106790,446,1,92
106793,125,1,62
106793,134,7,50
106830,100,1,90
106919,316,1,78
106950,100,1,74
106994,130,1,65
106994,134,7,66
106994,241,13,61
106994,251,13,78
106994,240,21,53
106994,246,21,64
106994,350,27,70
106994,370,27,37
106994,341,33,62
106994,343,33,50
106994,360,33,59
106994,370,41,65
106994,454,41,64
106994,448,43,64
106994,486,43,64
106994,492,43,85
107006,100,1,81
107125,133,1,65
107125,134,11,84
107125,330,13,73
107134,100,1,76
107165,125,1,86
107165,134,3,79
107235,125,1,36
107235,125,9,65
107235,134,11,68
107236,100,1,66
107338,338,1,81
107345,100,1,81
107351,115,1,92
107351,116,3,93
107376,115,1,63
107400,488,1,81
107458,448,1,95
107458,454,1,81
107482,100,1,86
107537,115,1,63
107537,116,9,76
107570,100,1,87
107570,316,3,94
107606,130,1,78
107606,134,7,82
107606,241,13,72
107606,251,13,72
107606,240,21,75
107606,246,21,77
107606,341,27,80
107606,350,27,78
107606,360,27,55
107606,370,31,82
107606,343,33,77
107606,448,41,82
107606,486,41,88
107606,454,43,67
107619,430,1,86
107694,125,1,41
107738,133,1,67
107738,134,41,44
107738,134,47,61
107763,342,1,75
107763,360,1,87
107763,370,1,79
107763,341,9,74
107763,354,9,78
107763,445,9,73
107763,446,15,71
107763,448,15,81
107763,454,15,66
107763,447,21,77
107763,488,21,91
107777,115,1,75
107777,116,3,66
107884,448,1,74
107884,488,1,74
107906,135,1,88
107906,136,5,99
107906,234,9,94
107906,241,9,85
107906,330,9,85
107983,125,1,76
107983,134,17,77
108071,100,1,82
108088,125,1,23
108088,125,9,74
108090,100,1,94
108104,133,1,82
108104,134,3,79
108104,241,11,86
108104,251,11,83
108104,240,17,87
108104,246,17,86
108104,341,23,88
108104,350,23,81
108104,343,31,67
108104,360,31,80
108104,370,31,76
108104,454,37,100
108104,466,37,75
108115,240,1,81
108115,246,1,84
108115,342,7,71
108115,360,7,83
108115,370,7,82
108115,354,13,82
108115,445,13,88
108115,341,21,75
108115,446,21,76
108115,447,23,75
108115,448,23,78
108115,486,23,79
108115,456,27,70
108165,115,1,56
108259,100,1,90
108285,100,1,90
108300,135,1,90
108300,136,7,81
108300,241,11,86
108300,251,11,86
108300,240,17,68
108300,246,17,83
108337,100,1,84
108501,120,1,83
108501,133,9,65
108501,134,15,61
108501,330,21,80
108501,338,41,78
108568,130,1,74
108568,134,7,71
108568,330,21,87
108568,338,33,91
108568,432,41,89
108568,430,43,81
108716,100,1,87
108724,100,1,77
108805,338,1,74
108805,337,13,54
108819,123,1,48
108819,126,3,56
108897,240,1,83
108897,246,1,78
108897,342,7,90
108897,360,7,73
108897,370,7,82
108897,341,13,76
108897,354,13,84
108897,452,17,81
108897,448,23,88
108897,450,23,66
108897,454,23,84
108897,456,23,86
108897,486,23,78
108897,488,27,88
108901,130,1,54
108901,134,11,61
108901,330,25,63
108901,338,35,74
108901,234,49,65
108901,230,51,69
108901,370,51,70
108904,120,1,90
108904,130,3,82
108904,134,11,75
108904,241,13,42
108904,251,13,65
108904,241,17,63
108904,240,21,31
108904,246,21,63
108904,370,21,41
108904,370,23,63
108904,240,27,75
108904,350,31,56
108904,360,31,50
108975,133,1,93
108975,134,7,80
109020,135,1,57
109020,136,3,51
109020,330,23,86
109020,432,31,73
109026,135,1,77
109026,136,5,73
109026,241,9,64
109026,251,9,81
109044,133,1,72
109044,134,3,65
109044,241,11,59
109085,200,1,69
109129,115,1,53
109129,116,7,53
109191,133,1,70
109191,134,7,68
109191,241,13,62
109191,251,13,62
109191,246,21,63
109191,240,27,54
109191,245,27,87
109191,341,31,55
109191,348,31,79
109191,350,31,66
109191,360,31,57
109203,115,1,43
109206,134,1,58
109206,241,3,66
109206,251,3,81
109206,246,11,63
109206,245,17,38
109206,436,23,62
109206,338,33,78
109206,234,41,55
109283,130,1,62
109283,134,7,65
109303,125,1,86
109303,134,5,75
109303,330,15,70
109409,115,1,52
109425,200,1,75
109565,131,1,74
109565,132,5,50
109565,134,9,55
109565,330,15,36
109565,330,25,63
109565,338,29,41
109569,125,1,82
109569,134,5,66
109583,133,1,70
109583,134,3,75
109583,241,7,77
109583,251,7,92
109583,240,11,71
109583,246,11,80
109583,341,13,72
109583,350,13,67
109583,370,13,76
109583,360,17,65
109583,343,21,75
109583,466,21,78
109583,448,23,74
109583,456,23,79
109583,349,27,69
109641,133,1,87
109641,134,3,88
109641,330,37,89
109641,432,47,91
109656,241,1,74
109656,341,1,77
109656,246,3,70
109656,360,3,83
109656,342,7,79
109656,448,7,72
109730,125,1,82
109730,134,3,86
109735,125,1,81
109735,134,9,68
109735,330,15,70
109735,338,19,65
109738,100,1,66
109762,134,1,60
109762,330,29,74
110000,246,1,64
110000,360,1,63
110000,342,9,62
110000,370,9,65
110000,341,15,60
110000,354,15,79
110000,445,19,88
110000,480,19,76
110000,448,21,61
110000,492,21,74
110009,246,1,78
110009,370,1,50
110009,341,5,57
110009,342,5,59
110009,360,5,50
110009,354,11,64
110009,486,11,61
110009,466,15,68
110009,488,19,83
110009,448,21,87
110046,125,1,69
110046,134,17,77
110088,115,1,77
110088,116,5,62
110127,125,1,84
110127,134,3,60
110185,100,1,78
110260,125,1,42
110260,100,19,80
110274,133,1,71
110274,134,3,79
110274,330,47,75
110293,134,1,50
110293,234,15,55
110293,330,15,58
110293,430,19,62
110293,432,19,50
110404,133,1,63
110404,134,3,46
110404,134,11,74
110404,241,17,64
110404,251,17,59
110404,240,23,50
110404,245,23,61
110404,246,23,60
110404,348,31,60
110485,430,1,73
110536,200,1,71
110557,131,1,81
110557,132,5,91
110557,134,9,77
110559,137,1,76
110559,138,3,76
110559,241,11,74
110567,330,1,66
110567,338,7,61
110586,241,1,74
110586,251,1,82
110586,240,7,81
110586,246,7,75
110586,342,13,85
110586,360,13,91
110586,341,21,79
110586,354,21,81
110586,462,21,70
110586,370,27,68
110586,454,27,82
110586,448,33,71
110586,486,33,74
110598,100,1,89
110614,241,1,69
110614,251,1,72
110614,240,7,78
110614,246,7,74
110614,342,13,77
110614,360,13,84
110614,341,21,72
110614,354,21,79
110614,370,21,84
110614,448,27,78
110614,454,27,91
110614,349,33,70
110614,480,33,83
110627,115,1,74
110627,116,9,65
110636,131,1,55
110636,132,3,67
110636,134,17,59
110636,330,21,65
110678,133,1,77
110678,134,3,89
110678,241,11,66
110678,246,17,80
110707,241,1,53
110707,251,1,50
110707,240,3,61
110707,246,3,68
110707,342,7,57
110707,360,7,56
110707,370,7,52
110707,341,11,62
110707,354,11,66
110707,445,13,79
110707,486,13,75
110707,446,21,76
110707,454,21,73
110707,466,21,50
110707,447,23,68
110707,448,23,71
110707,492,23,55
110707,452,27,57
110709,131,1,63
110709,132,3,65
110845,133,1,43
110845,132,5,74
110845,134,19,60
110910,131,1,83
110910,132,3,86
110910,134,17,80
110910,330,21,83
110910,338,27,89
110910,432,41,84
110921,120,1,62
110921,130,3,45
110921,133,11,58
110921,134,21,58
110921,330,23,80
110921,338,33,64
110921,430,33,69
110921,432,37,62
110931,115,1,84
110965,145,1,80
111088,135,1,81
111088,136,3,73
111088,241,7,83
111088,245,7,91
111088,240,11,71
111088,246,11,63
111088,251,11,76
111102,316,1,83
111119,342,1,36
111119,360,1,43
111119,370,1,53
111119,342,9,33
111119,360,9,53
111119,330,15,76
111119,338,21,80
111119,432,21,78
111119,430,29,78
111188,133,1,67
111188,134,3,50
111188,330,21,79
111188,338,27,81
111188,430,41,91
111188,432,41,81
111212,100,1,63
111250,125,1,64
111250,134,5,60
111250,241,7,11
111250,251,7,28
111250,241,11,40
111250,251,11,39
111250,245,15,70
111250,241,21,50
111250,251,21,53
111250,240,25,53
111289,115,1,90
111366,131,1,89
111366,132,5,80
111366,134,7,68
111366,241,11,62
111366,240,15,69
111366,246,15,61
111366,437,21,72
111366,245,27,55
111366,338,27,76
111366,370,31,86
111376,100,1,57
111402,341,1,73
111402,370,1,90
111409,125,1,86
111409,134,7,75
111469,100,1,67
111560,115,1,78
111560,116,3,69
111563,130,1,68
111585,342,1,65
111585,360,1,65
111585,341,9,63
111585,354,9,63
111585,370,15,81
111585,448,15,88
111585,445,21,74
111585,456,21,75
111585,480,21,85
111659,125,1,86
111659,134,9,60
111705,133,1,100
111705,134,3,98
111705,241,11,99
111705,240,17,99
111705,246,17,93
111705,343,23,93
111705,457,23,92
111705,341,31,100
111705,348,31,100
111705,452,37,89
111705,466,37,95
111711,145,1,83
111711,245,3,80
111711,241,11,70
111711,251,11,78
111725,133,1,87
111725,134,3,67
111725,241,11,46
111725,251,11,75
111725,241,17,70
111725,245,17,60
111725,240,23,56
111725,246,23,69
111725,341,31,71
111725,350,31,79
111725,370,37,65
111725,348,43,73
111725,457,43,64
111725,490,43,72
111752,134,1,59
111758,234,1,64
111758,330,1,68
111758,230,7,54
111758,338,7,60
111850,125,1,27
111850,125,13,81
111944,448,1,70
111944,486,1,75
111944,494,1,75
111944,370,3,60
111944,456,3,70
111949,330,1,83
111949,338,7,86
111949,430,21,94
111949,432,21,89
111974,100,1,77
111990,120,1,71
111990,130,3,70
111990,134,7,62
112016,241,1,55
112016,240,9,62
112016,246,9,66
112016,342,15,75
112016,360,15,79
112016,370,15,84
112016,341,21,81
112016,354,21,70
112016,452,29,61
112016,454,29,72
112016,486,31,50
112063,133,1,59
112063,134,3,62
112063,241,11,57
112075,130,1,64
112075,134,7,65
112075,241,13,62
112075,251,13,80
112075,240,21,61
112075,245,21,65
112075,246,21,74
112075,341,27,70
112075,350,27,70
112075,349,33,72
112075,370,33,62
112075,445,33,64
112075,446,41,76
112075,488,41,67
112075,447,43,80
112075,448,43,73
112075,486,43,64
112172,452,1,90
112172,486,1,79
112172,448,7,80
112172,454,7,61
112172,488,7,84
112172,442,13,65
112172,444,13,87
112172,450,13,77
112213,133,1,97
112213,134,3,91
112213,330,21,83
112291,241,1,85
112291,251,1,83
112291,240,7,70
112291,246,7,63
112291,342,13,58
112291,360,13,73
112291,341,21,67
112291,354,21,72
112291,370,21,68
112291,486,27,73
112291,488,27,69
112291,448,33,68
112291,454,33,70
112319,133,1,85
112319,134,3,82
112319,241,11,81
112319,240,17,83
112319,246,17,77
112319,341,23,73
112319,370,23,84
112319,457,23,77
112319,343,31,81
112319,348,31,91
112319,488,31,74
112322,125,1,89
112322,134,3,92
112494,486,1,68
112494,494,1,67
112494,480,3,59
112499,125,1,55
112499,134,3,38
112499,134,11,63
112508,125,1,99
112508,134,5,91
112508,241,7,84
112508,251,7,84
112508,240,15,88
112508,245,15,95
112508,246,15,81
112508,350,21,89
112508,370,21,91
112556,133,1,66
112556,134,7,70
112556,241,13,45
112556,200,41,56
112617,316,1,81
112623,447,1,81
112623,486,1,83
112623,498,1,81
112675,135,1,52
112675,116,13,76
112675,234,21,43
112786,130,1,65
112786,134,7,62
112786,241,13,67
112786,251,13,66
112786,245,21,53
112786,246,21,62
112786,240,27,66
112786,370,27,65
112786,341,37,61
112786,350,37,57
112786,480,41,76
112786,448,43,66
112786,456,43,50
112786,360,47,42
112786,454,47,90
112819,330,1,75
112819,338,9,79
112819,432,21,67
112827,360,1,39
112827,330,9,70
112827,436,11,51
112827,432,15,84
112885,100,1,89
112911,134,1,61
112911,251,3,63
112911,241,11,52
112911,246,17,62
112911,240,23,62
112911,245,23,50
112973,241,1,53
112973,251,1,45
112973,251,3,46
112973,436,13,59
112973,338,17,73
112973,330,23,83
113080,130,1,83
113080,134,3,88
113080,241,11,82
113080,251,11,80
113080,240,17,81
113080,246,17,87
113080,370,17,94
113082,135,1,87
113082,136,7,68
113087,341,1,74
113087,354,1,71
113087,370,7,69
113087,448,7,72
113087,454,7,72
113087,480,13,79
113087,498,13,69
113117,115,1,75
113152,100,1,75
113155,130,1,91
113155,134,3,72
113155,330,17,86
113155,338,27,83
113155,430,41,85
113155,432,41,77
113189,135,1,52
113242,100,1,78
113251,120,1,46
113251,120,3,75
113251,132,7,73
113251,134,11,63
113251,330,21,66
113251,338,27,76
113251,432,27,76
113251,430,41,72
113266,341,1,60
113266,342,1,55
113266,354,9,64
113266,445,9,69
113266,480,9,77
113266,448,11,58
113266,454,11,42
113266,492,11,76
113266,454,19,66
113325,436,1,66
113325,432,9,76
113397,125,1,70
113416,130,1,38
113416,131,9,84
113416,132,11,75
113416,134,21,63
113420,133,1,90
113420,134,7,84
113420,330,27,83
113439,100,1,77
113532,354,1,68
113532,462,9,78
113532,466,9,65
113532,488,11,81
113532,486,15,90
113553,131,1,77
113653,100,1,68
113661,125,1,40
113661,125,3,83
113661,134,17,67
113661,330,31,71
113704,100,1,71
113706,430,1,75
113706,432,13,76
113724,100,1,62
113776,125,1,88
113776,134,7,80
113871,342,1,63
113871,360,1,68
113871,341,7,66
113871,354,7,70
113871,448,7,84
113871,480,13,64
113871,486,13,67
113871,494,13,76
113923,125,1,72
113923,134,7,52
113999,115,1,76
113999,116,3,51
114042,230,1,37
114068,100,1,72
114079,100,1,40
114138,135,1,86
114145,135,1,93
114145,136,7,79
114145,241,13,78
114145,251,13,87
114145,240,21,89
114145,245,21,88
114145,246,21,76
114145,341,27,89
114145,348,27,58
114145,350,27,93
114187,133,1,84
114187,134,3,83
114190,240,1,93
114190,246,1,88
114190,342,7,88
114190,360,7,92
114190,370,7,92
114190,341,13,83
114190,354,13,83
114190,454,17,87
114190,486,17,86
114190,448,23,100
114190,480,23,88
114231,486,1,93
114231,488,1,86
114231,370,3,91
114231,464,3,91
114231,466,11,83
114231,498,13,79
114251,133,1,93
114251,134,3,88
114251,241,11,74
114251,251,11,68
114251,240,17,73
114251,246,17,62
114251,245,21,75
114251,350,23,80
114251,360,23,80
114251,370,23,54
114251,341,27,54
114251,445,31,80
114251,486,31,82
114251,456,37,56
114251,488,37,68
114307,100,1,74
114338,131,1,75
114338,125,7,71
114338,134,11,61
114338,330,17,70
114338,338,21,63
114355,131,1,60
114355,122,11,46
114355,122,21,55
114355,124,25,74
114355,330,35,52
114380,100,1,91
114424,100,1,82
114458,130,1,60
114458,134,3,70
114458,432,37,73
114664,131,1,77
114664,132,5,83
114665,100,1,41
114673,234,1,64
114673,330,3,72
114673,432,7,81
114673,430,11,78
114681,100,1,86
114814,100,1,70
114850,125,1,81
114850,134,9,70
114850,330,21,85
114850,432,29,86
114904,338,1,86
114904,432,7,80
114908,131,1,57
114938,131,1,62
114938,100,55,50
115014,133,1,95
115014,134,3,88
115014,241,11,81
115014,246,17,81
115014,343,23,78
115014,457,23,87
115014,348,31,64
115014,370,31,81
115014,486,37,82
115015,115,1,89
115025,100,1,75
115033,100,1,79
115052,135,1,78
115052,134,11,91
115052,241,13,86
115052,251,13,91
115052,240,21,82
115052,245,21,99
115052,246,21,86
115052,348,27,82
115052,349,27,94
115052,350,27,88
115091,134,1,66
115091,241,7,57
115091,251,7,71
115091,240,13,54
115091,246,13,60
115091,370,21,72
115091,350,27,41
115091,360,27,47
115091,350,33,45
115091,360,33,62
115091,341,37,65
115091,448,37,70
115091,456,37,60
115091,343,41,51
115091,350,41,67
115091,490,41,74
115091,445,43,61
115091,473,43,70
115124,133,1,95
115124,134,3,79
115125,100,1,58
115142,241,1,78
115142,251,1,75
115142,240,3,74
115142,246,3,74
115142,360,11,87
115142,342,13,83
115142,370,13,88
115142,341,17,85
115142,354,21,81
115142,462,21,58
115142,448,23,83
115142,454,23,94
115183,330,1,71
115183,338,7,82
115183,432,7,75
115183,430,21,70
115192,432,1,77
115212,133,1,82
115212,134,3,74
115212,330,21,88
115212,338,27,88
115212,430,41,87
115212,432,41,87
115226,100,1,77
115232,100,1,62
115382,100,1,69
115390,133,1,64
115390,134,3,61
115390,241,11,39
115390,251,11,59
115390,241,17,57
115390,245,17,68
115390,240,23,66
115390,246,23,75
115390,370,23,58
115390,341,31,56
115390,348,31,78
115390,350,31,71
115390,454,37,86
115390,456,37,79
115390,343,43,83
115390,490,43,83
115440,100,1,91
115445,100,1,80
115474,100,1,90
115533,100,1,41
115628,134,1,69
115628,241,7,35
115628,241,13,76
115628,245,13,69
115628,246,21,51
115628,251,21,60
115628,240,27,54
115628,370,27,50
115669,135,1,79
115745,134,1,61
115745,241,7,53
115745,241,13,72
115745,251,13,62
115745,240,21,72
115745,245,21,62
115745,246,21,69
115745,348,27,64
115745,350,27,71
115745,370,27,65
115745,489,33,77
115745,490,33,70
115745,341,41,68
115745,454,41,65
115745,456,43,75
115745,489,43,68
115745,488,47,68
115750,125,1,90
115750,134,3,86
115779,134,1,81
115779,241,3,84
115779,240,11,62
115779,251,11,62
115779,245,21,61
115779,246,21,69
115779,350,27,77
115779,360,27,75
115779,341,33,68
115779,448,41,76
115779,452,41,89
115779,343,43,88
115779,371,43,65
115779,444,43,86
115779,498,43,82
115779,462,51,65
115779,488,51,85
115784,448,1,77
115784,454,7,87
115784,480,7,84
115792,125,1,69
115792,134,3,42
115792,134,11,76
115792,241,17,74
115792,251,17,70
115792,240,21,68
115792,245,21,77
115792,246,21,54
115792,350,27,59
115792,370,27,73
115792,341,31,62
115792,348,31,67
115795,115,1,86
115860,125,1,94
115860,134,7,87
115860,241,11,88
115860,240,17,82
115860,245,21,75
115860,246,21,82
115860,251,21,94
115860,350,23,74
115860,360,23,85
115860,370,23,82
115860,341,27,92
115860,348,31,71
115860,456,31,80
115860,486,31,69
115860,343,33,63
115860,349,33,71
115860,454,33,81
115892,241,1,73
115892,246,3,65
115892,341,3,69
115892,370,3,76
115892,342,7,74
115892,360,7,76
115892,354,13,60
115892,448,17,68
115892,456,17,59
115892,486,17,69
115908,133,1,72
115908,134,7,84
115908,241,13,71
115908,251,13,78
115908,341,27,78
115908,350,27,81
115908,343,33,76
115908,348,41,81
115908,370,53,73
115908,454,61,79
115908,486,61,66
115908,476,63,62
115940,125,1,65
115940,134,5,69
115940,330,19,58
116014,131,1,83
116014,132,3,79
116014,134,11,65
116021,125,1,33
116032,100,1,81
116038,125,1,67
116038,134,5,63
116064,125,1,82
116064,100,13,71
116097,100,1,76
116126,100,1,80
116126,123,21,70
116166,131,1,90
116166,132,3,75
116166,134,17,87
116166,330,43,85
116166,432,47,73
116170,131,1,85
116170,132,3,71
116170,134,17,58
