120,130,11.3842296133
120,132,7.74390375894
130,132,3.47064250252
131,132,5.79085287719
133,132,4.62118648058
120,134,1.5366750931
125,134,-0.700964171017
130,134,1.15884912663
131,134,-2.44195485699
132,134,-1.83787044995
133,134,0.464933048123
135,136,-2.22301519143
131,230,-15.742170996
132,230,-13.6741068333
134,230,-14.3108164147
130,234,-4.05233014177
131,234,-0.850162803911
132,234,-2.98257831721
134,234,-1.28122236583
241,234,-0.800847679063
245,234,0.507970577317
251,234,-1.38743022032
330,234,-3.94303826796
120,240,-7.49140932819
125,240,-5.36405018963
130,240,-5.52193798116
131,240,-5.50186222125
132,240,-5.76740838017
133,240,-3.93960318385
134,240,-3.95193444874
135,240,-0.839420252306
136,240,-0.31100956661
241,240,-4.00847946841
245,240,-4.85069467565
246,240,-4.21014653484
251,240,-4.15299527156
370,240,-5.09486608252
120,241,-9.78913475339
125,241,-6.75316722052
130,241,-4.76673230081
131,241,-7.27695304152
132,241,-8.10524813734
133,241,-3.57320658708
134,241,-3.9475542884
135,241,3.07468742847
136,241,3.97716648705
245,241,-4.39499523224
251,241,-6.08929910952
120,245,-1.16040487868
125,245,1.6764686597
130,245,-3.17768669168
131,245,-2.19754590763
132,245,-1.9480230875
133,245,-1.69401596784
134,245,-2.01468047046
135,245,2.14979835684
136,245,1.65863659329
240,245,-0.559808045339
241,245,-1.62289433097
246,245,-0.900820212447
251,245,-1.81142300997
341,245,0.811980982151
342,245,-4.53427842091
343,245,4.9656503293
348,245,-1.94190111809
350,245,0.893579900248
360,245,0.413669478089
370,245,-0.413365652134
120,246,-4.39970416117
125,246,-7.79775214901
130,246,0.292129501926
131,246,-6.56631053631
132,246,-5.91891750276
133,246,-3.639619583
134,246,-2.72080267036
135,246,-2.82544300021
136,246,-2.64687155793
234,246,-10.9620980448
240,246,-1.88726588577
241,246,-2.54372436611
245,246,-4.91742755506
251,246,-2.38642588441
370,246,-8.54030898902
120,251,-1.33729502967
125,251,-1.73112881212
130,251,-0.127292147951
131,251,-4.26121826882
132,251,-4.10036287847
133,251,-0.500104936243
134,251,0.00569556947977
135,251,2.859635044
136,251,3.80471794819
240,251,3.18803698432
241,251,1.20024102711
245,251,4.51583079548
246,251,3.24963240099
341,251,7.84383435978
360,251,4.1783510548
370,251,1.55797189444
130,330,0.946517584039
131,330,2.43848113798
132,330,1.75550430257
133,330,2.44156965291
134,330,1.92260200618
234,330,-1.55664697096
240,330,2.45913677578
241,330,1.51349552026
245,330,1.18280822021
246,330,1.30690313011
251,330,1.49601054073
370,330,0.873832812502
130,338,-2.01922304318
131,338,-2.6046284446
132,338,-0.529033315468
133,338,-0.733649844136
134,338,-0.677790780196
234,338,0.168063271144
240,338,-0.592025385471
241,338,-0.359922223297
245,338,-0.93029323432
246,338,-0.780285618446
251,338,0.276291361498
330,338,2.14301372312
370,338,-1.65018302986
120,341,-9.37509489217
125,341,-9.48113999891
130,341,-4.99906351926
131,341,-7.23798743596
132,341,-7.88485035834
133,341,-6.1923813958
134,341,-5.72275839082
135,341,-0.238746586086
136,341,0.400236688468
234,341,-17.9457799733
240,341,-5.16686268546
241,341,-5.37460697115
245,341,-6.31497743831
246,341,-5.21619316051
251,341,-5.43061374526
342,341,-4.94198426416
343,341,-6.76988182043
348,341,-10.0675601635
349,341,-8.95883202785
350,341,-5.64079938481
354,341,-7.17539563951
360,341,-4.51286595081
365,341,6.61959711279
370,341,-5.71584773784
371,341,6.59061117951
445,341,-9.75977080431
448,341,-8.89864836091
454,341,-10.5235252656
456,341,-13.1818148149
457,341,-3.41285163947
480,341,-12.9451575329
490,341,-8.38245271653
492,341,-11.2329776543
494,341,-11.7841590327
130,342,-5.33355829773
134,342,-4.87217318908
240,342,-2.09935199099
241,342,-2.08717302264
246,342,-2.18683865339
251,342,-2.30961598768
341,342,-7.12127298982
360,342,-4.64253881016
370,342,-4.46730773559
120,343,-3.08207732505
125,343,-3.59933310785
