525934,120,1,82
269007,120,1,89
532935,120,1,97
927632,120,1,93
798862,120,1,94
539567,120,1,89
542140,120,1,94
411831,120,1,90
679013,120,1,71
943538,120,1,82
816273,120,1,81
165577,120,1,94
429009,120,1,46
429009,120,3,64
569396,120,1,77
307903,120,1,68
832340,120,1,94
835449,120,1,96
966693,120,1,96
449627,120,1,83
845404,120,1,96
849449,120,1,54
456329,120,1,67
198769,120,1,68
592238,120,1,72
333878,120,1,94
338114,120,1,97
862804,120,1,96
472361,120,1,91
342706,120,1,98
217088,120,1,88
874976,120,1,86
487313,120,1,84
881832,120,1,80
751003,120,1,95
753021,120,1,76
622463,120,1,78
230760,120,1,85
232022,120,1,98
627180,120,1,89
893984,120,1,81
239685,120,1,87
108904,120,1,90
371297,120,1,97
900211,120,1,90
771173,120,1,88
642550,120,1,87
514205,120,1,84
917303,120,1,88
395676,125,1,77
265831,125,1,78
134978,125,1,92
790412,125,1,79
137521,125,1,76
399758,125,1,62
533465,125,1,91
403316,125,1,86
665647,125,1,82
273106,125,1,92
667935,125,1,86
275984,125,1,22
275984,125,5,50
149016,125,1,78
935908,125,1,79
542919,125,1,85
150060,125,1,79
674495,125,15,92
283256,125,1,77
414539,125,1,98
545723,125,1,73
152740,125,1,68
154198,125,1,73
286600,125,1,87
679954,125,1,93
550182,125,1,62
419303,125,1,84
157683,125,1,69
551818,125,1,74
683125,125,1,76
422108,125,1,90
161520,125,1,88
950922,125,1,97
951256,125,1,88
427950,125,1,66
165826,125,1,95
690378,125,11,36
690378,125,13,52
690974,125,3,71
298316,125,1,74
172708,125,1,92
173087,125,7,84
964944,125,1,90
965887,125,1,76
574548,125,1,91
574721,125,1,91
968187,125,1,71
969552,125,1,89
577618,125,1,90
971321,125,1,36
971321,125,3,77
318056,125,1,77
318260,125,1,76
450561,125,1,87
714011,125,1,96
455006,125,1,15
455006,125,7,72
983330,125,1,70
328033,125,47,100
460307,125,7,85
985575,125,27,88
857379,125,1,87
726915,125,1,38
726915,125,9,74
595921,125,1,84
989166,125,1,82
467655,125,3,88
993946,125,1,95
209764,125,1,94
604412,125,1,84
998433,125,1,93
605447,125,1,62
212602,125,1,82
486118,125,3,89
355306,125,1,77
224802,125,1,80
490343,125,1,84
231018,125,1,64
101474,125,1,80
365349,125,1,64
104345,125,1,91
761890,125,1,86
238895,125,1,93
633101,125,1,91
895725,125,1,83
372931,125,1,66
377037,125,1,97
377435,125,1,87
115792,125,1,69
115860,125,1,94
772295,125,1,89
772654,125,1,65
119515,125,1,87
120364,125,1,93
646218,125,1,67
123187,125,1,86
778841,125,1,53
254739,125,1,94
125780,125,1,67
520372,125,1,91
130217,125,3,74
918214,130,1,58
396242,130,1,94
266156,130,1,95
266465,130,1,68
398834,130,1,96
269007,130,3,83
924461,130,1,78
662695,130,1,59
531706,130,1,82
663311,130,1,81
532935,130,3,90
664243,130,1,87
533296,130,1,77
271379,130,1,78
272064,130,1,58
403160,130,1,87
534603,130,1,99
927838,130,1,59
403623,130,1,87
272814,130,1,94
404743,130,1,94
142952,130,1,93
143030,130,1,39
667372,130,1,89
143436,130,1,87
798862,130,3,90
537387,130,1,61
275464,130,1,86
406619,130,1,86
669024,130,1,74
538191,130,1,92
800535,130,1,90
145284,130,1,83
669744,130,1,94
407676,130,1,91
669968,130,1,72
802148,130,1,82
671191,130,1,89
671211,130,1,70
672188,130,1,83
803347,130,1,93
148002,130,1,80
803496,130,1,40
148423,130,1,92
541730,130,1,87
542953,130,1,66
805252,130,1,89
674212,130,1,69
282169,130,1,96
808030,130,1,46
