grade1,grade2
85,79
86,76
72,76
66,77
73,88
66,86
57,63
57,88
72,69
78,85
30,72
81,72
77,93
81,80
78,92
72,80
91,88
89,92
77,72
95,95
46,60
98,85
59,67
72,73
81,62
65,68
80,72
92,79
66,85
66,73
96,90
100,83
60,65
95,82
75,91
89,70
78,75
83,64
92,72
77,66
86,77
93,70
58,67
68,77
80,69
77,70
84,75
66,70
89,71
94,91
54,83
88,44
90,73
95,83
90,79
98,66
75,70
94,97
68,75
79,65
89,91
93,81
74,86
82,70
76,75
70,69
61,67
82,70
81,86
67,66
74,78
65,95
88,90
75,86
72,84
65,60
81,73
84,80
62,74
72,69
56,65
78,67
94,82
70,70
77,66
80,71
78,66
72,77
78,86
84,76
98,74
87,81
69,64
70,64
52,71
76,79
100,74
74,79
81,84
69,76
65,68
73,58
70,74
66,61
75,86
73,54
77,75
72,84
86,76
92,83
56,67
93,91
72,79
76,85
74,76
