,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,394865,132,7,71,348,37,73
1,526365,132,5,71,348,29,45
2,137990,132,7,79,348,41,90
3,400629,132,3,65,348,27,66
4,272299,132,9,81,348,39,65
5,143106,132,7,79,348,37,55
6,405442,132,3,80,348,31,66
7,274882,132,7,89,348,33,84
8,538243,132,3,95,348,21,44
9,407379,132,7,85,348,33,83
10,933068,132,9,100,348,45,84
11,674288,132,3,65,348,23,68
12,674495,132,9,35,348,31,67
13,546579,132,7,70,348,43,59
14,415986,132,1,78,348,39,67
15,285269,132,7,75,348,43,71
16,681731,132,7,61,348,51,62
17,552151,132,3,70,348,47,50
18,945996,132,7,95,348,37,88
19,947140,132,17,86,348,33,68
20,554702,132,7,90,348,41,91
21,292930,132,7,92,348,41,82
22,818164,132,3,91,348,41,87
23,163852,132,5,93,348,29,75
24,426693,132,3,95,348,37,82
25,164726,132,7,72,348,43,67
26,690183,132,5,85,348,27,72
27,691539,132,5,65,348,31,75
28,823053,132,7,84,348,33,80
29,561100,132,1,59,348,35,56
30,169231,132,3,72,348,43,73
31,563222,132,7,95,348,41,85
32,827970,132,3,96,348,31,91
33,173087,132,5,44,348,27,62
34,959987,132,7,63,348,43,69
35,173740,132,5,58,348,55,54
36,961292,132,3,85,348,37,68
37,175111,132,5,94,348,25,62
38,437503,132,9,81,348,21,71
39,568680,132,13,81,348,43,53
40,831219,132,5,64,348,29,68
41,311218,132,7,74,348,33,72
42,442320,132,5,90,348,31,77
43,181761,132,3,65,348,41,45
44,445348,132,3,87,348,23,86
45,576550,132,5,96,348,19,63
46,185080,132,9,64,348,29,62
47,318789,132,9,57,348,35,67
48,712311,132,7,82,348,47,65
49,843737,132,5,89,348,39,45
50,843737,132,5,89,348,49,78
51,190969,132,5,84,348,19,45
52,190969,132,5,84,348,21,72
53,977405,132,3,80,348,21,73
54,848930,132,7,82,348,33,77
55,587720,132,3,66,348,41,66
56,460185,132,7,83,348,43,94
57,724257,132,7,88,348,41,61
58,986829,132,5,74,348,29,74
59,986951,132,5,94,348,21,70
60,594032,132,3,68,348,31,74
61,857058,132,3,81,348,23,74
62,729651,132,7,76,348,33,78
63,469473,132,5,95,348,19,80
64,470315,132,7,78,348,41,62
65,471336,132,7,84,348,41,45
66,603463,132,3,79,348,51,55
67,603786,132,3,80,348,47,71
68,998981,132,1,83,348,35,77
69,343799,132,7,79,348,33,82
70,475101,132,7,84,348,33,80
71,479549,132,5,94,348,21,80
72,351725,132,7,96,348,43,89
73,483239,132,3,79,348,21,43
74,483239,132,3,79,348,23,64
75,225543,132,5,80,348,31,70
76,619201,132,3,60,348,23,79
77,619241,132,3,81,348,21,83
78,883450,132,5,59,348,27,71
79,490250,132,7,70,348,43,55
80,754307,132,7,59,348,25,69
81,362557,132,3,84,348,31,59
82,887826,132,7,84,348,33,72
83,494623,132,3,70,348,41,89
84,757882,132,3,82,348,31,70
85,364752,132,3,71,348,31,56
86,499055,132,7,90,348,33,75
87,894171,132,3,92,348,31,52
88,632883,132,3,96,348,31,55
89,372433,132,7,78,348,31,56
90,504135,132,3,78,348,21,68
91,767256,132,5,61,348,39,45
92,767256,132,5,61,348,41,78
93,899194,132,7,73,348,41,45
94,244302,132,3,76,348,21,62
95,375953,132,5,88,348,39,81
96,246072,132,7,83,348,41,65
97,901942,132,3,71,348,31,76
98,248227,132,7,89,348,41,70
99,904836,132,5,86,348,25,64
100,249857,132,3,78,348,23,73
101,381387,132,5,91,348,29,79
102,382748,132,7,63,348,41,64
103,252296,132,5,89,348,35,92
104,645741,132,5,84,348,19,68
105,908120,132,7,80,348,43,58
106,908161,132,7,85,348,41,57
107,778643,132,11,75,348,31,66
108,780616,132,5,93,348,19,71
109,781031,132,3,76,348,27,71
110,258184,132,7,84,348,41,65
111,127292,132,3,58,348,31,65
112,390335,132,5,63,348,41,67
113,390839,132,3,87,348,21,78
114,393040,132,3,83,348,31,50
115,393059,132,11,90,348,23,61
