CS341,CS456
43,53
67,53
74,94
71,87
50,71
53,51
55,78
78,82
76,78
73,73
66,73
63,76
100,96
61,50
58,99
80,86
50,70
69,71
69,57
81,93
63,85
65,50
90,70
72,90
55,74
59,78
83,90
66,60
64,54
75,72
72,82
80,81
69,79
96,83
61,73
90,95
54,79
81,77
75,64
95,86
79,96
88,80
78,77
72,84
87,79
50,55
81,68
60,63
32,50
64,50
75,72
83,73
71,82
80,89
77,85
50,65
67,83
62,50
83,84
58,66
64,75
88,80
67,85
71,61
91,84
61,75
77,82
75,72
86,58
75,88
68,50
66,76
69,84
58,84
69,75
55,73
76,79
74,71
66,61
70,62
50,73
60,77
70,92
52,54
53,59
60,63
62,57
60,57
72,89
77,89
50,72
42,34
22,34
45,71
75,71
96,95
79,79
61,64
56,57
72,65
71,61
89,98
50,50
83,81
62,78
92,87
67,75
90,45
90,50
50,52
88,87
58,92
58,62
57,78
66,54
71,77
79,79
85,64
73,68
67,83
77,72
67,62
78,75
61,79
82,79
69,52
65,78
83,91
56,60
74,74
42,60
75,72
92,92
50,65
87,86
71,78
64,45
64,62
44,77
71,77
52,63
43,37
52,70
64,88
66,77
83,86
83,83
64,50
58,83
59,81
91,76
73,63
79,71
59,66
69,64
42,59
59,59
69,70
65,86
68,83
89,78
67,68
46,74
77,86
75,81
54,80
65,78
61,56
79,72
61,67
84,79
62,81
72,82
57,60
58,85
72,64
56,63
72,80
84,95
50,51
73,77
54,82
71,75
91,95
46,71
66,82
54,77
73,97
87,88
69,84
64,64
72,69
72,67
40,64
63,64
58,66
63,82
84,84
67,76
79,74
71,52
80,83
65,76
72,67
59,62
76,85
57,50
56,52
72,66
64,82
44,81
70,81
59,69
67,64
80,77
79,70
53,88
66,67
64,50
81,80
75,80
72,81
83,94
82,75
53,70
73,72
67,60
71,75
81,87
84,89
62,68
56,64
65,59
71,72
45,74
82,90
78,75
61,67
68,74
69,73
56,70
72,54
86,73
72,87
100,95
84,81
64,94
46,64
68,64
37,62
58,62
67,53
79,81
95,85
65,51
89,80
68,80
26,56
52,67
51,79
78,82
51,77
58,70
54,74
100,87
50,24
59,50
76,71
69,58
74,82
72,62
67,85
80,74
55,50
52,64
50,61
61,86
80,80
60,72
74,80
68,62
81,77
64,73
78,74
75,68
67,52
56,68
58,50
73,72
76,89
62,73
64,59
74,58
90,72
59,79
74,78
57,41
57,67
95,94
67,88
50,55
42,57
70,77
85,88
75,73
63,71
75,62
72,90
67,64
66,85
74,87
66,73
74,78
55,58
38,61
50,50
80,71
67,50
63,74
52,73
62,82
89,83
84,82
96,77
76,83
45,65
63,65
58,55
78,84
46,52
50,52
52,43
98,81
87,87
93,90
73,85
90,84
57,70
67,72
84,53
66,77
65,77
67,72
100,81
88,82
67,69
59,70
72,82
60,73
83,64
59,77
69,61
50,56
59,56
69,90
68,80
67,67
67,86
61,73
61,75
86,83
73,75
73,87
67,74
89,76
65,73
59,69
98,84
55,61
90,77
37,55
50,55
58,55
80,68
54,68
56,65
55,88
78,80
82,57
65,79
77,82
62,58
74,84
56,91
28,38
28,66
69,66
80,79
74,82
70,95
52,62
73,63
74,63
74,55
72,80
95,89
66,67
62,74
79,93
89,70
80,82
73,86
97,83
71,85
57,50
50,88
68,87
88,78
63,66
64,53
68,71
57,68
74,72
57,50
68,78
43,32
43,50
43,32
43,50
62,64
83,86
79,57
80,70
72,90
61,57
66,81
75,75
83,76
59,26
59,86
63,52
78,89
53,52
64,75
51,61
80,83
81,94
86,90
52,50
64,72
74,76
68,73
70,66
69,80
75,83
71,77
71,52
63,80
74,65
70,81
73,73
80,65
58,72
59,51
73,83
54,67
66,71
43,71
54,87
81,92
54,67
86,70
70,58
72,81
87,86
70,81
58,75
73,89
71,80
71,58
60,85
78,64
71,77
79,76
8,59
75,59
67,79
98,79
67,64
60,80
82,78
65,75
63,83
70,81
93,81
69,62
72,89
75,85
69,85
58,77
64,66
95,94
94,94
71,69
58,91
74,78
87,96
54,63
54,79
67,68
68,59
55,43
76,74
77,76
57,29
56,65
88,89
46,78
73,78
51,53
86,90
56,74
60,68
76,75
54,50
61,67
55,65
83,71
56,67
77,63
58,76
68,73
59,61
66,73
87,94
79,54
90,81
84,87
90,75
60,58
64,80
85,86
72,68
71,66
68,76
68,84
100,94
72,89
69,78
61,64
52,80
63,70
54,62
79,51
50,53
65,53
88,84
78,66
83,89
63,78
64,65
63,79
53,64
80,61
60,70
75,57
62,72
70,79
87,80
93,88
71,72
62,71
65,72
74,87
62,71
66,56
50,83
67,79
77,83
87,84
74,89
57,74
78,82
58,77
70,85
61,83
96,100
78,68
66,76
50,75
58,79
73,76
76,76
83,92
50,79
59,81
63,75
97,92
69,77
63,78
64,87
65,72
87,92
84,83
50,71
66,81
71,82
60,63
62,50
96,94
63,77
68,63
68,55
85,79
96,84
81,83
81,76
43,65
70,65
57,45
58,52
51,75
74,71
50,81
45,64
67,64
65,59
58,75
82,87
68,87
64,67
71,90
56,69
81,88
81,75
75,89
37,59
97,85
70,81
95,90
67,91
68,76
76,87
73,64
74,80
70,87
70,75
53,67
78,76
87,96
51,64
86,77
64,69
72,52
65,77
64,85
63,73
86,81
69,77
67,69
75,65
74,72
65,54
66,74
79,78
59,81
63,75
79,88
56,96
82,91
77,88
73,89
69,84
86,71
66,52
79,77
85,82
86,65
85,93
61,80
55,71
83,72
57,81
75,70
69,67
91,82
88,88
69,65
57,71
80,67
86,71
87,80
82,83
58,74
75,50
66,57
83,63
77,85
67,81
78,86
60,62
76,86
79,78
72,72
84,88
70,85
93,86
62,68
57,72
85,93
72,74
67,62
64,69
54,50
60,60
70,80
52,70
87,91
64,87
86,91
51,45
51,73
68,79
67,71
89,86
80,78
66,61
57,59
74,78
33,32
37,32
50,32
62,72
56,63
94,73
75,86
64,66
50,89
68,86
68,90
56,37
56,57
60,55
66,97
76,69
69,55
63,55
68,64
94,82
58,75
63,71
78,88
67,82
73,69
61,61
87,80
90,87
65,71
75,66
72,69
88,85
74,60
66,75
92,88
58,66
87,80
58,73
79,86
88,73
83,81
70,80
69,83
74,75
91,86
90,80
64,59
67,72
81,92
73,73
93,86
82,80
67,81
80,73
57,54
76,76
77,75
72,90
59,81
70,56
70,92
55,74
78,95
40,67
51,67
57,67
62,68
58,59
71,82
57,51
60,69
72,80
93,94
90,75
95,89
67,84
55,87
78,52
71,73
75,76
60,58
64,68
64,78
57,68
60,51
68,73
38,57
71,82
88,93
74,83
70,62
78,78
62,54
63,88
81,78
50,55
67,68
83,71
92,88
78,75
83,82
73,60
98,73
69,79
68,61
87,79
71,81
72,64
90,63
53,51
61,70
43,84
82,92
70,76
67,86
78,81
60,71
87,91
76,51
51,85
81,43
81,58
70,65
73,74
60,50
50,61
78,89
65,54
67,79
58,75
64,90
71,61
80,86
91,96
86,84
78,79
68,82
54,59
61,40
61,29
50,53
74,84
67,63
72,77
59,55
76,72
97,85
69,79
5,55
61,75
70,85
67,59
44,53
70,53
75,64
39,54
64,74
41,62
64,62
50,59
79,75
88,78
83,68
80,62
68,73
76,88
88,81
61,50
75,69
67,73
69,64
64,65
62,88
81,74
77,71
60,90
74,70
63,72
80,58
33,66
66,66
60,87
61,63
84,92
78,86
62,51
50,77
64,75
52,74
68,77
50,65
59,41
71,72
56,57
33,46
33,53
50,53
71,50
55,79
79,58
65,67
85,50
83,82
59,67
76,79
63,55
69,68
73,67
87,71
84,69
86,85
69,80
100,89
62,73
74,63
50,69
58,58
75,73
67,73
45,60
71,60
51,29
51,70
72,60
67,78
62,71
70,85
65,59
68,72
67,67
52,76
67,54
65,72
74,75
52,68
61,50
85,76
67,55
44,50
63,79
85,75
63,76
90,93
69,56
73,57
80,95
74,86
58,64
63,67
58,81
61,84
62,50
80,87
86,81
64,68
61,57
61,58
76,82
65,69
69,85
54,55
74,76
65,59
71,79
86,84
77,86
66,74
84,65
59,33
70,82
62,83
79,81
81,90
74,71
68,79
44,69
64,69
66,73
60,75
77,77
73,65
63,63
58,75
66,68
100,100
54,60
64,80
89,83
84,88
76,75
46,73
79,73
84,79
92,89
60,77
76,82
74,55
62,81
68,78
76,70
56,70
37,64
37,67
71,67
59,41
59,75
50,33
50,56
67,75
61,83
59,81
82,86
55,84
43,63
61,63
66,82
37,81
79,81
67,69
66,64
43,77
64,70
60,77
63,83
52,69
56,76
59,58
72,80
64,88
75,70
63,53
88,76
91,92
67,67
35,83
51,83
70,82
65,79
59,74
82,71
72,91
85,71
62,64
76,86
83,75
70,44
76,85
70,88
72,79
44,78
65,78
93,92
70,85
60,75
66,69
54,55
54,39
75,85
71,81
54,80
55,67
72,85
81,79
57,69
92,87
40,66
62,66
100,60
56,50
56,77
65,76
62,74
55,70
51,76
70,61
67,71
85,83
64,63
76,77
85,87
77,73
92,83
69,68
61,50
71,56
77,68
82,86
37,91
68,91
77,77
59,63
61,85
83,81
74,76
76,74
54,56
89,90
61,67
99,97
66,38
66,55
71,82
61,76
57,73
56,79
76,79
90,68
63,74
100,82
68,75
75,80
92,80
62,73
63,53
90,86
86,66
89,86
76,62
57,77
66,70
87,91
76,84
71,89
67,79
80,73
81,85
67,76
63,72
70,36
55,86
62,63
82,89
60,80
46,72
68,72
83,84
60,95
