,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,396242,360,21,98,457,33,86
1,265752,360,13,62,457,33,73
3,532789,360,15,81,457,21,78
4,271472,360,27,57,457,33,74
5,533682,360,13,63,457,33,81
6,272814,360,23,89,457,43,94
7,406172,360,1,76,457,11,82
8,276256,360,21,50,457,23,68
9,800610,360,21,69,457,33,76
10,671320,360,7,63,457,23,58
11,802531,360,1,90,457,21,83
12,671697,360,21,67,457,41,78
13,802998,360,9,67,457,31,64
16,544952,360,11,74,457,23,68
18,677437,360,17,69,457,23,85
19,284233,360,7,59,457,23,62
21,681537,360,15,88,457,21,77
22,947692,360,21,63,457,33,74
23,556331,360,15,86,457,21,74
24,689339,360,15,73,457,31,73
26,822875,360,21,76,457,33,86
30,828971,360,27,63,457,43,84
31,305970,360,31,95,457,43,82
32,306136,360,7,68,457,23,53
33,306840,360,31,51,457,43,64
34,963543,360,7,75,457,23,70
35,440275,360,7,67,457,23,72
36,178264,360,27,71,457,43,91
38,968270,360,7,75,457,23,84
39,313105,360,23,50,457,43,80
40,316033,360,21,64,457,43,59
42,580819,360,23,84,457,43,84
43,581981,360,7,79,457,23,65
44,845345,360,9,67,457,21,74
45,977405,360,21,68,457,33,82
46,323398,360,15,85,457,41,77
47,192570,360,7,54,457,23,78
48,587720,360,31,73,457,33,81
49,982173,360,15,69,457,31,80
50,983567,360,13,93,457,33,77
52,986211,360,23,76,457,43,86
54,463651,360,23,82,457,43,93
55,465896,360,13,55,457,23,62
56,863151,360,33,77,457,43,55
57,470151,360,3,60,457,13,65
58,602838,360,13,76,457,33,65
59,341241,360,21,64,457,23,68
60,865666,360,7,45,457,23,69
61,865666,360,11,69,457,23,69
62,472869,360,15,93,457,21,96
63,475101,360,41,61,457,43,71
64,217088,360,27,50,457,43,87
65,219373,360,3,72,457,13,72
66,221274,360,15,60,457,31,51
67,487313,360,23,80,457,33,60
68,619241,360,21,41,457,33,76
69,619241,360,27,77,457,33,76
70,488646,360,15,74,457,31,69
71,358392,360,21,61,457,41,50
73,491898,360,7,66,457,23,68
75,363625,360,41,65,457,43,79
77,894171,360,21,63,457,23,69
80,640108,360,23,73,457,43,86
81,771585,360,15,79,457,31,79
82,774139,360,9,72,457,21,54
83,776061,360,27,70,457,33,85
84,514205,360,37,57,457,43,71
85,645552,360,21,66,457,23,59
86,909032,360,17,61,457,33,77
88,516257,360,1,93,457,13,78
89,649426,360,15,83,457,21,80
90,126131,360,21,77,457,23,59
93,130809,360,15,73,457,21,65
94,917303,360,21,72,457,33,54
95,393110,360,15,72,457,31,44
96,131062,360,13,74,457,33,66
