grade1,grade2
64,43
64,67
87,92
73,83
60,62
80,55
41,71
83,99
64,64
68,50
67,60
77,64
79,92
65,72
97,100
50,75
94,85
80,79
66,72
80,100
73,50
59,65
70,60
68,32
68,64
67,71
75,71
73,75
65,54
76,77
70,60
77,63
69,57
77,79
63,62
70,61
74,75
64,86
64,56
72,70
83,87
82,58
54,76
81,86
80,81
76,66
64,88
55,74
90,60
91,93
60,67
71,50
74,66
86,86
71,22
78,98
74,59
67,80
50,61
80,79
89,89
60,68
75,95
69,83
59,59
89,79
70,67
88,69
77,73
91,58
69,72
66,79
65,29
45,66
71,66
76,78
80,67
93,98
80,82
58,66
54,51
80,92
55,50
72,87
57,43
57,34
73,86
81,83
77,76
87,79
75,90
50,64
93,58
85,91
81,57
70,72
76,69
70,57
80,33
74,42
74,59
72,55
57,89
87,81
72,67
81,75
39,65
68,65
59,54
74,64
67,79
63,66
68,56
67,72
80,74
68,84
78,68
54,54
71,72
84,87
52,63
69,69
43,67
75,76
87,97
60,57
58,72
52,54
79,68
71,79
53,65
69,75
80,72
73,81
62,65
82,82
75,68
70,50
82,69
80,56
35,38
35,57
67,38
67,57
77,71
88,85
84,72
76,85
75,80
78,28
82,50
58,65
88,100
83,94
76,68
41,26
41,38
41,70
56,38
56,70
86,89
72,52
64,65
50,64
82,51
77,78
64,51
90,100
66,62
80,84
76,69
93,98
51,65
37,50
82,91
67,74
70,42
70,50
74,61
43,80
86,79
65,59
76,58
54,42
54,53
69,79
66,78
81,87
76,68
63,56
78,64
77,74
68,67
93,85
86,75
75,72
70,56
82,89
77,80
58,38
58,50
71,50
56,63
74,52
83,63
68,77
90,95
67,78
73,66
93,100
70,90
75,57
70,67
82,84
62,71
32,67
98,100
73,59
97,100
69,50
70,50
70,59
62,69
56,72
65,67
74,77
60,61
75,86
58,69
68,55
50,37
50,50
50,58
90,75
70,82
71,89
51,62
63,66
75,29
85,94
65,73
64,74
85,72
72,62
95,100
60,66
58,90
91,82
70,50
82,74
95,95
72,79
62,71
70,71
74,64
50,68
93,100
54,35
54,43
54,55
77,68
25,43
70,70
100,98
60,62
82,79
50,66
71,61
80,83
32,59
35,71
65,64
58,68
43,51
74,100
54,62
78,81
93,100
70,53
64,64
71,69
84,71
92,90
60,58
79,84
75,70
84,86
65,54
72,77
63,43
69,54
88,81
67,75
74,51
71,46
81,69
58,60
75,60
67,71
76,66
65,40
71,79
69,70
64,75
75,74
70,46
70,73
54,69
75,82
84,69
65,64
82,58
68,58
73,73
82,95
92,94
65,74
43,59
67,59
80,95
70,54
70,67
83,76
78,80
64,57
70,64
73,56
75,68
76,86
75,72
77,76
75,74
67,77
89,100
55,66
78,75
64,59
76,84
79,99
88,85
69,71
45,68
99,100
57,65
40,69
54,69
38,61
63,61
86,98
76,72
57,52
73,83
60,38
60,65
72,79
80,88
73,42
73,61
55,66
32,50
66,50
72,62
61,58
82,67
60,61
83,74
63,52
61,63
88,70
60,74
67,68
69,61
99,96
66,50
82,61
60,58
50,55
79,83
64,66
74,70
65,64
88,94
72,84
75,64
62,50
62,52
81,76
72,81
56,70
85,90
55,68
65,68
87,85
68,65
80,93
78,76
85,67
83,92
69,70
82,84
78,59
71,72
85,87
75,86
64,64
75,64
87,86
82,73
73,67
84,71
50,71
43,65
75,83
91,100
70,78
74,50
78,92
83,66
74,85
59,57
73,75
75,91
57,53
74,59
71,63
73,83
80,67
80,68
82,81
