,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,131188,450,53,51,486,57,50
1,526407,450,13,82,486,21,63
3,526476,450,23,60,486,31,43
4,920196,450,43,83,486,47,60
5,527861,450,13,87,486,17,86
15,151689,450,33,80,486,41,81
16,938333,450,33,88,486,37,64
24,950975,450,23,80,486,31,77
25,430084,450,33,84,486,41,71
36,975729,450,21,80,486,29,73
39,847409,450,33,59,486,43,55
52,874976,450,43,50,486,51,58
54,224540,450,23,75,486,27,69
57,753020,450,41,83,486,49,93
59,495977,450,43,61,486,47,64
61,630959,450,21,71,486,25,81
66,511103,450,21,64,486,31,69
