grade1,grade2
64,53
82,94
79,87
76,71
73,51
59,78
71,82
82,78
53,73
68,73
67,76
92,96
50,50
60,94
70,99
82,86
63,70
52,71
62,57
82,93
57,85
76,85
76,50
95,70
63,74
73,78
85,90
73,60
63,54
77,72
68,82
77,81
72,79
73,83
76,73
79,95
53,79
79,77
61,64
76,86
70,96
83,80
63,77
69,84
71,79
50,55
67,68
61,73
67,67
59,63
70,50
66,72
69,82
80,89
51,79
82,85
68,65
81,83
69,50
77,84
62,66
77,75
81,80
66,85
75,61
87,84
69,75
89,82
80,58
84,88
67,59
65,50
65,76
81,84
58,84
63,75
61,73
61,79
76,79
61,61
76,62
63,73
41,50
74,50
62,77
85,77
73,92
56,54
64,59
60,63
59,57
62,57
82,89
86,89
61,72
61,34
67,71
88,95
66,79
84,88
70,64
53,57
62,65
69,61
88,98
71,50
88,81
70,78
83,87
73,75
89,45
89,50
43,52
52,52
71,87
80,79
77,92
66,62
70,78
65,54
79,79
85,64
60,68
69,83
68,72
68,62
82,75
70,79
76,79
75,52
75,82
82,78
77,91
57,60
76,74
50,60
75,72
69,65
90,92
54,65
86,86
70,78
57,45
57,62
46,77
61,77
71,63
65,72
60,37
54,70
80,91
66,77
89,86
60,71
83,83
58,50
63,83
73,81
73,76
65,63
82,71
75,66
59,64
57,59
70,70
65,68
76,86
66,83
72,78
68,68
68,86
73,81
77,80
54,73
68,78
55,56
67,72
62,67
67,79
72,91
46,81
68,81
73,82
46,60
80,60
61,85
79,64
66,63
70,80
74,95
62,51
72,77
50,82
50,82
68,75
91,95
82,82
70,77
77,97
79,88
65,84
66,64
60,69
75,67
75,93
45,64
68,64
62,66
72,82
52,76
75,52
91,83
75,76
78,61
84,67
62,62
79,85
75,50
69,52
65,66
86,82
55,81
66,69
66,74
70,64
60,77
85,70
65,88
64,67
73,50
75,80
52,56
76,80
70,81
81,94
87,75
63,70
80,72
62,60
73,75
71,87
73,89
68,68
64,64
69,59
68,72
68,74
67,90
80,75
72,67
52,74
83,73
91,70
69,54
81,73
70,87
97,95
98,81
71,89
84,94
67,64
66,62
76,53
73,81
40,85
82,85
65,51
76,80
68,80
60,56
45,67
63,67
69,79
76,82
61,77
71,70
63,74
100,87
53,24
75,50
67,71
67,58
69,82
68,62
68,85
90,74
74,50
61,57
72,64
54,61
72,86
76,80
64,72
80,80
79,62
80,77
69,73
73,74
81,68
64,52
75,68
62,50
83,72
89,89
66,73
70,59
83,58
78,72
66,79
75,78
70,41
70,67
92,94
87,88
57,55
65,57
79,77
90,88
68,71
73,62
92,86
80,90
71,56
64,64
81,87
55,73
76,78
50,58
65,61
50,50
82,71
51,50
55,74
54,73
76,82
80,83
81,79
75,82
90,77
70,83
61,65
62,55
75,84
69,90
50,52
64,43
86,81
86,87
89,90
77,85
73,84
59,70
61,72
84,53
82,77
75,77
79,72
60,81
84,82
57,69
71,70
65,82
69,73
81,64
33,77
65,77
80,61
52,56
68,90
77,80
57,67
57,86
77,73
79,75
67,66
81,83
77,75
84,87
72,74
93,76
63,73
69,69
77,84
87,86
83,61
85,77
73,80
57,55
73,68
63,68
80,65
72,88
80,80
65,57
81,82
61,58
79,84
76,91
61,38
61,66
89,87
71,66
87,79
73,82
75,95
67,62
69,63
70,63
69,55
77,80
93,89
69,67
73,74
89,93
82,70
75,86
82,83
81,85
80,81
85,91
65,50
68,88
80,87
83,78
67,66
63,50
66,53
63,71
71,68
72,72
36,50
70,50
69,78
53,32
53,50
75,66
57,64
83,86
79,57
41,70
75,70
54,90
69,57
66,81
80,76
65,26
65,86
46,52
67,52
81,89
52,52
68,75
62,61
71,83
65,94
80,90
79,50
76,72
71,76
63,73
73,66
62,80
65,83
64,77
60,58
77,52
79,80
91,65
66,81
75,73
83,65
53,72
77,51
76,83
57,67
69,71
45,71
50,71
54,87
71,92
54,67
84,70
64,58
61,81
90,86
67,81
85,75
80,89
75,80
60,63
77,58
72,85
70,64
53,77
82,77
64,76
52,59
84,79
86,79
71,64
74,80
69,78
67,75
82,83
67,81
81,81
61,62
82,88
68,89
77,85
74,85
50,77
84,66
93,94
84,94
75,69
62,91
71,78
80,96
76,63
54,79
71,68
77,59
75,43
80,74
72,76
68,29
64,74
50,65
72,65
84,89
51,53
68,90
58,74
61,68
82,75
76,50
76,67
66,65
79,71
77,67
72,63
71,76
72,73
57,61
64,73
71,94
86,81
76,87
82,75
76,58
73,80
85,86
67,68
70,66
72,76
75,84
99,94
84,89
56,43
56,78
64,64
70,80
74,70
51,62
80,51
71,53
64,53
91,84
78,66
63,89
75,78
65,65
82,79
53,64
67,61
67,57
69,72
80,79
86,80
82,88
77,72
58,71
76,72
64,71
71,56
53,83
66,79
73,83
76,84
78,89
67,74
74,82
74,77
76,85
68,72
72,83
97,100
73,68
84,76
62,75
66,79
67,76
73,76
81,92
50,79
76,81
77,75
96,92
83,77
75,91
72,78
69,87
69,72
84,92
83,83
57,71
62,70
67,81
63,82
63,63
58,50
88,94
74,77
70,63
84,55
67,79
94,84
75,83
76,76
