grade1,grade2
74,59
89,40
89,59
76,89
88,77
72,84
76,58
86,79
94,68
64,64
90,70
80,77
88,67
76,90
93,67
85,81
85,77
46,66
50,66
89,62
91,75
93,86
76,62
94,85
95,75
92,82
97,89
86,71
83,57
86,64
83,88
92,66
80,76
68,60
85,78
90,65
87,66
95,67
94,78
82,58
88,60
81,64
79,62
86,75
79,85
86,77
90,92
87,68
95,69
76,78
93,79
85,76
87,56
78,54
84,59
89,79
88,74
82,83
88,84
86,55
94,83
63,52
85,62
73,58
85,64
91,86
83,60
91,70
93,78
76,50
93,76
78,51
91,89
76,70
79,70
77,66
43,54
79,54
87,67
98,50
63,54
81,59
91,62
89,53
