CS131,CS360
97,91
89,56
76,80
83,85
72,75
76,61
94,71
64,50
45,88
98,88
88,70
93,85
97,85
46,65
50,65
89,69
91,66
92,93
77,63
89,74
88,63
95,65
90,80
73,73
86,57
83,68
85,68
83,75
97,93
78,62
80,62
68,59
90,66
75,73
87,50
80,57
95,75
86,62
93,69
94,46
82,59
93,85
76,64
60,47
60,57
81,68
88,50
81,54
99,70
79,77
85,68
89,51
79,68
87,71
94,86
86,88
72,60
93,11
90,72
95,54
95,50
92,63
87,54
81,41
85,87
96,90
87,64
84,68
89,69
88,69
87,66
96,64
82,85
86,63
94,69
94,94
86,47
93,71
63,61
87,41
87,77
85,57
73,46
73,71
85,95
44,39
44,71
62,39
62,71
91,87
73,58
80,72
70,79
68,46
75,45
93,62
76,63
74,73
91,63
98,100
71,69
36,63
85,63
70,83
86,73
78,60
77,70
64,72
76,77
62,50
43,55
79,55
98,70
63,59
89,65
91,66
