grade1,grade2
72,76
57,78
76,78
72,62
67,76
84,79
80,82
51,76
54,75
56,63
66,76
59,77
61,80
82,75
41,70
74,70
74,73
75,70
62,72
88,84
40,56
62,56
65,64
74,77
69,78
70,76
75,70
54,65
72,79
79,65
57,85
66,81
67,89
75,80
82,84
65,86
54,67
55,80
70,62
60,75
64,65
71,86
66,81
60,62
61,69
62,64
69,75
75,79
69,81
66,73
75,81
81,89
64,67
82,76
71,72
80,70
83,70
81,63
64,73
69,72
72,78
65,82
68,80
53,51
69,67
81,84
62,80
65,66
62,87
53,67
75,74
64,86
89,87
84,81
54,78
56,83
63,73
67,85
72,80
64,83
68,71
50,75
72,75
53,78
87,60
70,72
73,55
80,79
87,72
71,81
63,91
78,75
72,64
75,83
68,80
68,74
86,75
66,77
71,71
81,77
69,85
76,76
67,71
69,83
52,85
54,82
62,79
56,75
60,81
83,68
80,78
78,83
77,78
68,83
70,79
63,76
84,79
70,82
59,76
67,78
73,63
57,81
73,74
76,72
65,84
71,77
78,87
84,86
67,80
70,64
70,63
67,74
65,76
95,82
52,80
57,58
75,68
61,76
71,83
59,83
66,78
78,82
75,82
92,81
72,69
70,72
65,74
60,68
69,79
68,71
69,73
63,70
72,80
67,79
70,83
62,74
67,74
76,74
51,69
76,85
58,66
70,70
54,82
80,72
60,72
69,85
66,60
80,73
59,65
72,77
76,79
79,84
41,50
71,50
66,75
52,64
62,53
76,83
55,76
82,85
69,71
66,86
56,77
65,79
81,80
53,70
68,71
63,75
66,73
62,82
74,79
64,75
70,77
69,64
73,82
56,72
63,69
71,79
66,56
72,75
54,74
66,83
72,70
66,71
72,80
53,76
85,81
63,76
58,79
52,82
67,76
74,82
77,74
72,74
64,75
55,53
77,79
67,76
69,73
69,81
51,57
93,76
68,80
58,71
75,82
60,70
65,76
78,82
81,80
51,59
72,78
74,83
57,74
68,76
74,83
65,80
62,76
65,70
56,77
