CS134,CS483
86,75
84,76
50,70
78,82
76,80
74,70
50,81
79,75
79,65
79,57
81,70
81,91
76,71
89,70
85,82
83,80
77,58
54,60
68,52
79,92
83,86
72,77
83,88
91,77
72,74
89,85
95,81
95,82
81,86
79,60
75,75
87,79
84,67
81,75
82,83
83,81
92,79
78,85
85,93
58,53
87,62
68,68
92,86
83,75
87,95
80,82
81,81
73,70
77,67
86,87
71,57
76,75
93,86
56,82
75,86
90,79
56,77
71,71
77,72
79,83
72,85
84,76
68,70
84,69
71,68
84,80
80,78
73,90
84,90
83,67
75,76
79,85
90,80
80,55
64,34
87,67
75,96
72,75
75,83
72,96
65,70
81,63
84,84
67,81
94,80
86,72
73,72
59,61
