CS130,CS370
58,73
94,96
95,82
68,40
68,85
96,68
83,85
78,82
59,38
82,72
81,85
90,80
87,75
77,59
78,66
58,71
87,81
99,88
59,54
87,41
94,92
94,93
93,61
39,82
89,83
87,72
90,71
61,71
86,65
86,69
74,73
92,76
90,84
83,40
83,83
94,63
72,61
89,77
70,80
83,47
83,72
93,82
40,59
92,80
87,80
66,47
66,71
89,68
69,82
96,94
46,60
71,68
75,75
86,70
76,58
71,81
84,44
84,65
80,77
83,80
90,86
80,59
79,71
40,40
69,66
91,86
59,77
55,78
59,72
82,53
63,57
70,60
96,84
96,88
93,97
94,72
91,64
87,79
82,83
83,74
80,71
72,67
89,50
85,69
96,82
67,84
44,56
96,97
83,77
95,70
85,81
88,47
88,57
73,65
89,73
89,72
92,73
96,57
100,79
74,61
72,69
87,66
89,75
92,85
86,72
94,90
90,71
35,76
66,73
93,84
53,80
84,57
80,78
85,80
94,79
31,63
39,63
78,82
89,72
61,69
91,84
73,62
90,77
90,74
72,64
97,87
87,71
67,64
78,79
83,75
89,83
86,66
74,79
65,65
66,69
98,91
59,65
73,76
97,90
91,93
80,71
64,75
75,71
88,80
96,76
46,60
58,64
96,86
80,65
100,87
83,90
85,79
86,47
86,67
84,82
100,83
76,72
61,61
94,82
84,79
64,73
84,66
87,82
87,83
97,80
60,72
89,70
78,69
80,82
68,69
96,81
83,74
84,85
79,62
91,85
57,74
65,64
93,54
44,84
86,73
80,36
80,66
70,66
87,80
84,73
71,64
98,52
92,91
91,82
67,66
82,82
87,86
66,81
94,66
82,82
84,63
82,67
79,65
81,77
94,84
89,70
82,81
85,73
95,80
84,84
84,86
71,85
61,65
86,64
85,56
79,67
64,65
74,81
93,88
90,71
93,87
80,74
92,87
75,79
67,27
73,67
64,62
98,94
93,65
89,90
86,66
77,61
43,57
62,57
85,80
80,81
46,41
46,70
71,59
92,73
92,77
82,82
83,63
78,73
56,75
82,72
80,82
84,72
91,80
98,94
71,82
50,38
70,80
79,83
99,96
90,60
82,80
73,81
87,73
93,82
91,66
91,71
67,72
57,61
65,37
65,65
81,73
82,77
78,82
88,50
88,81
82,41
82,63
91,67
88,77
80,74
78,58
64,62
95,86
65,65
74,71
84,65
77,77
82,75
82,77
73,72
85,38
85,60
80,71
90,82
82,80
42,78
89,47
89,76
40,71
66,71
94,63
84,65
64,63
64,64
83,73
53,80
71,67
84,70
91,77
68,77
99,79
85,67
94,82
87,82
71,68
85,68
89,83
86,77
77,69
87,65
59,59
96,88
84,71
92,84
78,45
78,79
87,58
