grade1,grade2
73,86
50,94
80,80
80,88
65,77
76,76
80,71
91,89
77,83
58,89
68,73
86,94
88,79
50,83
90,89
72,82
76,84
82,73
83,95
84,96
66,54
72,53
85,85
31,89
82,78
78,84
54,83
80,94
90,98
68,87
82,90
82,97
81,87
57,43
72,64
88,92
68,81
76,86
85,80
79,90
60,82
70,85
76,90
67,87
44,82
86,74
67,79
89,82
84,96
92,85
73,62
35,45
82,84
68,72
61,62
76,85
60,54
81,64
70,61
80,79
50,68
69,85
71,73
85,86
74,76
50,73
50,50
89,79
57,76
73,85
83,94
63,80
79,86
90,90
88,91
78,86
82,73
76,95
68,79
52,75
67,81
73,80
65,74
82,86
77,85
79,88
74,89
86,93
90,96
56,80
71,80
87,92
86,87
80,90
72,89
90,98
87,94
86,90
86,88
66,80
86,83
87,85
81,86
75,79
93,89
86,85
87,81
80,77
71,79
88,93
77,91
85,88
87,83
70,76
69,86
85,78
87,89
