CS133,CS489
78,83
67,71
88,56
84,79
82,74
84,60
83,84
85,74
89,80
89,65
88,85
84,82
78,75
95,86
57,66
57,71
50,79
83,88
62,39
61,53
88,62
80,85
80,82
93,90
86,77
97,96
75,80
75,78
90,66
86,83
90,74
83,85
86,92
85,78
88,72
88,77
41,80
78,90
95,77
85,83
96,68
60,74
95,57
100,93
90,88
90,90
69,83
42,72
28,72
44,72
51,77
85,81
96,98
96,88
82,79
57,84
77,91
73,75
79,84
83,88
59,84
86,84
90,79
55,68
73,52
82,74
79,65
76,62
76,85
95,88
95,88
76,77
71,86
88,75
81,76
69,71
85,48
79,68
82,65
82,61
62,73
66,84
99,87
99,91
74,90
54,80
81,84
58,77
58,78
72,70
72,54
76,74
79,85
79,66
59,81
93,80
66,78
68,80
78,88
63,74
41,83
87,70
64,75
89,81
66,72
88,79
79,88
81,75
91,76
92,75
92,86
85,71
82,90
68,73
68,46
82,87
89,62
63,93
73,75
88,93
89,82
82,86
75,82
81,74
92,83
78,85
78,89
97,85
92,86
78,70
67,71
67,72
80,82
82,80
72,64
96,100
91,70
89,67
50,68
80,78
79,81
81,77
79,86
