CS241,CS350
71,64
81,87
85,94
71,73
84,60
67,64
74,86
84,72
57,80
81,80
83,65
46,41
46,69
70,41
70,69
72,71
59,67
68,76
62,71
93,83
91,86
41,46
41,46
58,46
58,46
56,64
80,79
89,92
67,68
44,62
72,62
66,75
83,83
64,67
80,72
53,65
74,64
65,87
91,90
90,94
80,87
76,73
55,30
55,88
95,91
44,77
74,77
81,63
70,79
62,73
75,80
80,65
69,77
67,46
67,74
85,81
67,61
84,94
78,65
55,58
96,97
56,50
78,50
89,94
78,80
58,66
87,73
76,85
63,68
99,96
89,80
66,73
92,91
70,63
80,59
75,65
62,70
46,65
73,65
74,68
57,67
97,99
67,75
86,81
61,73
82,73
79,74
53,65
86,76
59,70
76,75
66,77
65,69
62,66
88,53
75,63
66,71
75,85
68,77
68,63
42,69
55,69
78,70
89,76
78,74
85,64
76,61
88,85
63,64
56,58
67,68
72,72
81,83
76,80
73,82
52,70
77,54
67,81
64,80
75,65
70,76
58,64
88,76
45,50
61,50
63,55
85,90
74,91
66,66
65,71
71,70
82,46
82,69
77,60
71,55
74,70
88,71
83,59
74,74
81,86
85,78
57,63
56,72
76,44
76,70
53,71
83,78
68,50
67,74
80,86
88,91
56,82
91,67
77,50
77,81
50,68
81,80
79,72
88,89
73,68
70,72
88,68
60,60
79,75
81,69
68,59
96,89
86,79
79,70
52,50
86,88
85,81
61,27
61,61
67,61
73,77
82,91
70,69
61,75
70,81
82,67
80,83
70,73
78,66
79,62
61,65
71,73
83,98
51,45
51,71
63,67
84,81
75,80
76,67
71,82
87,76
61,72
74,80
69,70
73,76
73,62
90,93
75,85
72,65
73,80
85,65
79,71
87,87
62,58
50,65
75,80
71,68
35,71
76,71
88,85
85,76
63,54
83,70
82,71
72,38
72,56
78,80
60,55
84,65
55,82
92,72
69,80
70,71
59,57
70,70
67,73
56,57
86,81
90,90
59,64
87,86
68,77
81,87
75,81
72,75
62,50
70,93
84,91
62,53
85,85
79,68
57,78
52,81
83,70
63,83
80,69
56,71
61,76
75,70
71,80
78,74
73,72
70,77
75,57
83,87
50,50
77,72
82,81
51,67
68,54
91,85
46,39
46,75
65,39
65,75
44,67
76,67
62,68
75,59
46,74
63,74
62,67
42,61
65,61
74,63
77,72
70,43
70,74
84,71
69,63
61,68
75,68
73,63
90,67
73,83
74,65
68,80
58,50
76,71
72,68
38,34
38,61
44,34
44,61
26,34
26,61
75,34
75,61
61,50
57,76
58,78
73,73
70,75
45,75
79,75
68,64
60,54
58,45
58,64
51,71
50,67
88,84
56,52
54,69
61,36
61,42
61,65
72,43
72,66
99,99
77,74
74,76
80,67
79,86
74,60
86,87
86,70
54,79
60,66
68,75
81,75
94,87
67,60
50,65
46,69
68,69
70,58
61,67
71,79
69,60
58,52
67,68
72,79
83,68
82,86
71,71
78,75
41,50
64,50
64,53
82,69
76,80
72,77
88,91
80,86
78,77
68,77
71,67
62,73
82,72
87,73
70,80
78,62
64,78
66,70
83,62
59,72
87,82
86,75
74,70
61,67
52,76
86,82
83,80
57,55
76,89
62,69
78,77
76,67
83,88
74,69
87,79
89,84
91,90
92,97
71,76
86,86
60,75
70,78
62,82
71,83
52,40
68,73
73,97
88,88
56,58
92,88
83,61
62,83
51,76
61,41
61,56
83,86
64,72
78,64
45,50
73,50
71,65
66,82
57,33
57,55
67,72
82,77
56,64
93,90
56,63
45,66
55,66
87,80
82,81
80,76
92,96
87,93
46,51
75,51
59,37
59,81
87,82
73,58
89,73
72,77
67,67
78,75
50,56
69,80
60,70
76,73
56,70
66,39
66,75
78,74
66,43
66,82
67,85
61,86
68,77
43,65
60,65
68,80
65,76
76,85
55,56
77,54
94,74
61,74
89,69
67,66
61,60
76,81
54,67
63,76
63,63
88,89
74,87
62,60
72,78
78,60
46,50
73,50
93,86
79,63
85,85
96,71
63,38
63,61
81,77
45,52
52,52
87,77
77,68
56,67
60,66
79,70
95,93
65,50
83,87
86,86
84,75
81,78
75,86
73,70
87,88
84,82
65,71
82,77
81,67
73,55
63,58
86,83
79,83
46,71
65,71
71,80
53,56
84,74
74,92
75,74
70,61
66,40
66,34
89,83
83,85
83,86
58,68
67,91
74,75
84,76
82,68
57,56
71,66
91,90
42,63
72,63
74,82
80,67
46,73
58,73
50,65
59,45
59,78
91,93
81,86
84,61
97,93
77,70
58,75
80,70
76,82
69,79
68,67
92,88
78,72
70,64
66,62
77,58
77,72
91,94
74,68
82,79
78,84
71,32
71,68
94,98
60,73
87,89
100,97
83,72
72,69
99,91
68,41
68,60
68,72
58,70
58,62
94,84
54,56
68,74
30,65
67,65
87,74
58,60
68,73
40,52
84,52
93,85
40,44
40,59
62,44
62,59
78,78
79,82
88,81
84,85
92,88
79,56
80,77
86,88
92,90
89,75
76,58
63,78
81,82
73,68
85,83
79,84
57,50
74,81
72,62
66,61
81,78
61,90
73,58
79,70
92,71
70,80
82,81
62,58
50,83
69,51
70,58
88,63
74,63
70,75
89,85
50,52
73,78
74,65
76,78
80,77
68,42
68,60
68,64
58,67
74,85
95,89
58,74
70,72
76,56
91,95
80,83
85,85
78,60
66,58
64,72
88,91
46,61
64,61
72,70
81,76
71,82
90,95
83,72
82,88
85,89
63,44
63,55
77,80
43,62
85,62
65,70
53,74
46,50
76,50
89,93
96,94
66,78
43,54
75,54
72,83
62,53
97,93
43,57
39,57
64,57
80,85
91,88
73,77
80,71
46,25
46,65
59,25
59,65
74,70
99,100
64,60
69,73
75,82
56,68
77,70
52,50
42,71
69,71
69,67
84,88
96,82
78,82
64,90
90,80
59,32
59,72
40,56
58,56
53,81
89,96
78,87
77,70
93,35
93,70
75,65
55,58
50,43
50,67
71,74
67,46
67,70
82,54
81,78
95,83
91,93
62,70
92,58
70,70
58,65
83,73
96,85
62,68
63,68
59,64
72,71
83,84
100,92
78,60
70,65
59,60
85,69
78,80
67,66
56,45
94,79
72,65
67,78
80,75
42,80
68,80
95,94
87,84
64,65
84,72
79,63
54,69
64,84
90,88
80,67
69,66
93,87
67,47
67,64
96,93
79,83
69,71
74,74
81,68
64,71
77,81
75,80
76,75
71,72
58,58
72,82
82,64
60,75
68,64
62,67
71,76
63,58
96,91
72,65
74,87
68,71
63,69
66,64
90,93
87,80
91,88
65,75
62,70
86,82
79,59
73,80
75,53
77,41
67,61
76,54
75,75
65,83
71,68
41,64
68,64
73,86
63,84
57,65
65,82
71,68
71,73
65,81
86,82
93,92
80,71
71,72
71,65
86,79
60,43
60,67
89,80
75,66
76,70
68,59
68,70
55,64
63,55
54,55
70,65
70,70
78,76
83,83
75,78
91,83
97,84
83,64
51,70
63,73
84,82
92,88
70,75
87,76
75,75
65,59
60,59
62,41
62,69
73,77
60,71
85,75
50,62
61,81
77,79
70,43
70,58
60,67
100,89
57,62
59,63
66,71
57,70
83,74
78,95
60,58
64,55
80,78
76,80
59,64
75,76
73,58
83,73
60,50
87,79
86,88
67,32
67,51
72,68
88,71
65,69
70,45
70,65
89,99
81,77
52,57
58,40
58,54
71,38
71,63
82,80
88,87
88,86
75,76
70,71
60,57
93,89
35,70
67,70
72,68
60,62
75,85
44,78
62,78
83,79
61,66
75,78
55,73
68,74
53,76
46,65
64,65
54,53
54,60
68,72
82,80
69,74
59,67
57,59
61,67
89,43
89,73
74,73
86,73
81,75
83,68
88,90
44,67
74,67
81,80
75,76
67,66
81,55
65,32
65,66
73,76
72,66
86,72
79,80
83,71
53,61
82,82
38,76
71,76
58,60
81,83
74,83
56,70
43,63
74,63
72,74
64,61
70,58
86,88
61,60
63,67
78,76
66,81
74,69
79,64
96,99
71,80
86,81
72,83
66,66
75,82
58,60
64,50
73,67
83,79
54,38
73,64
75,44
75,61
90,84
66,75
90,74
94,79
80,78
72,65
86,88
69,68
94,83
93,72
80,86
69,75
75,62
62,69
69,70
90,88
54,40
54,50
83,91
62,63
65,62
90,90
65,56
60,58
78,81
78,72
70,56
63,78
68,67
90,86
66,82
78,85
50,61
43,68
66,68
57,68
46,62
65,62
79,58
87,89
69,55
78,65
87,85
88,87
66,68
82,80
82,76
71,78
86,85
64,69
68,62
93,83
67,69
69,62
54,58
77,82
60,57
82,78
92,90
78,80
76,71
85,85
79,75
60,64
88,56
72,75
83,93
73,78
90,87
77,67
79,82
50,65
66,73
50,56
62,72
72,84
55,43
55,68
54,80
60,63
80,50
81,86
67,43
67,62
59,60
77,75
54,75
80,75
96,91
74,68
52,74
62,66
74,77
76,70
74,71
79,81
78,70
72,74
76,78
68,83
84,78
60,74
54,60
79,68
76,59
70,73
64,62
94,75
75,83
73,70
84,76
77,79
61,57
70,83
81,74
91,81
67,72
64,71
82,66
63,68
75,73
75,78
79,80
91,80
75,82
79,74
70,63
75,84
72,73
72,76
73,78
52,66
63,62
60,83
83,69
72,74
96,94
59,34
59,64
79,72
82,71
43,53
50,53
74,77
58,62
75,61
65,36
59,67
80,88
59,68
73,78
84,84
71,55
74,70
35,57
71,57
59,60
57,32
57,66
75,70
79,67
65,90
68,68
42,79
62,79
54,35
77,80
58,60
74,54
76,57
80,63
65,70
82,76
78,71
61,58
83,83
83,82
92,63
63,89
58,50
76,50
38,69
67,69
36,54
45,54
68,54
91,90
55,59
86,82
96,79
85,78
84,90
69,65
81,86
81,72
72,76
89,85
88,81
72,62
69,77
69,60
77,73
62,65
81,86
54,63
66,68
89,91
69,65
80,74
76,58
68,67
67,70
82,71
81,88
83,67
90,92
71,78
71,77
82,65
93,75
50,74
73,72
92,86
95,95
55,72
46,61
63,61
87,90
84,81
88,74
69,71
70,72
71,60
61,75
72,81
65,83
60,65
68,72
79,82
71,72
93,87
52,68
74,73
63,80
82,88
43,58
67,58
60,69
63,46
63,73
46,51
82,51
58,73
68,59
78,73
83,94
84,82
72,68
97,91
60,56
54,31
54,64
76,31
76,64
65,60
79,74
96,90
62,66
52,56
70,85
50,77
58,44
58,80
58,67
79,80
95,96
72,50
72,72
64,72
70,76
70,74
65,57
58,44
58,64
93,96
67,67
58,65
85,87
67,70
55,71
84,80
71,57
68,63
85,80
66,61
58,65
66,45
66,50
57,66
68,62
93,74
83,50
82,65
93,85
66,63
63,77
82,86
75,62
55,56
87,93
79,87
74,70
84,74
83,73
75,91
