grade1,grade2
88,78
86,89
87,85
55,70
71,88
81,82
92,90
89,89
61,53
72,76
67,77
92,95
67,65
71,89
77,80
74,76
85,72
73,82
80,80
79,85
73,80
77,85
82,80
85,64
70,60
81,83
72,78
87,75
76,81
90,88
72,71
79,76
64,61
71,82
62,77
57,70
61,60
85,82
82,81
75,68
75,79
64,65
77,83
62,66
83,90
76,65
46,83
75,83
75,80
80,87
59,71
54,70
66,78
77,67
90,100
88,87
86,71
60,69
60,24
78,86
54,58
76,83
59,73
78,72
90,77
79,50
81,84
89,91
72,78
80,85
98,86
83,78
64,68
78,90
78,72
81,83
68,84
79,62
81,92
84,94
77,63
74,72
70,65
83,86
68,72
79,86
86,62
65,77
67,87
68,69
86,65
85,68
78,80
81,85
67,72
67,59
50,75
79,91
58,53
59,31
59,78
66,81
85,92
70,78
79,71
71,75
77,79
70,67
83,64
64,73
64,79
80,81
75,81
73,82
68,82
69,78
83,75
66,67
84,97
73,53
63,75
83,76
89,75
62,85
78,79
74,88
71,64
87,91
79,78
73,74
86,73
72,68
78,65
81,84
70,80
85,76
81,85
44,55
82,55
72,88
75,74
84,81
74,64
74,82
74,87
84,84
80,71
84,74
66,67
83,80
72,81
67,76
88,84
75,70
71,74
81,77
67,82
68,29
75,70
83,50
70,78
73,74
57,64
80,78
69,67
81,85
67,77
83,77
81,72
68,70
65,87
91,86
70,72
82,87
86,68
72,73
67,74
81,75
60,78
83,86
94,81
76,78
65,77
79,75
72,37
85,77
68,79
68,51
74,84
77,61
65,66
81,80
75,78
67,78
84,88
75,87
83,77
68,81
76,84
59,71
90,84
85,91
94,88
92,88
68,81
73,67
77,75
76,72
89,94
79,70
92,99
87,83
70,74
81,85
50,65
78,53
53,71
91,85
77,81
74,63
93,91
66,66
72,68
68,69
80,74
90,81
76,87
80,95
72,94
77,87
82,70
63,74
69,70
80,76
76,77
59,50
81,73
80,81
76,66
74,89
76,62
86,83
80,77
78,80
68,78
76,76
79,82
80,70
83,93
91,96
85,73
62,50
77,91
71,83
74,82
69,77
77,72
74,76
64,66
62,64
87,82
69,81
70,79
78,72
69,77
76,78
70,75
77,78
79,77
62,50
68,62
69,79
75,74
86,95
63,75
76,84
93,86
68,76
68,78
73,50
78,60
82,66
86,94
82,77
82,62
60,61
83,89
67,80
74,75
75,65
82,84
77,84
96,89
78,86
70,63
72,75
85,80
76,73
85,77
73,75
65,66
58,60
77,71
81,78
91,81
68,74
83,79
78,86
76,86
74,74
80,39
66,76
50,65
74,58
68,71
98,96
74,85
52,68
80,72
80,78
57,77
80,81
78,89
69,78
79,43
62,56
73,72
76,92
80,58
69,82
79,75
78,80
81,90
80,77
65,62
71,61
77,78
83,84
87,85
83,89
84,76
86,89
81,77
81,75
70,65
65,71
76,76
72,76
64,50
69,68
72,76
78,77
76,79
71,78
78,66
85,90
84,84
76,83
77,78
82,86
76,75
80,91
90,86
81,82
79,91
66,73
68,69
76,66
61,78
70,72
72,70
81,87
91,90
89,78
68,86
78,79
89,87
72,81
76,79
83,87
63,75
90,95
65,70
81,94
72,86
68,64
63,77
75,74
82,91
77,72
73,84
65,72
78,81
65,77
53,71
71,83
84,77
83,87
86,96
77,84
77,83
60,81
91,88
85,90
82,72
64,79
61,75
59,66
80,83
84,95
71,72
71,86
85,88
83,68
76,77
76,77
80,77
81,59
81,88
82,82
72,84
62,84
84,80
79,78
83,76
81,84
83,91
68,75
73,79
61,66
77,30
70,77
83,80
85,77
80,73
74,79
84,81
73,81
80,77
72,54
76,85
83,86
74,57
84,79
60,60
77,87
72,68
64,77
64,74
