grade1,grade2
87,84
74,69
97,87
73,54
89,46
89,65
76,70
88,75
83,80
72,62
81,65
76,74
84,77
86,62
98,73
94,71
82,78
94,78
50,56
64,68
90,73
45,69
98,69
80,82
83,73
88,68
76,77
82,71
93,70
92,83
85,70
94,91
77,56
77,79
97,88
85,73
46,51
50,51
89,66
91,74
86,65
93,83
60,53
92,79
76,55
94,70
86,72
77,77
89,91
89,86
88,53
95,82
90,73
92,78
91,71
73,64
97,75
86,70
39,53
66,46
66,54
83,44
83,61
86,67
85,53
83,67
92,73
97,81
78,60
80,58
68,60
64,55
85,74
90,57
75,70
87,68
80,59
95,84
86,54
93,41
93,61
94,59
82,67
58,70
84,80
81,81
93,82
93,67
76,45
76,62
60,59
81,67
85,50
57,54
88,62
74,51
69,42
69,87
81,57
81,74
99,76
79,61
84,66
86,51
85,68
89,58
62,55
79,72
87,70
94,78
86,69
87,82
72,53
93,80
90,82
81,65
95,68
88,80
87,84
95,73
76,72
87,51
92,60
68,52
87,65
93,75
93,69
81,67
85,84
96,85
87,62
78,69
86,83
84,66
89,72
88,67
87,50
86,63
96,50
82,82
88,74
82,55
86,58
94,74
94,88
86,67
93,74
63,58
87,62
85,77
73,64
85,81
44,50
62,50
91,63
73,62
83,62
80,70
91,70
85,73
70,64
68,50
75,68
93,53
76,58
74,69
91,69
98,53
80,46
80,51
83,75
90,68
71,78
36,63
85,63
70,65
93,73
71,43
71,36
86,75
57,52
91,53
78,68
81,63
91,80
77,62
64,55
76,61
62,66
79,75
77,71
43,62
79,62
87,58
86,56
86,79
98,58
76,36
74,69
63,58
89,67
81,65
91,73
89,78
46,54
81,54
