CS354,CS456
86,94
87,87
55,71
71,82
81,78
92,96
67,90
71,74
86,90
41,60
67,60
85,83
78,73
80,77
83,86
73,84
82,79
77,72
85,73
72,65
85,84
69,66
87,80
90,84
72,72
71,75
57,71
82,62
75,73
77,92
62,54
72,63
22,57
83,89
46,71
75,71
75,79
54,50
66,78
82,87
85,77
60,62
78,82
76,78
59,77
78,63
79,72
72,88
78,71
98,83
64,66
81,70
78,86
78,74
82,86
50,56
81,79
70,60
84,77
74,75
88,95
70,71
76,77
77,82
83,84
68,74
79,76
86,61
77,67
67,88
68,67
86,50
78,60
81,75
67,74
87,75
50,67
79,87
58,64
59,62
66,81
85,80
70,82
77,71
83,74
64,64
75,80
88,77
76,74
68,68
69,52
67,50
64,72
74,72
66,57
67,73
78,62
69,64
83,85
50,73
89,71
57,50
64,73
78,82
74,83
58,65
43,52
87,81
79,87
72,85
81,81
88,82
80,73
44,67
82,67
72,86
73,73
66,69
84,80
74,79
74,82
74,63
77,70
95,82
83,86
84,78
88,86
67,81
68,75
76,83
62,76
83,83
70,77
73,80
52,51
81,83
81,71
65,81
91,86
86,64
72,80
77,78
77,81
81,81
83,85
76,69
80,68
72,59
85,74
68,78
68,53
74,74
40,68
70,67
75,73
77,54
98,81
65,80
75,76
64,80
84,84
75,66
81,79
63,72
66,72
90,87
79,71
65,68
85,76
89,81
79,75
92,92
70,72
73,81
81,82
73,77
78,55
91,79
70,83
65,52
74,75
66,71
72,81
68,67
80,69
90,88
76,75
82,85
78,81
80,90
62,76
72,87
77,64
71,80
70,67
63,64
51,52
80,77
76,65
81,72
75,78
80,88
81,91
74,71
76,77
86,82
75,80
80,72
68,71
77,80
76,57
79,85
80,86
83,86
74,85
99,86
91,93
56,62
68,50
62,60
73,80
77,91
71,71
69,59
96,73
73,66
77,69
72,55
74,64
87,88
70,69
78,61
76,71
77,69
70,80
77,73
75,83
80,86
79,73
75,92
63,67
93,94
84,75
73,68
78,57
82,83
66,62
83,88
82,71
67,79
74,81
75,64
77,86
96,81
81,74
78,89
72,79
85,86
76,79
85,82
73,59
58,63
77,55
81,72
68,59
67,62
83,75
78,78
74,68
63,62
85,81
74,73
70,71
50,66
74,87
68,63
98,92
74,86
60,70
78,67
80,79
66,55
76,69
80,80
78,89
79,69
59,73
91,73
76,78
80,76
71,54
69,76
79,76
78,81
65,58
55,69
71,76
77,79
83,84
74,82
75,83
78,81
63,63
81,75
67,73
76,77
72,55
64,70
69,64
72,75
79,81
76,84
44,63
71,70
57,58
82,70
85,91
84,86
76,85
94,92
76,69
80,81
72,80
57,67
90,79
68,69
63,66
61,74
81,77
91,87
89,83
78,91
72,63
76,81
90,90
69,67
72,76
68,79
72,82
94,86
74,62
65,70
78,73
82,85
65,76
53,72
83,84
60,82
80,70
91,88
85,94
82,85
61,55
59,70
80,75
84,84
91,95
71,74
85,89
83,68
66,87
80,78
81,79
81,85
82,89
62,69
84,81
79,26
79,80
83,88
68,76
61,66
77,63
83,87
80,58
73,85
80,71
72,59
83,91
77,81
77,71
64,64
