grade1,grade2
82,86
84,59
72,79
82,84
73,80
80,73
79,82
82,85
59,65
71,75
72,54
64,68
73,81
61,75
82,82
53,87
97,90
67,71
92,96
50,71
85,86
50,63
61,63
93,96
70,64
63,64
67,39
67,62
82,91
76,68
51,96
74,81
75,84
63,66
67,68
85,82
82,92
73,70
56,60
62,90
84,78
68,82
76,76
77,81
72,85
76,86
73,83
67,73
74,80
80,50
64,65
70,60
53,64
79,75
61,47
76,90
85,82
70,68
67,71
83,80
73,58
99,80
79,88
69,77
50,46
71,79
50,50
96,91
76,75
89,96
60,58
61,85
67,57
59,59
70,63
70,40
70,73
54,79
66,71
69,85
64,82
56,67
51,25
73,84
68,74
51,38
62,72
60,81
69,67
77,80
77,82
81,82
59,85
59,72
67,69
73,74
87,87
69,76
66,80
80,63
78,72
84,65
75,74
67,82
65,80
65,67
76,83
91,86
69,78
81,67
59,60
58,75
63,76
61,59
75,72
50,41
50,80
76,86
72,66
70,87
61,70
61,68
52,67
76,85
76,84
63,61
74,86
64,65
56,72
74,86
69,71
69,81
56,50
64,85
60,75
58,58
76,83
62,75
82,86
55,80
71,36
71,81
75,64
76,87
61,82
75,88
61,41
84,94
67,45
67,70
70,37
70,52
57,77
88,92
66,80
74,78
79,73
79,72
84,88
70,61
53,63
62,69
88,88
68,71
62,72
78,90
65,62
91,93
88,84
57,71
70,62
85,82
73,61
40,82
62,82
86,83
89,81
43,42
43,57
52,42
52,57
71,74
64,41
65,53
88,86
80,76
77,79
64,72
66,65
70,71
76,72
78,94
66,66
74,81
70,68
72,70
76,85
85,74
66,63
72,66
59,71
92,84
80,75
80,78
60,65
66,69
75,73
68,73
91,94
70,73
76,76
56,40
56,70
75,65
67,60
82,67
77,84
68,65
57,66
65,66
76,73
55,83
79,70
50,63
69,55
90,90
54,61
62,75
61,81
86,91
70,70
57,57
46,28
46,78
61,78
79,91
71,57
94,74
63,76
73,78
76,89
54,60
76,70
81,77
66,80
75,82
60,72
83,82
79,55
85,82
63,84
86,91
73,70
63,58
73,90
56,47
56,72
75,82
82,75
75,66
69,37
69,45
63,31
63,75
57,81
70,70
76,85
66,50
72,83
84,80
68,80
68,71
77,67
93,84
68,74
82,90
75,72
63,76
81,63
65,44
65,70
59,67
69,66
55,53
67,68
67,87
78,70
74,50
71,79
63,47
63,71
75,68
46,41
46,72
68,41
68,72
73,76
46,66
61,68
79,82
74,72
66,88
74,72
72,76
69,70
68,77
91,93
77,81
82,88
70,63
79,78
65,74
54,72
66,88
60,57
75,75
75,94
45,70
68,70
59,75
62,62
72,77
81,79
60,72
52,63
78,89
66,87
91,74
75,71
84,68
96,94
62,93
79,80
43,65
67,66
86,77
55,58
66,62
66,73
70,50
85,68
65,84
64,53
73,80
84,71
76,71
70,75
64,67
81,81
87,72
63,65
75,89
39,82
73,82
65,70
62,70
73,67
71,78
66,70
69,76
68,77
68,44
68,71
67,92
68,66
70,58
46,47
80,80
72,78
61,57
55,74
91,20
91,80
79,81
51,44
51,65
63,80
69,66
67,65
70,82
64,64
84,75
66,77
64,4
69,80
66,66
73,77
65,68
76,87
85,90
86,61
78,33
78,87
68,85
60,34
82,86
59,59
45,88
63,88
82,58
93,95
76,77
76,92
76,85
61,58
71,76
62,40
84,87
63,50
62,65
98,80
56,67
53,42
53,57
78,87
88,90
75,69
67,76
67,70
70,66
69,83
85,86
79,85
68,69
77,73
74,50
72,65
81,73
70,60
76,77
64,47
64,83
78,82
80,94
62,78
75,62
52,74
69,71
73,78
66,72
69,53
66,61
67,80
81,73
56,68
88,90
59,57
64,60
75,53
62,73
83,95
81,83
70,63
74,84
75,63
90,88
75,68
78,79
85,86
66,73
75,72
61,42
61,84
70,53
87,72
57,69
82,87
45,67
65,64
90,59
83,82
68,59
73,91
80,79
69,71
76,75
77,83
85,80
81,83
55,45
55,75
77,78
88,68
76,75
50,74
65,74
87,79
83,74
50,52
82,90
69,71
55,67
53,66
54,52
74,69
76,76
68,72
63,55
80,85
75,50
90,78
70,69
81,82
61,62
87,90
62,72
75,80
77,84
78,85
69,67
78,64
64,50
96,97
86,88
86,88
62,77
89,84
64,77
73,88
59,77
61,46
61,77
75,70
84,83
82,68
76,70
60,83
79,81
60,84
72,80
69,62
86,69
84,85
57,55
65,68
72,75
93,98
71,65
91,92
65,73
69,72
81,73
53,43
66,54
75,61
99,95
33,60
65,60
80,73
52,47
52,57
69,63
68,60
79,85
77,68
57,69
59,76
73,78
57,75
77,65
75,80
57,64
57,71
77,83
84,78
72,73
68,72
70,66
63,70
69,82
77,84
87,75
72,65
86,90
83,51
72,73
57,54
63,74
80,60
72,62
80,78
93,97
65,57
83,79
81,65
85,83
64,73
43,57
50,57
86,82
61,59
84,60
64,70
71,80
64,61
87,85
73,79
67,59
69,69
79,71
70,75
91,84
71,94
69,69
77,69
69,64
73,66
89,84
82,87
75,76
71,66
81,62
79,90
83,80
85,88
80,85
65,70
80,67
79,75
85,100
77,85
83,88
67,80
71,55
66,56
91,92
71,82
72,72
66,68
60,64
86,90
89,70
69,71
78,84
53,76
75,73
97,99
57,70
79,62
41,73
82,76
54,82
69,71
62,64
81,87
66,78
91,84
90,70
79,57
65,73
34,61
73,61
52,51
75,61
83,86
78,86
57,47
69,80
71,79
65,74
80,90
85,87
55,57
73,78
71,80
76,74
73,80
65,43
65,73
62,69
65,50
64,75
82,79
78,88
77,75
79,82
55,75
66,72
68,69
73,72
62,69
75,84
81,85
67,68
73,67
77,62
87,77
55,67
66,84
57,74
69,78
81,68
75,71
45,50
54,64
80,75
71,87
61,74
89,87
54,62
83,73
84,71
61,75
90,93
86,84
65,71
85,71
75,71
60,74
79,79
77,75
53,78
82,78
68,83
71,66
68,60
64,80
46,70
65,70
52,79
87,91
86,88
71,65
74,66
69,82
62,65
87,77
60,67
93,91
77,81
70,57
67,69
81,83
51,68
56,63
59,65
63,60
62,60
68,91
74,82
50,65
50,60
61,76
86,85
71,78
74,75
61,57
93,90
84,89
75,73
72,35
72,62
93,91
80,56
88,93
76,68
71,90
56,71
68,66
77,79
50,75
75,71
67,71
80,77
61,39
61,66
55,58
72,75
70,86
64,79
84,65
92,88
68,75
64,70
50,50
72,50
84,85
51,58
68,82
54,68
50,58
58,70
82,89
67,66
59,50
76,50
76,80
72,81
60,55
68,68
65,61
71,70
86,82
80,88
72,78
57,78
71,76
71,92
72,60
61,64
86,91
67,88
82,91
76,74
88,94
78,87
85,86
74,80
70,61
72,78
84,88
51,47
51,55
73,78
67,76
70,60
89,87
67,70
74,90
63,68
71,82
87,77
91,87
71,47
71,87
78,90
75,69
79,84
86,78
82,74
62,60
63,74
79,90
80,79
65,68
73,72
57,47
57,67
67,74
69,71
67,69
83,75
81,82
72,82
82,83
56,77
77,80
67,86
76,71
64,54
71,72
70,79
73,83
53,75
64,80
93,95
72,65
66,71
77,88
75,47
75,76
66,80
73,61
87,90
78,79
79,86
61,72
78,87
67,66
68,78
74,82
74,67
76,64
90,93
76,84
64,83
71,76
79,72
73,81
84,86
62,61
86,83
66,58
71,64
74,68
81,86
50,50
76,77
77,62
96,91
77,64
75,78
69,66
91,71
69,72
66,73
84,95
82,82
57,83
67,59
63,70
68,62
88,92
58,45
58,64
69,72
93,82
67,88
65,60
94,96
69,70
75,65
77,68
70,68
71,78
76,84
67,77
57,66
71,82
60,57
69,65
82,81
77,83
68,72
75,87
69,71
54,69
61,70
54,74
66,74
62,62
57,68
72,50
87,87
68,70
77,68
86,82
63,66
80,80
73,62
60,57
68,70
74,65
56,57
72,74
68,72
51,62
81,87
78,75
60,81
83,58
78,70
70,69
87,83
61,67
67,77
72,80
60,64
59,68
66,61
82,76
87,86
73,78
69,85
64,64
61,64
54,57
63,52
61,54
39,59
69,59
66,82
58,72
68,74
71,80
73,69
87,81
56,86
60,67
68,74
79,87
83,82
75,74
73,85
75,77
81,84
71,82
82,64
62,62
80,85
78,82
79,91
81,72
76,71
78,68
77,67
86,90
71,80
69,74
77,80
72,70
70,76
61,72
82,90
59,73
72,60
63,75
82,74
70,74
77,81
84,54
79,85
70,70
72,84
62,70
73,65
68,74
76,73
77,75
64,80
82,69
84,87
58,75
76,88
73,75
86,88
82,86
81,86
73,67
81,87
92,91
53,79
68,68
88,94
73,73
77,72
64,78
69,71
72,71
65,74
77,84
77,71
68,79
55,73
81,60
52,36
52,66
52,66
84,80
88,86
73,80
61,80
69,71
70,64
64,65
84,76
67,74
83,69
50,50
55,67
68,73
