,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
2,266931,341,17,90,371,23,78
5,271716,341,41,77,371,43,71
13,939316,341,23,68,371,43,52
24,425297,341,21,67,371,23,63
27,167249,341,17,100,371,23,90
30,828649,341,11,77,371,31,71
33,830585,341,23,98,371,31,80
38,835703,341,21,96,371,29,85
40,967592,341,15,91,371,21,93
41,574772,341,21,69,371,31,66
43,969552,341,21,58,371,23,71
44,708867,341,17,96,371,31,90
48,186289,341,27,84,371,33,86
49,711314,341,23,100,371,31,93
50,318602,341,21,97,371,33,89
52,974848,341,21,84,371,23,95
55,192242,341,27,94,371,43,89
57,852494,341,11,100,371,23,96
59,198444,341,27,100,371,33,98
61,464421,341,17,97,371,31,87
64,472869,341,15,93,371,21,99
66,605558,341,27,100,371,33,88
67,874681,341,27,97,371,31,76
69,493948,341,13,65,371,23,57
72,104016,341,13,100,371,21,99
74,632883,341,27,77,371,33,61
77,375647,341,23,100,371,31,92
79,377037,341,29,75,371,31,67
80,115779,341,33,68,371,43,65
88,651702,341,23,97,371,31,96
90,261820,341,27,99,371,31,95
