CS132,CS454
71,59
84,40
84,59
84,89
82,77
69,84
70,58
65,79
94,68
81,64
73,70
75,77
72,67
79,67
80,90
95,67
78,56
86,78
100,81
79,63
65,77
35,66
80,62
93,75
78,57
75,72
95,86
85,62
95,85
74,64
92,75
93,82
92,84
88,89
85,71
65,57
84,64
59,50
95,88
79,66
70,76
44,60
58,50
85,78
94,65
81,66
84,67
62,76
87,78
74,70
90,58
83,80
87,60
89,64
73,62
84,75
82,85
66,80
90,77
76,69
88,92
74,68
94,69
68,78
93,79
90,76
78,56
84,62
79,54
80,59
91,87
79,82
90,79
79,73
95,83
94,84
74,55
96,83
80,52
83,62
93,69
59,58
92,64
88,86
84,60
84,70
81,83
96,78
88,50
84,82
88,76
83,84
86,51
91,89
89,70
80,70
85,66
90,75
75,54
93,67
72,34
89,50
84,70
70,54
63,59
87,62
83,53
