grade1,grade2
68,76
73,72
50,43
50,42
50,61
89,83
88,73
73,62
54,56
61,68
79,70
83,70
79,74
52,71
63,77
78,72
81,71
80,80
67,39
70,74
80,82
89,83
59,60
61,61
41,31
78,69
79,56
43,50
74,80
86,68
55,56
68,73
38,53
66,53
63,53
66,68
89,88
75,44
75,69
100,89
79,54
67,71
86,89
69,38
69,66
30,57
80,75
67,53
82,80
52,58
79,73
63,55
43,57
40,50
29,50
79,79
64,54
74,73
65,74
72,79
50,73
29,45
29,69
70,69
93,88
71,73
69,62
67,60
33,50
83,76
81,78
79,74
78,71
55,71
76,68
60,51
79,83
80,63
57,50
71,65
59,53
63,59
86,88
87,82
71,76
55,60
72,53
65,58
95,93
75,76
