CS350,CS480
64,66
67,73
83,85
64,52
87,91
65,70
77,90
71,78
77,66
74,79
64,74
72,79
71,84
70,73
70,78
59,70
70,79
88,81
67,79
62,81
71,81
70,78
55,78
80,45
64,80
50,64
78,75
70,85
83,76
76,82
72,79
74,87
43,72
74,72
68,75
69,77
69,70
52,75
68,78
53,77
77,73
72,84
75,83
35,81
67,81
55,82
69,67
76,87
73,74
72,79
65,71
72,83
63,75
85,81
65,79
56,76
81,87
67,83
76,68
78,59
77,84
67,63
66,53
75,80
86,83
55,61
58,78
68,71
63,66
82,82
72,82
62,83
58,66
70,67
60,73
83,82
70,83
63,81
65,85
64,73
67,75
74,78
44,65
55,65
68,81
73,87
66,76
47,77
71,72
68,92
64,75
58,80
69,74
70,79
59,76
68,83
55,66
70,80
55,80
64,72
50,75
68,80
70,78
74,70
76,83
67,79
73,81
81,74
67,78
70,85
63,77
58,82
76,84
78,85
82,86
71,77
43,67
62,67
60,86
81,85
74,71
62,75
76,55
68,84
80,80
63,83
60,68
54,58
58,83
50,57
81,84
73,83
67,76
74,64
85,72
80,80
67,83
87,90
80,79
65,72
62,85
87,77
70,82
63,79
83,79
75,69
70,77
64,82
63,77
67,84
78,73
62,83
66,77
73,79
78,76
65,73
63,70
60,65
51,89
65,70
72,50
73,72
61,73
72,81
77,70
67,66
70,82
81,84
70,87
67,76
67,71
70,60
82,82
56,64
61,77
79,84
59,71
76,76
57,76
70,75
65,79
45,72
66,72
77,76
68,79
73,80
69,79
84,72
55,75
71,74
74,80
66,80
64,81
60,73
70,78
71,70
68,80
65,66
75,78
76,79
88,78
78,81
70,73
85,85
51,39
73,75
64,66
57,81
73,67
70,89
76,84
65,80
64,70
