grade1,grade2
77,69
82,86
66,76
90,86
79,87
74,76
71,84
79,75
69,80
73,86
66,86
75,77
70,66
51,81
64,81
63,81
74,77
78,79
72,82
68,82
77,83
50,71
81,81
82,66
74,86
66,69
94,98
87,72
78,82
69,75
65,73
66,76
68,77
59,80
79,86
76,82
88,74
90,68
67,75
72,88
53,58
73,86
59,70
78,77
82,84
74,78
71,69
73,85
84,82
64,66
74,51
76,80
72,68
75,82
82,68
63,79
85,87
53,69
83,81
87,81
68,74
81,88
79,68
71,81
85,81
68,81
65,75
79,77
80,82
80,79
62,79
65,82
50,77
69,77
60,87
78,87
73,78
80,74
79,93
67,81
71,79
75,72
75,82
79,82
80,78
52,80
73,85
78,89
84,77
79,79
88,74
78,88
86,93
71,78
75,80
70,92
82,80
80,88
77,88
72,76
66,81
71,82
78,87
86,80
74,80
83,91
88,81
81,77
75,84
78,76
76,82
81,78
71,76
86,85
57,68
90,84
80,75
79,76
69,79
68,74
65,72
56,69
53,77
75,80
78,83
65,64
68,67
79,77
82,92
75,71
73,79
71,76
83,88
66,79
57,76
71,80
82,81
83,83
84,89
70,82
80,80
83,75
76,74
79,85
79,85
77,83
70,84
86,83
90,79
70,80
73,68
80,85
77,87
43,79
60,79
82,90
78,85
