grade1,grade2
77,77
95,90
74,45
74,45
77,90
95,83
85,75
70,76
70,70
84,87
78,80
73,71
77,71
46,52
72,77
83,61
73,83
87,60
61,39
63,62
85,70
77,70
66,60
78,74
77,13
66,71
67,66
81,80
91,81
67,67
73,79
61,50
86,80
60,50
82,82
90,77
23,53
76,72
88,69
56,52
60,74
80,55
74,68
78,57
94,85
65,60
80,82
66,65
70,44
70,78
81,82
73,35
50,69
76,75
69,57
85,65
65,50
85,69
85,89
77,58
96,86
86,74
36,50
78,55
81,81
91,71
64,77
80,73
81,84
70,50
70,54
85,32
58,67
63,70
80,67
85,82
87,88
75,67
79,78
92,80
67,62
70,65
90,78
67,73
65,71
80,88
74,75
93,83
92,86
78,85
85,87
79,77
80,75
77,88
90,79
65,71
86,87
78,70
79,86
72,68
89,87
86,86
78,76
