grade1,grade2
84,77
73,71
80,65
82,73
64,62
53,61
68,66
97,88
85,80
90,83
70,50
82,90
63,82
62,45
62,45
57,74
95,90
74,75
75,82
73,69
82,88
70,71
68,80
76,83
67,72
80,76
85,79
70,80
99,95
79,84
96,83
67,76
61,72
70,43
70,42
70,61
54,85
69,83
64,77
80,83
82,75
81,61
62,77
77,63
75,78
59,80
59,72
69,80
66,72
84,73
91,79
81,78
58,85
61,62
61,66
72,75
70,65
61,59
76,75
74,74
62,76
74,72
69,77
56,56
64,65
76,80
68,59
61,63
57,67
88,91
79,80
70,70
53,50
62,74
70,69
69,68
88,85
65,72
68,76
78,77
65,75
91,83
88,87
73,34
73,61
86,81
65,67
80,70
77,86
64,81
66,68
73,79
74,80
76,86
85,71
65,71
79,76
80,83
60,73
66,76
69,70
91,81
82,63
70,74
76,83
75,71
56,71
67,61
77,88
68,60
76,65
55,40
55,40
54,70
62,58
61,70
86,74
57,53
46,68
61,68
72,84
54,52
81,80
66,76
72,80
75,81
58,52
63,61
86,69
73,63
73,86
75,75
65,77
81,76
59,59
63,54
57,66
72,72
84,86
63,74
77,60
68,79
65,70
67,75
78,61
72,88
63,63
46,71
68,71
73,77
74,83
70,80
50,60
50,60
82,88
77,83
65,74
60,50
75,39
75,90
60,52
67,72
91,81
65,62
79,76
65,63
62,70
79,63
95,82
69,45
65,69
86,82
66,63
70,63
85,74
75,82
52,57
76,70
70,82
81,81
87,83
63,79
39,57
73,57
65,67
71,88
73,83
68,71
69,60
68,59
67,75
70,80
46,70
65,70
51,74
51,60
63,79
82,84
83,80
97,88
84,77
64,13
69,50
40,72
82,72
66,88
65,72
93,90
86,39
86,65
68,71
82,87
59,78
82,81
93,81
76,68
76,85
77,66
71,66
62,78
100,88
98,80
53,23
88,85
67,70
70,77
69,73
85,74
85,89
68,34
74,50
54,61
72,74
78,81
79,67
75,64
52,72
69,55
66,65
56,50
88,88
59,69
89,85
66,60
70,70
74,84
90,85
83,60
75,79
85,79
75,89
70,31
45,79
68,79
90,82
68,78
80,78
69,54
77,86
85,87
81,78
77,92
76,69
50,50
65,67
50,56
69,71
55,67
85,81
63,51
81,56
90,80
69,59
70,71
81,82
75,82
64,50
96,88
89,90
59,54
82,72
68,77
76,74
82,63
79,80
79,79
86,79
84,79
59,68
71,57
81,82
75,51
99,90
80,71
77,77
59,60
91,87
73,82
77,63
79,73
83,81
81,76
77,73
81,68
84,90
72,80
86,82
70,65
77,95
87,68
86,46
83,62
73,75
57,56
73,73
63,46
63,41
74,58
72,75
93,90
65,52
83,79
85,77
64,73
86,87
61,53
71,61
64,80
75,72
67,77
70,53
69,61
77,83
93,86
69,70
73,66
89,80
72,84
79,84
80,72
85,88
65,59
68,69
80,72
79,77
80,76
77,88
70,76
50,52
66,60
51,74
72,79
69,74
75,68
57,55
62,62
79,82
41,56
75,56
82,80
54,76
62,68
69,57
70,75
89,85
80,71
89,79
81,88
75,60
83,86
65,82
80,88
79,67
86,89
63,70
82,76
85,67
60,50
55,67
91,65
77,44
66,66
88,86
75,75
83,78
67,68
84,76
87,86
81,67
54,58
80,74
93,91
71,89
89,89
98,83
61,61
67,78
86,82
65,70
85,44
85,69
80,81
79,81
72,78
53,63
82,63
68,76
68,70
95,84
73,78
64,79
46,50
65,50
87,85
84,82
86,73
62,74
93,84
77,43
77,65
67,78
82,69
56,61
61,62
68,92
74,85
50,59
50,73
61,63
71,79
93,86
84,83
62,76
71,81
88,81
76,35
56,66
50,54
67,66
72,82
70,82
84,74
92,85
68,44
84,78
72,73
54,69
81,74
82,74
67,35
79,76
77,68
72,76
68,75
71,61
86,81
80,74
57,66
71,85
72,69
76,82
85,76
87,38
70,79
99,89
84,80
56,60
64,64
89,87
67,81
71,61
87,51
71,77
75,89
63,43
63,77
86,63
62,52
80,75
65,50
67,64
73,70
86,76
81,28
82,80
56,84
77,74
77,71
58,70
71,29
71,54
53,79
64,72
72,71
77,85
60,50
75,77
73,77
78,78
67,69
68,61
74,74
76,67
81,65
97,89
79,85
86,82
71,50
67,68
50,54
77,71
83,57
75,65
95,77
69,80
66,56
84,86
82,74
57,60
83,81
88,88
93,83
94,85
71,78
76,78
71,50
84,86
77,71
75,80
62,78
72,69
87,80
68,61
61,38
80,82
56,81
94,88
81,89
83,58
88,86
78,82
87,83
67,83
66,54
73,63
80,74
70,77
64,74
54,50
63,55
67,80
73,82
95,95
56,74
56,50
73,85
82,78
62,59
80,82
79,82
78,82
