grade1,grade2
76,87
82,78
67,77
69,67
81,82
78,87
90,92
85,87
63,51
74,69
87,90
50,91
62,77
79,76
82,94
68,53
75,71
90,81
76,79
66,69
86,87
73,69
75,73
85,76
73,83
78,66
83,76
75,68
80,67
87,86
71,82
90,88
90,93
73,44
73,69
74,77
83,80
69,76
87,82
80,68
67,56
81,84
77,63
71,85
66,60
81,80
87,88
73,70
79,82
72,68
79,55
69,81
74,70
63,51
72,57
78,33
78,60
82,71
77,63
67,72
90,76
79,69
66,83
70,74
68,53
75,65
83,88
77,72
68,69
69,55
70,70
82,78
78,74
71,42
71,66
65,72
83,68
88,89
61,45
83,86
68,77
73,63
79,79
78,78
77,75
70,72
69,69
70,41
83,70
89,45
71,65
79,82
68,70
59,35
80,89
74,50
85,79
72,73
69,67
76,83
79,88
79,80
76,82
84,88
74,72
78,82
82,69
80,62
85,84
75,67
78,73
81,78
69,66
94,63
71,70
65,52
79,84
71,61
82,75
80,74
71,61
85,94
72,77
75,63
69,87
75,84
79,79
78,65
90,78
81,78
88,90
70,65
64,59
71,81
77,66
74,75
82,50
83,83
76,60
82,66
68,72
70,68
72,73
87,81
72,69
74,38
74,59
72,68
77,83
79,80
86,91
70,69
72,64
77,59
81,70
71,81
83,79
62,77
87,82
75,76
86,77
82,81
70,78
69,88
91,90
69,77
83,78
73,76
70,67
63,63
66,70
80,86
79,72
74,83
65,53
88,86
81,69
77,69
77,75
45,66
70,66
73,79
77,50
73,79
72,59
85,82
72,74
70,50
46,69
65,69
80,71
70,55
78,86
74,86
76,77
75,73
75,84
55,64
65,74
71,76
71,79
72,72
73,67
81,79
86,88
89,81
67,61
72,66
63,62
78,89
73,70
82,75
69,71
89,84
75,70
79,82
75,78
76,63
84,83
72,76
81,75
85,80
65,77
65,72
87,71
88,83
84,79
80,79
79,79
93,87
78,75
74,72
74,76
72,60
74,83
65,65
90,85
88,73
75,66
74,80
82,81
80,61
58,62
82,87
73,64
75,60
78,68
68,50
85,81
71,79
69,70
77,82
77,64
65,51
73,71
81,85
82,68
83,75
75,78
70,77
71,62
95,91
81,72
53,60
82,67
71,79
79,80
79,80
87,91
74,50
71,82
87,84
67,62
56,65
83,80
81,87
90,86
72,78
82,69
64,62
71,78
84,65
82,84
74,67
73,50
74,70
63,40
63,70
81,83
76,73
59,58
72,70
66,59
80,69
68,59
82,51
70,86
69,60
83,81
72,68
77,84
74,78
71,76
57,23
57,20
76,51
62,75
88,89
78,88
81,90
72,73
82,81
74,77
87,81
83,81
74,66
61,72
75,74
50,65
88,76
60,45
86,80
79,87
84,77
82,64
93,80
71,76
88,91
78,72
83,79
73,84
63,65
82,79
86,88
77,67
68,79
68,75
73,78
86,90
73,72
88,88
98,75
69,75
72,75
66,70
75,60
77,81
65,54
86,58
82,79
74,77
78,78
77,80
50,56
74,52
82,84
71,72
60,70
74,57
65,65
88,79
80,80
82,71
84,82
77,76
64,74
83,77
80,82
78,82
73,80
64,62
71,63
78,78
70,61
75,68
86,83
68,84
65,63
83,62
74,61
83,91
71,79
77,85
82,84
75,71
68,55
77,79
83,71
82,79
85,88
74,80
75,72
83,89
80,67
82,66
75,76
73,78
69,69
74,79
67,69
64,69
80,77
50,71
78,86
83,88
88,90
86,85
75,76
78,76
71,50
68,61
73,71
79,81
75,76
78,81
76,79
77,78
67,70
78,72
87,73
81,86
77,76
71,64
77,72
73,83
74,72
59,74
80,75
84,73
76,81
72,50
77,73
60,38
60,75
77,70
85,77
89,87
76,73
81,65
75,82
85,78
78,50
84,82
74,86
74,80
85,68
78,73
79,80
84,77
86,92
70,66
71,45
71,65
84,63
82,86
74,74
81,73
86,82
91,93
80,69
80,77
88,87
76,71
80,80
76,57
84,85
66,65
75,80
63,58
78,71
83,74
85,90
69,74
69,77
50,71
83,63
85,79
80,86
81,77
82,74
82,74
70,50
79,86
84,83
89,88
78,70
83,81
76,77
67,68
87,84
77,79
78,76
77,81
80,78
65,71
84,75
66,67
87,70
73,64
81,63
83,85
61,80
68,73
50,65
68,81
86,87
86,85
78,81
81,77
83,88
85,76
80,86
60,43
60,32
74,68
74,82
83,91
75,69
69,57
76,65
61,54
83,72
80,72
80,82
76,69
75,80
81,75
76,74
72,68
84,60
57,54
72,69
64,65
80,79
87,91
66,73
70,55
70,53
66,35
66,69
67,81
81,81
63,76
64,68
69,58
75,80
80,64
69,65
75,79
63,65
68,72
69,71
81,72
83,87
81,85
83,77
87,73
69,53
66,65
84,86
61,64
82,87
78,75
83,88
74,77
51,69
82,92
81,86
68,85
79,84
82,83
69,79
75,87
75,78
77,83
83,87
75,73
69,65
70,67
79,61
88,84
78,66
83,67
73,68
59,70
78,76
60,58
65,59
77,62
80,81
75,62
65,66
73,66
84,71
82,89
78,90
81,86
82,84
74,83
95,90
64,70
88,79
80,77
69,82
74,76
85,88
75,85
74,77
68,57
80,71
92,92
72,51
83,54
67,68
66,75
63,58
91,86
88,86
86,83
66,82
76,53
63,52
68,70
87,87
67,60
74,73
72,87
88,88
70,76
85,86
65,57
71,73
74,83
76,63
76,84
74,82
70,70
73,89
82,80
89,83
72,81
79,80
56,62
74,50
82,87
65,69
66,44
66,76
83,80
85,83
76,80
75,70
69,58
78,72
73,77
93,87
87,85
72,63
80,79
90,79
72,78
82,85
73,73
79,71
72,71
70,78
65,53
75,77
80,91
75,82
76,74
78,56
62,69
91,87
86,76
77,70
73,72
79,81
71,80
79,64
81,84
72,69
64,73
78,68
84,84
70,50
73,65
68,42
68,45
68,85
73,46
90,80
77,87
78,78
61,71
84,66
71,77
70,46
77,81
77,69
80,65
89,66
62,70
83,88
71,75
73,68
76,84
67,71
86,80
79,54
85,51
77,78
84,75
74,70
70,70
84,82
71,59
83,77
70,68
75,79
