CS240,CS452
84,71
82,86
61,79
92,86
70,94
82,86
87,91
85,81
68,80
79,89
70,80
79,88
76,83
70,88
71,90
89,74
65,81
75,76
70,77
74,85
62,76
60,86
76,71
88,89
78,83
92,91
91,97
62,89
70,76
46,73
61,73
73,94
81,93
72,79
46,81
68,81
77,80
70,82
60,83
75,89
67,82
79,84
86,73
70,86
73,88
81,91
87,95
82,96
98,77
66,82
76,82
77,54
70,92
52,53
73,85
89,85
78,83
85,93
61,73
70,89
90,78
68,84
73,93
69,83
71,86
87,88
82,88
90,94
70,67
86,77
89,98
75,86
84,57
76,76
59,87
81,90
57,81
73,97
83,87
84,93
72,84
72,73
79,87
71,80
80,64
85,92
77,87
83,80
71,86
97,85
75,81
83,80
79,70
54,86
89,80
34,83
73,83
89,90
75,82
71,73
63,85
65,80
82,90
85,87
77,87
77,82
88,74
84,85
81,79
71,82
84,86
85,66
71,73
69,85
93,96
70,82
67,90
68,85
50,62
86,82
76,45
72,84
77,72
71,62
85,85
84,81
56,54
73,62
67,64
95,90
78,77
75,80
73,61
82,79
67,91
70,94
53,72
60,68
67,85
58,72
77,73
72,69
66,78
91,74
69,71
69,81
94,86
67,80
69,77
63,96
80,76
58,29
56,73
79,70
76,92
69,76
76,50
79,79
73,73
77,71
82,76
64,85
96,94
84,85
61,87
74,82
73,79
65,62
81,80
79,86
79,72
80,70
75,86
84,90
82,91
64,64
86,86
95,73
100,95
60,71
78,81
70,85
90,90
57,79
73,85
72,84
65,75
77,77
66,81
81,90
78,80
68,80
79,74
72,86
93,86
72,14
79,66
64,85
57,88
70,89
72,83
71,93
98,96
56,44
62,70
77,79
62,69
79,93
64,80
85,82
75,80
65,69
82,80
83,87
80,90
94,77
80,89
78,83
99,98
50,68
85,75
91,94
76,90
73,88
77,72
87,84
66,80
67,62
62,85
77,83
76,65
83,81
74,85
91,86
61,57
81,86
81,85
82,87
70,79
99,89
74,77
75,83
62,61
100,98
75,88
78,95
55,53
78,76
62,89
69,74
73,85
67,85
66,81
66,69
80,77
82,79
73,93
60,66
80,91
75,83
84,88
75,83
69,61
79,87
72,76
70,81
69,75
75,83
75,86
68,78
82,89
71,93
