CS240,CS448
84,82
82,87
79,71
76,34
76,64
73,50
71,71
74,73
53,82
92,88
90,85
50,71
71,68
62,64
67,71
82,90
76,50
51,88
74,77
63,64
67,84
85,79
73,71
56,70
76,60
77,88
67,78
72,65
76,78
67,75
76,74
74,86
64,88
70,61
53,62
79,80
70,68
67,78
63,73
69,70
71,81
81,70
76,92
67,78
60,68
67,67
70,64
66,65
56,69
80,75
73,75
68,75
81,69
62,82
60,71
77,92
62,66
77,66
81,73
66,52
75,65
59,74
67,65
87,83
62,64
89,82
66,71
78,67
75,77
67,58
65,65
76,78
69,79
58,73
63,73
61,64
76,60
64,57
73,100
69,88
69,76
64,73
60,70
58,60
59,64
86,90
61,67
75,38
67,72
70,52
88,86
66,79
74,73
79,74
53,57
69,68
88,87
68,67
62,65
71,55
83,87
40,59
62,59
86,89
89,80
43,57
52,57
71,84
88,94
66,62
70,74
79,79
59,64
80,77
75,79
68,83
68,62
76,71
57,67
65,76
55,57
76,67
50,62
74,80
54,60
62,82
90,78
57,65
72,72
71,61
63,82
73,78
76,84
81,75
66,72
72,80
60,65
79,90
58,42
56,58
75,80
65,69
82,78
59,64
57,50
70,65
76,81
66,68
72,68
84,91
68,78
73,66
77,71
68,77
82,83
75,89
65,54
69,52
55,53
67,76
67,81
74,77
63,82
46,69
68,69
46,63
80,63
61,70
79,64
50,62
50,62
91,91
77,91
65,81
54,56
66,74
75,69
75,82
59,65
72,83
81,78
67,71
78,84
66,82
75,67
79,70
75,79
79,74
69,62
67,75
66,64
66,79
60,75
85,78
64,67
75,86
76,67
70,79
64,85
63,71
65,63
62,81
68,51
67,86
68,74
70,64
72,82
61,60
52,67
91,24
79,78
51,70
81,67
70,91
97,96
64,71
67,74
66,64
73,89
65,74
59,60
52,65
45,69
63,69
76,51
76,79
76,82
61,58
62,68
75,77
78,70
75,50
67,79
79,73
90,76
72,72
81,58
76,86
80,77
80,87
62,70
75,70
73,86
66,68
69,52
66,57
67,80
81,75
88,95
64,59
59,85
64,64
75,50
83,80
66,73
70,64
74,71
83,79
78,88
75,92
61,69
57,46
57,54
45,55
68,55
65,61
83,86
80,85
76,69
77,83
64,82
81,84
55,73
50,50
65,68
50,57
69,64
55,63
53,73
54,53
63,69
80,76
75,67
69,67
61,77
62,68
75,85
77,72
78,74
78,71
86,85
96,90
89,82
77,83
64,77
59,76
75,63
84,71
82,78
69,38
69,66
60,80
79,82
75,62
79,77
60,87
72,67
93,66
65,68
72,74
65,83
75,60
80,74
52,68
69,79
62,77
79,73
77,78
57,73
57,80
75,76
72,73
68,67
93,81
69,79
87,81
85,90
72,81
57,52
73,66
65,73
83,88
59,59
76,84
64,71
73,72
67,50
69,71
79,79
70,65
69,63
89,94
72,69
88,86
82,84
80,78
83,94
80,86
80,82
83,68
67,59
71,78
63,69
72,74
66,74
86,86
69,67
83,88
41,62
75,62
54,71
69,69
66,71
91,94
34,59
73,59
52,57
69,72
65,76
80,99
55,65
73,86
71,83
76,68
63,76
73,71
64,64
77,76
79,86
55,66
66,71
68,76
73,81
75,84
81,79
73,73
77,73
87,85
76,85
56,73
66,74
57,62
69,70
75,65
80,69
72,77
54,73
83,77
84,86
64,74
61,79
90,95
67,79
85,55
60,62
77,69
53,76
68,85
71,68
65,69
46,67
65,67
52,58
86,86
75,76
69,83
62,68
87,88
77,79
70,67
67,67
56,63
76,72
82,79
63,46
68,68
77,86
50,60
84,67
74,75
61,75
93,87
84,90
75,81
72,67
56,80
54,60
71,77
56,72
68,68
77,63
71,71
50,61
75,69
63,78
67,86
80,78
61,66
51,66
68,97
58,80
61,58
66,67
76,56
66,76
72,53
71,57
72,78
57,56
71,80
72,68
61,89
67,76
82,85
76,85
73,74
67,83
70,70
72,77
69,77
56,59
70,83
89,82
74,54
51,75
80,79
71,68
71,79
78,78
75,73
65,50
62,67
63,61
79,85
80,77
65,68
67,51
57,66
67,88
69,72
67,75
71,64
72,74
82,99
56,61
67,81
77,77
58,65
76,77
64,73
70,85
73,70
93,92
72,74
67,75
52,61
76,86
78,82
79,99
61,82
78,75
67,76
76,70
72,56
71,73
79,86
73,74
71,62
74,79
67,67
50,46
76,84
77,81
96,91
83,68
69,83
91,75
69,74
66,42
67,65
63,86
63,58
68,65
70,73
84,74
58,42
69,73
67,85
94,95
75,81
77,67
70,79
76,74
71,58
60,58
69,72
82,93
77,85
68,81
54,58
61,74
86,86
57,76
87,89
77,92
75,68
61,57
88,91
81,87
80,90
73,78
68,86
72,85
68,69
81,81
78,81
74,65
78,66
70,86
87,86
60,74
66,68
58,68
87,89
69,77
66,67
64,72
68,68
71,54
76,38
87,86
60,75
61,75
68,69
56,63
75,81
81,70
72,82
71,57
82,76
78,73
78,64
86,83
71,80
69,64
77,83
72,80
70,89
68,68
69,67
76,50
72,72
78,74
82,75
77,91
84,83
62,73
87,84
76,71
64,74
73,69
86,86
82,89
80,70
92,93
53,85
68,74
88,89
77,73
64,80
69,54
72,70
77,82
70,82
52,55
52,67
73,80
61,67
73,71
64,60
84,70
83,72
67,80
50,54
55,61
68,59
72,82
69,85
65,63
70,72
69,81
75,78
57,57
73,72
86,82
78,55
74,78
57,82
87,78
60,64
73,70
74,63
92,83
57,71
77,75
63,80
87,62
72,69
75,72
86,86
56,60
57,59
76,82
62,76
70,76
64,66
85,73
71,82
78,74
67,68
86,72
81,88
78,88
92,86
74,77
62,67
69,82
83,76
56,50
67,86
85,75
73,88
92,86
71,77
80,67
76,80
68,75
76,73
83,85
72,59
62,60
74,92
65,77
57,79
64,75
81,83
74,75
52,65
67,69
72,86
73,83
57,74
62,62
73,81
62,76
76,59
67,77
77,100
91,95
76,76
82,94
67,73
66,79
74,70
46,68
72,68
77,81
85,64
80,59
80,75
66,78
85,86
81,80
67,82
88,91
73,77
73,73
89,85
79,83
65,40
57,62
77,85
71,63
86,94
82,78
78,84
69,66
84,64
61,71
67,43
66,45
83,76
62,66
70,69
64,74
75,83
81,78
57,64
73,77
59,77
81,90
72,91
68,81
76,91
74,72
89,89
79,83
64,55
50,50
57,74
66,75
73,54
81,67
69,73
61,66
75,68
59,73
43,61
62,61
72,82
69,76
68,65
64,62
64,69
66,68
82,74
82,89
79,89
69,79
87,81
81,77
66,63
75,56
72,77
75,75
77,70
76,84
57,59
59,63
63,59
60,72
66,59
69,61
63,60
76,75
63,78
59,60
84,70
58,80
64,55
76,78
75,86
62,85
77,79
76,82
60,67
83,68
65,57
86,69
66,61
85,75
62,71
84,91
84,97
69,72
75,79
67,65
65,72
62,90
72,59
82,77
72,61
53,75
63,68
76,77
59,75
81,70
57,67
79,68
76,77
60,65
41,57
71,57
53,75
59,73
62,68
63,77
76,84
74,62
76,80
78,82
62,80
62,72
70,74
55,76
72,78
80,73
71,62
63,77
83,79
89,84
79,93
78,66
65,68
72,77
66,88
53,57
69,79
66,70
50,68
68,57
59,58
84,67
88,90
67,81
81,86
63,66
67,73
70,76
80,92
89,100
76,71
75,82
66,78
62,67
64,73
73,86
83,88
69,67
79,78
67,66
81,72
63,45
63,79
80,65
74,84
68,84
72,79
70,72
73,82
67,76
65,42
70,73
57,69
76,58
70,50
62,73
63,81
66,71
56,78
67,74
61,80
65,65
68,67
62,52
53,64
73,61
80,63
62,67
70,70
58,45
58,68
75,82
68,80
60,60
81,78
88,71
76,80
77,70
67,78
58,71
64,63
79,82
79,90
82,88
83,88
69,58
74,80
64,55
75,57
52,95
71,74
85,76
66,68
78,76
71,68
53,50
65,60
68,60
69,68
75,81
81,71
78,78
61,71
72,75
81,70
82,88
66,72
66,61
73,78
69,65
64,62
74,73
62,67
75,79
61,73
81,87
61,50
70,68
80,82
81,82
66,66
67,69
59,63
73,73
71,88
52,54
80,85
60,67
71,81
43,78
69,78
93,100
62,71
78,90
66,52
69,61
54,70
74,83
72,81
78,78
78,76
71,66
72,71
83,61
60,64
88,100
75,74
62,76
69,61
81,73
73,67
66,61
67,85
51,60
63,76
63,62
71,53
83,80
65,86
63,54
82,83
76,77
73,78
68,76
67,75
58,92
84,76
56,67
80,88
64,77
88,95
61,82
70,62
61,82
79,83
76,88
66,70
81,94
72,80
83,84
73,74
77,69
66,55
57,72
52,75
81,83
77,74
84,84
77,78
61,57
61,68
64,81
92,90
76,76
67,71
44,80
69,80
78,79
94,90
77,80
58,82
73,82
77,71
60,69
64,75
90,79
69,90
73,74
72,79
87,86
80,71
68,75
58,56
74,78
75,77
72,87
55,60
65,80
66,74
62,66
69,77
70,87
78,78
74,74
59,74
66,75
66,89
78,94
68,69
66,86
88,87
60,73
72,58
68,86
67,75
70,82
50,77
69,70
95,82
78,83
73,45
73,67
64,69
74,70
73,56
73,57
67,58
84,85
83,68
78,68
66,78
69,76
76,70
71,68
61,74
84,85
87,81
78,86
63,68
75,84
68,52
78,96
80,85
80,83
79,69
65,80
73,70
72,61
77,67
66,68
61,64
82,68
62,65
61,46
61,69
82,66
70,66
