grade1,grade2
65,61
96,73
77,73
92,77
78,82
90,69
67,72
86,51
84,75
81,54
80,70
92,69
85,74
76,62
82,72
64,78
93,82
99,85
88,83
84,80
87,70
90,71
91,77
85,43
85,65
92,90
82,50
82,66
92,73
98,85
86,40
86,68
73,34
73,42
81,74
84,83
66,61
93,81
84,52
70,60
91,76
66,50
93,81
77,46
77,68
77,46
77,73
87,69
94,86
81,82
84,80
85,78
55,60
89,74
74,81
79,80
92,79
80,66
86,65
92,87
72,74
71,71
66,73
95,88
82,66
76,67
81,59
96,82
45,73
46,50
74,50
63,60
89,84
84,70
90,82
59,67
85,83
83,73
85,61
60,80
89,79
85,51
89,78
73,70
74,68
89,50
88,79
83,71
82,62
89,81
88,70
74,54
93,80
65,58
64,72
97,83
84,82
92,73
73,60
93,80
78,76
77,73
84,68
50,80
70,80
91,70
59,62
88,72
84,60
95,86
57,69
50,69
69,65
84,81
83,86
91,56
83,73
62,80
82,59
72,67
79,71
71,57
46,50
46,68
87,50
87,68
66,62
88,81
25,76
82,76
62,60
83,72
58,72
71,74
92,66
89,50
77,73
82,81
79,65
61,79
83,79
88,83
80,68
80,72
46,63
66,53
50,66
75,50
94,76
97,66
93,76
84,78
87,81
90,80
86,70
74,66
62,72
97,87
94,66
85,66
61,52
91,50
90,70
89,81
90,58
82,86
88,88
83,60
85,95
97,80
46,69
84,78
91,85
68,63
64,73
75,56
87,83
64,77
75,54
82,75
90,77
88,84
88,80
87,74
89,78
76,66
90,88
69,90
86,81
89,77
79,68
90,68
87,86
64,76
85,75
41,71
91,67
83,78
89,83
37,63
45,63
72,63
90,69
89,78
67,46
67,54
34,66
89,73
81,68
82,60
86,52
86,76
84,80
75,72
91,90
85,69
85,69
83,75
99,92
79,72
88,74
41,76
85,70
84,82
57,59
91,81
89,63
76,55
89,77
81,75
81,63
86,76
94,77
94,84
82,63
84,59
92,75
84,82
70,58
88,57
80,77
75,60
63,61
81,71
98,100
78,51
91,85
93,83
91,71
50,54
77,68
91,80
100,83
59,70
90,76
85,53
82,66
78,77
95,85
80,73
29,68
99,77
70,60
85,77
98,83
96,82
87,72
84,76
88,91
60,65
90,71
71,70
95,78
73,71
100,91
96,93
97,50
86,76
91,80
95,82
90,85
69,66
42,59
28,64
44,64
85,63
93,77
70,65
85,46
85,63
65,72
35,51
86,81
97,88
89,94
56,76
89,82
71,62
51,53
88,66
80,79
85,73
91,79
85,73
96,92
90,65
46,60
83,60
90,73
96,85
77,53
83,85
69,46
69,62
87,76
59,45
59,77
80,60
82,69
70,68
79,68
70,67
82,79
72,85
95,91
57,69
77,76
73,78
73,57
75,44
75,80
79,70
57,66
83,76
64,75
80,64
59,70
95,80
86,81
87,73
86,72
86,72
89,81
90,77
74,66
63,75
85,60
39,66
65,72
85,69
32,58
63,58
90,74
55,46
55,62
73,62
83,80
82,64
84,38
84,67
85,81
79,67
99,79
81,62
63,84
88,66
88,77
85,77
87,78
100,80
35,65
71,76
76,63
83,57
74,86
75,69
95,83
50,63
62,54
73,65
60,51
60,71
90,78
64,59
76,75
92,85
90,82
90,80
74,63
85,81
81,64
89,74
80,70
29,75
85,55
83,76
75,70
80,62
92,83
95,83
95,80
86,68
70,73
91,83
76,64
53,67
82,72
87,83
91,65
69,75
91,75
70,80
81,78
83,83
72,60
87,81
71,72
83,72
70,78
75,69
92,56
80,89
91,65
77,67
81,80
88,67
75,35
75,39
75,63
45,77
87,73
86,79
81,79
86,77
69,71
85,53
95,88
87,83
39,69
84,83
88,80
78,53
87,65
79,58
80,63
87,72
88,72
82,74
53,72
85,76
95,76
81,73
66,61
62,65
66,73
99,92
87,72
90,69
69,60
64,50
94,74
85,60
78,62
92,69
92,86
84,72
71,61
71,65
78,59
66,51
86,79
68,50
74,64
76,67
53,71
37,68
66,68
46,71
54,50
81,77
64,65
72,67
72,61
88,71
92,86
61,64
70,72
81,67
70,68
93,82
58,58
72,72
95,72
72,70
76,72
92,80
63,64
86,69
95,87
90,77
83,71
63,71
84,74
92,77
59,71
91,79
75,76
80,81
71,75
79,59
85,80
59,64
94,83
96,51
89,70
92,63
90,83
93,78
69,72
66,46
66,63
81,71
68,75
78,74
86,77
79,63
30,93
85,85
89,70
94,77
71,54
63,60
90,63
86,73
84,78
67,60
88,60
84,71
90,78
41,54
87,83
83,66
64,77
59,56
86,69
89,83
75,65
95,74
72,79
73,59
90,51
66,62
88,80
84,74
76,64
65,50
79,77
65,78
91,70
83,72
68,56
58,46
58,64
81,74
62,71
84,61
90,89
58,56
91,68
93,78
97,90
88,67
75,71
82,81
75,65
80,67
84,76
67,72
92,65
80,79
77,66
80,71
64,84
93,86
92,75
68,83
91,83
75,81
46,68
67,59
85,64
83,75
78,81
92,69
61,57
79,60
63,73
64,71
97,69
82,84
74,56
88,84
90,78
68,58
94,79
73,70
61,68
82,70
82,77
84,76
89,73
86,66
72,76
80,80
46,76
88,64
98,90
63,66
73,63
92,63
66,74
96,82
92,82
86,71
82,86
90,74
88,90
75,58
88,89
97,91
77,60
70,63
89,77
79,71
70,80
89,71
79,70
71,65
68,57
62,50
84,67
82,68
75,73
72,71
77,78
87,73
93,70
81,69
100,93
87,69
92,73
86,76
82,55
85,62
85,77
88,75
94,62
66,72
70,59
