,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
10,800073,489,41,80,343,43,70
30,163852,489,29,87,343,41,56
43,437764,489,41,83,343,43,82
50,311218,489,43,72,343,51,78
59,713858,489,41,79,343,51,79
61,715465,489,29,98,343,41,89
76,860920,489,33,71,343,43,55
84,737440,489,31,84,343,43,52
91,478616,489,29,76,343,41,81
92,478616,489,29,86,343,41,81
94,478705,489,11,71,343,13,73
97,483239,489,31,63,343,33,54
101,881437,489,43,28,343,51,73
105,883885,489,41,74,343,43,69
108,491648,489,21,87,343,33,67
110,886834,489,31,75,343,51,67
117,633975,489,31,82,343,43,71
125,124550,489,41,80,343,43,79
