grade1,grade2
77,60
78,50
92,94
79,76
76,81
62,55
91,78
86,58
82,82
92,90
86,74
22,73
50,73
78,90
79,89
85,65
79,60
92,67
77,89
98,93
73,87
68,68
73,70
87,67
93,75
62,66
84,61
69,67
74,71
76,88
90,76
88,76
97,95
88,93
66,57
95,75
36,50
52,50
71,99
74,46
74,84
92,92
84,58
90,99
76,70
91,63
91,92
71,55
89,66
90,75
36,66
77,66
77,65
76,60
87,65
96,81
15,63
72,63
70,100
100,82
85,75
87,63
38,98
74,98
84,73
82,63
88,79
95,90
94,89
84,55
93,93
62,34
62,79
82,89
89,98
77,76
80,66
84,79
64,82
80,90
64,87
91,76
86,92
93,67
91,73
83,85
66,54
97,79
87,52
69,77
94,75
89,51
65,80
87,73
93,93
67,30
67,87
86,55
53,89
94,80
67,64
91,75
74,81
