CS134,CS454
39,67
50,67
80,69
82,87
72,77
87,38
69,66
65,62
82,82
66,59
87,79
76,54
71,65
78,74
62,40
62,59
75,89
80,91
82,82
78,63
94,84
81,80
83,68
77,81
74,58
80,89
73,77
72,91
86,75
65,66
74,61
78,79
81,77
86,94
85,85
67,84
58,58
76,40
76,65
66,84
78,79
68,73
78,81
73,92
81,79
58,89
77,72
73,68
75,70
70,68
80,78
76,85
90,65
87,84
83,65
80,74
79,79
89,89
84,74
73,77
75,75
81,50
68,64
76,90
67,80
79,70
76,77
84,86
79,80
79,76
88,84
75,67
63,66
93,90
85,76
90,65
73,67
64,90
78,86
79,87
82,88
79,65
95,67
88,87
79,63
77,58
84,64
82,78
67,82
81,75
85,67
77,58
60,56
84,76
91,70
81,53
63,78
76,74
78,73
67,78
90,77
90,81
73,77
70,73
57,70
73,76
60,73
71,68
78,63
77,77
78,64
69,77
93,89
65,63
75,86
74,67
84,69
66,63
63,70
64,74
81,73
76,75
75,79
61,77
80,74
79,87
73,66
63,88
65,80
77,65
66,62
79,61
67,75
64,75
84,88
82,80
84,70
91,69
94,91
78,58
76,51
80,61
76,72
90,66
68,74
66,75
81,86
84,81
68,57
84,66
81,86
58,78
69,72
81,86
79,64
64,59
72,78
86,46
88,84
85,75
83,77
95,87
91,63
72,69
50,39
82,39
71,74
77,68
95,75
69,62
72,65
87,83
24,80
71,80
82,84
68,89
82,87
80,64
86,67
76,72
69,85
72,85
75,65
59,70
79,77
71,72
63,60
75,84
80,87
64,54
66,64
79,68
58,82
81,88
80,77
81,78
79,68
73,67
82,75
87,75
91,90
93,52
80,74
91,50
76,72
68,65
86,83
70,85
80,85
70,82
65,55
73,63
84,87
85,87
71,67
71,68
70,86
80,91
97,87
92,88
69,83
77,70
69,84
84,57
83,84
71,82
75,80
90,89
67,71
78,43
65,74
91,78
57,57
76,81
77,57
92,87
71,64
55,50
79,78
64,72
86,81
94,89
84,81
78,71
57,58
83,75
81,89
79,63
71,60
82,80
76,83
93,85
56,73
81,88
78,63
61,86
72,74
86,79
83,92
60,66
63,59
85,85
78,71
78,87
94,81
61,73
71,61
68,75
80,81
84,94
62,76
58,60
56,72
57,64
82,85
93,86
80,71
70,50
60,82
69,78
88,80
76,65
82,50
73,70
85,84
50,66
70,66
93,85
63,62
74,96
79,81
62,69
74,81
82,50
82,73
87,72
76,67
80,67
68,74
72,76
87,72
78,85
80,91
64,77
65,85
87,85
46,52
64,52
57,69
68,63
79,77
81,74
84,71
81,88
59,78
71,73
79,74
81,58
69,59
78,65
69,71
86,76
80,75
50,66
79,72
71,89
82,94
71,59
74,80
61,75
79,88
74,65
90,86
84,83
88,70
70,80
80,61
60,86
63,65
72,81
78,66
87,84
82,75
83,50
77,78
59,59
83,81
65,51
84,90
75,85
69,73
68,84
72,81
75,73
65,80
62,80
77,85
83,73
66,73
74,66
84,72
96,97
82,73
70,74
70,60
56,68
87,90
74,82
73,60
69,81
72,36
94,59
63,74
58,83
78,80
66,62
76,66
38,64
64,64
59,67
72,71
91,80
62,73
83,80
70,77
57,62
85,66
75,82
82,58
78,58
85,84
76,71
55,78
76,78
79,85
76,66
78,75
75,80
67,82
64,74
70,80
72,73
72,62
82,88
81,76
63,80
67,76
73,69
59,75
61,42
61,88
67,53
67,85
79,85
71,75
64,74
92,66
60,80
68,66
54,69
79,77
84,53
85,81
76,60
80,87
87,83
76,53
62,78
92,77
81,86
81,76
82,88
75,75
72,92
80,81
83,80
59,68
51,58
77,58
60,64
82,77
76,79
77,68
63,69
83,68
65,78
80,76
79,92
88,71
63,85
65,85
86,93
73,68
88,64
79,78
81,69
82,75
58,78
77,76
78,85
89,70
79,79
72,64
84,86
82,78
97,85
81,80
72,84
72,55
57,71
84,83
80,94
69,73
86,88
69,37
65,66
71,82
68,89
82,90
81,74
85,63
67,87
66,68
87,79
86,85
70,74
84,59
90,78
74,68
82,70
82,76
85,76
83,67
80,86
93,85
84,85
76,56
82,76
71,61
73,66
86,91
77,64
73,62
82,65
92,94
81,70
71,79
76,56
66,70
72,54
87,85
71,84
73,59
92,86
78,78
73,52
67,76
61,80
83,87
72,57
71,66
65,68
86,59
74,60
83,86
82,82
75,62
75,82
76,79
93,84
78,61
73,73
51,60
78,74
74,74
78,67
82,79
84,81
75,75
63,65
56,63
50,70
71,70
85,91
71,74
96,88
75,63
73,57
72,79
46,53
76,53
62,67
80,81
63,73
78,83
81,84
90,80
88,77
81,70
72,57
79,55
65,83
68,80
63,75
87,81
84,90
79,74
75,78
62,82
60,50
75,67
73,76
53,74
93,83
85,93
73,50
63,93
76,70
58,50
76,87
78,90
74,60
66,68
61,74
72,87
88,75
78,79
74,63
85,71
69,74
83,72
92,75
72,70
88,85
71,69
82,70
70,52
80,72
65,50
76,86
87,84
81,71
56,69
72,62
84,69
86,76
78,68
83,84
73,54
76,74
80,86
64,58
61,61
64,66
88,64
72,75
73,85
80,75
77,58
86,70
60,77
81,75
66,76
64,75
90,86
75,75
95,83
81,77
60,56
79,56
58,56
57,54
79,85
74,62
82,67
69,60
86,85
66,65
76,90
80,97
64,63
78,61
73,71
76,83
80,70
67,74
70,85
43,71
68,71
57,80
60,66
72,83
83,81
84,60
83,72
59,52
79,74
87,80
74,66
83,76
70,82
87,93
80,71
67,76
84,71
73,71
70,83
86,83
74,78
83,75
78,50
70,71
74,76
74,77
78,65
74,78
55,89
88,78
63,50
66,64
67,50
63,64
82,67
74,86
76,54
74,79
57,66
79,100
86,85
70,70
82,82
65,65
88,55
89,86
88,90
55,73
86,15
87,90
67,73
68,70
77,78
69,85
83,83
73,79
73,63
68,54
83,80
78,60
70,62
62,90
77,68
62,70
76,87
82,82
87,76
81,72
78,77
80,83
96,90
94,71
66,74
77,84
79,57
84,71
61,86
65,87
67,70
61,65
80,76
87,81
84,79
70,34
70,60
72,55
80,67
83,54
92,89
73,86
87,82
70,59
51,83
70,78
81,71
67,51
83,86
87,75
79,81
87,89
78,61
91,88
77,75
96,96
59,92
89,73
78,69
85,94
69,84
72,85
79,67
61,50
77,70
76,68
75,75
76,70
85,72
46,66
68,66
88,81
89,75
94,75
79,55
61,63
84,95
73,59
75,77
96,57
79,71
55,87
66,54
82,72
86,87
94,90
67,65
80,73
83,70
77,77
82,89
71,87
92,84
78,77
78,83
88,59
76,75
67,63
70,67
85,67
85,84
60,86
43,72
74,72
84,84
70,72
92,91
87,72
86,93
79,34
80,78
68,50
76,87
59,71
81,70
59,75
90,88
80,83
82,54
91,77
55,59
79,79
91,66
77,62
78,46
78,80
79,74
75,84
74,65
87,85
83,87
86,78
87,86
59,76
80,90
74,78
75,88
84,93
61,89
72,88
70,77
71,88
69,92
86,75
65,53
