,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,526165,131,1,97,360,21,91
1,265140,131,1,89,360,29,56
2,790931,131,1,76,360,31,80
3,136770,131,1,83,360,43,85
4,530559,131,1,72,360,25,75
5,530835,131,1,76,360,25,61
6,532023,131,1,94,360,19,71
7,272299,131,1,64,360,29,50
8,141393,131,1,45,360,43,88
9,141393,131,7,98,360,43,88
10,535638,131,1,88,360,21,70
11,538243,131,1,93,360,23,85
12,804026,131,1,97,360,23,85
13,674495,131,1,46,360,29,65
14,674495,131,5,50,360,29,65
15,675371,131,1,89,360,19,69
16,544834,131,1,91,360,29,66
17,155674,131,1,92,360,27,93
18,947140,131,1,77,360,33,63
19,554702,131,1,89,360,41,74
20,423722,131,1,88,360,17,63
21,292930,131,1,95,360,33,65
22,818164,131,1,90,360,23,80
23,951816,131,1,73,360,29,73
24,690183,131,1,86,360,17,57
25,691539,131,1,83,360,27,68
26,169231,131,1,85,360,47,68
27,563222,131,1,83,360,41,75
28,827970,131,1,97,360,23,93
29,828202,131,1,78,360,19,62
30,959339,131,1,80,360,23,62
31,173087,131,1,68,360,27,59
32,175111,131,1,90,360,21,66
33,437503,131,1,75,360,25,73
34,568680,131,7,87,360,51,50
35,831219,131,1,80,360,29,57
36,569944,131,1,95,360,19,75
37,964997,131,1,86,360,17,62
38,178609,131,1,93,360,29,69
39,966157,131,5,94,360,21,46
40,442320,131,1,82,360,39,59
41,576550,131,1,93,360,19,85
42,316033,131,1,76,360,21,64
43,185080,131,1,60,360,29,47
44,185080,131,1,60,360,39,57
45,840768,131,1,81,360,19,68
46,842542,131,1,88,360,21,50
47,843737,131,1,81,360,41,54
48,974916,131,1,99,360,25,70
49,451429,131,1,79,360,21,77
50,977405,131,1,85,360,21,68
51,191006,131,7,89,360,37,51
52,848930,131,1,79,360,41,68
53,193702,131,1,87,360,19,71
54,325448,131,1,94,360,23,86
55,194747,131,1,86,360,21,88
56,460210,131,1,72,360,19,60
57,329242,131,1,93,360,21,11
58,199112,131,1,90,360,31,72
59,855333,131,1,95,360,21,54
60,986951,131,1,95,360,25,50
61,990822,131,1,92,360,29,63
62,598805,131,1,87,360,23,54
63,600205,131,1,81,360,21,41
64,469242,131,1,85,360,23,87
65,469473,131,1,96,360,19,90
66,470315,131,1,87,360,47,64
67,603786,131,1,84,360,27,68
68,475199,131,1,89,360,25,69
69,868699,131,1,88,360,21,69
70,347233,131,1,87,360,21,66
71,609843,131,1,96,360,21,64
72,348184,131,1,82,360,31,85
73,742951,131,1,86,360,29,63
74,612889,131,1,94,360,37,69
75,351725,131,1,94,360,31,94
76,483239,131,1,86,360,31,47
77,484317,131,1,93,360,21,71
78,225543,131,1,63,360,31,61
79,619241,131,1,87,360,21,41
80,619241,131,1,87,360,27,77
81,882074,131,1,85,360,31,57
82,883450,131,1,73,360,25,46
83,883450,131,1,73,360,27,71
84,621636,131,1,85,360,21,95
85,754307,131,1,44,360,25,39
86,754307,131,1,44,360,27,71
87,754307,131,5,62,360,25,39
88,754307,131,5,62,360,27,71
89,230295,131,1,91,360,21,87
90,230455,131,1,73,360,17,58
91,100485,131,1,80,360,21,72
92,364752,131,1,70,360,43,79
93,761126,131,1,68,360,23,46
94,368181,131,1,75,360,21,45
95,237627,131,1,93,360,33,62
96,762273,131,1,76,360,23,63
97,631757,131,1,74,360,57,73
98,894171,131,1,91,360,21,63
99,632883,131,1,98,360,31,100
100,767256,131,1,71,360,45,69
101,899194,131,1,36,360,33,63
102,899194,131,3,85,360,33,63
103,244302,131,1,70,360,21,83
104,901942,131,1,86,360,31,73
105,904836,131,1,78,360,29,60
106,775286,131,1,77,360,23,70
107,382748,131,1,64,360,41,72
108,252296,131,1,76,360,25,77
109,645741,131,1,62,360,19,50
110,778643,131,1,43,360,23,55
111,778643,131,3,79,360,23,55
112,126560,131,1,98,360,19,70
113,783260,131,1,63,360,33,59
114,127988,131,1,89,360,29,65
115,390839,131,1,91,360,17,66
