CS241,CS446
85,79
71,69
58,86
93,85
56,86
67,72
90,86
90,90
55,85
63,84
70,99
75,85
70,75
69,94
85,85
62,80
53,79
59,85
76,72
67,69
76,84
67,66
66,81
45,65
61,65
85,86
57,77
81,82
53,74
87,79
56,81
91,89
73,86
96,92
71,82
70,92
42,83
84,83
70,75
69,71
70,95
67,85
85,78
68,63
69,88
76,93
92,98
68,72
81,82
64,73
61,81
78,97
82,86
64,89
83,64
62,74
70,77
51,85
80,88
46,90
75,90
73,63
66,82
78,78
89,68
68,81
77,80
60,75
65,58
75,80
46,72
65,72
71,77
71,78
89,76
83,76
46,81
58,81
79,69
91,84
70,85
61,66
77,51
77,70
59,80
68,90
61,82
40,79
84,79
82,68
76,67
85,89
72,88
70,77
78,70
64,73
83,90
77,81
76,81
83,76
96,90
72,80
76,88
80,85
73,81
70,81
64,85
87,72
65,77
74,82
79,67
75,76
75,84
76,79
86,83
80,83
86,72
60,74
66,77
70,83
59,69
57,75
60,82
66,87
88,84
79,87
71,64
88,92
88,84
68,78
46,82
64,82
81,87
56,80
78,80
71,81
72,88
66,69
80,69
72,77
62,82
90,87
70,82
68,78
78,78
68,58
90,83
88,89
64,83
67,85
54,74
78,89
72,71
79,77
60,72
74,78
76,76
78,79
84,84
78,74
63,88
61,67
81,77
64,90
84,93
63,76
72,76
59,80
74,71
75,93
77,84
76,76
86,87
85,68
72,76
38,80
68,80
71,66
70,88
79,82
70,81
58,87
64,72
53,82
83,76
75,80
64,80
76,60
88,91
76,73
42,81
70,81
77,81
63,85
84,76
69,78
72,67
81,85
61,77
71,62
63,75
75,71
56,72
50,80
77,73
76,77
71,94
75,79
66,78
65,86
72,87
79,72
81,84
78,64
73,89
64,88
50,83
53,71
54,88
70,84
53,76
63,80
60,92
66,79
78,81
62,76
81,83
61,82
75,80
60,92
80,84
70,85
73,75
77,88
84,70
70,83
57,69
67,76
70,70
74,68
65,64
76,78
58,80
50,68
76,85
80,82
79,62
