grade1,grade2
67,50
38,52
88,72
89,88
74,60
76,72
82,66
61,57
94,91
79,77
79,70
70,71
78,71
85,78
84,72
65,57
79,77
82,80
77,72
64,61
80,72
77,74
71,79
65,77
87,93
24,67
63,67
92,78
72,79
65,55
61,58
58,18
72,71
65,72
66,78
72,81
72,52
71,72
59,54
86,80
75,60
75,82
69,60
78,92
75,67
89,87
81,83
77,65
60,60
84,63
54,55
90,74
50,55
64,67
73,77
43,59
87,95
78,71
89,83
81,78
75,84
89,86
80,68
79,75
84,90
60,58
76,62
70,67
29,55
65,54
78,68
72,78
67,56
77,76
79,79
86,80
58,65
83,74
75,81
66,67
94,75
65,70
81,89
72,59
73,70
68,63
59,88
74,71
62,54
77,68
82,75
58,68
78,77
75,73
73,79
76,80
75,50
75,72
87,69
77,79
73,74
71,77
79,80
85,65
84,85
55,64
71,74
77,64
37,47
89,80
68,57
79,85
78,74
62,66
79,76
54,60
59,65
86,92
76,67
80,77
68,69
59,76
62,68
79,63
77,91
57,50
55,67
71,43
78,66
75,91
70,56
89,92
82,76
76,45
80,88
56,59
54,60
90,73
89,82
89,79
50,27
50,66
64,64
64,65
66,69
73,71
70,55
82,74
60,52
72,50
76,74
83,76
34,69
60,69
67,69
72,69
75,61
72,76
75,75
70,55
81,67
54,38
77,80
67,69
84,76
91,84
78,76
80,89
66,88
62,68
77,76
84,67
86,87
93,93
