grade1,grade2
80,65
82,73
75,81
82,84
81,82
77,81
76,45
80,85
73,63
85,75
86,86
78,66
75,63
66,72
68,69
90,75
77,52
73,77
70,80
90,84
92,67
89,86
84,76
80,81
73,60
69,67
81,77
81,61
76,77
93,62
97,80
79,85
66,74
79,80
79,73
81,73
63,68
85,68
78,90
85,73
77,67
79,67
73,70
88,84
84,76
93,91
79,86
81,77
77,66
85,84
69,30
73,69
78,65
89,84
93,92
91,74
79,73
82,87
70,73
60,53
78,66
75,70
50,58
64,77
76,55
77,71
66,64
91,96
94,99
67,68
84,72
81,81
84,87
80,65
73,67
81,68
86,72
85,84
83,84
75,53
95,99
68,65
81,65
93,92
79,66
95,72
72,72
89,86
89,91
72,90
75,77
82,70
86,60
75,70
79,69
75,57
91,85
67,63
79,61
87,88
91,76
93,87
77,82
86,97
94,78
85,80
68,73
84,55
84,92
65,69
73,71
85,77
71,70
77,62
78,69
84,84
81,54
87,70
78,58
91,86
71,83
64,83
94,87
84,84
78,50
71,61
92,67
84,84
75,68
86,71
81,81
87,86
75,69
83,74
76,67
78,66
80,75
79,69
93,88
82,77
82,75
80,37
88,85
89,86
75,73
87,74
57,73
79,66
89,85
94,95
84,68
71,77
56,72
63,59
86,87
94,94
78,50
69,62
86,50
74,70
79,77
90,85
80,86
82,78
59,43
83,86
69,75
58,65
67,45
73,67
67,43
67,61
84,82
70,68
96,84
82,84
74,78
73,55
93,90
64,81
66,58
76,63
83,43
62,77
57,45
90,73
80,80
74,76
76,79
72,78
86,79
84,54
67,87
88,76
71,91
77,86
86,85
67,64
88,82
71,81
64,80
85,76
72,91
84,65
85,78
76,57
64,53
87,86
84,63
96,100
95,84
80,71
78,65
68,80
89,75
87,89
79,70
84,80
72,79
81,62
82,83
80,95
65,66
80,74
73,92
81,84
90,95
87,74
86,75
70,64
84,70
82,91
83,85
69,55
90,97
65,70
74,30
74,30
71,63
86,78
84,84
92,86
81,61
76,72
71,81
57,51
77,81
80,88
71,70
73,53
66,86
65,77
65,76
93,82
85,87
78,72
88,87
78,81
91,60
75,69
82,72
72,76
80,77
81,72
79,81
72,88
94,89
92,73
84,81
74,93
85,93
81,81
72,81
84,82
85,72
86,95
78,81
81,81
66,80
88,40
88,76
78,53
69,61
69,42
69,62
78,51
87,60
69,73
86,87
83,91
78,78
80,87
64,50
81,92
80,78
67,71
95,80
66,90
58,51
82,44
82,57
86,89
80,72
79,82
93,87
90,71
85,90
68,45
58,39
84,64
99,99
87,72
63,66
88,73
64,76
83,89
78,39
78,45
74,64
85,85
72,83
95,80
56,59
83,68
74,74
79,63
57,65
63,83
87,64
84,77
55,72
67,74
77,71
77,56
57,83
76,70
83,91
72,54
85,78
65,67
82,74
87,75
71,76
99,99
81,64
88,68
96,95
61,68
81,85
77,71
88,84
56,87
83,57
70,59
70,93
77,84
94,76
81,76
83,78
91,80
88,84
78,72
69,82
82,73
85,56
72,70
65,60
88,65
74,80
80,64
89,82
73,76
64,64
92,82
93,98
91,84
79,89
76,84
88,84
84,97
62,71
86,83
87,83
68,56
76,73
52,54
88,77
87,86
81,65
74,91
87,85
76,90
82,50
72,86
65,67
70,90
71,81
