,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
62,137521,350,13,65,245,27,81
110,534603,350,23,78,245,43,100
117,403679,350,27,78,245,31,92
150,143989,350,23,45,245,31,66
196,410514,350,21,57,245,27,82
296,418078,350,21,76,245,29,75
304,287896,350,51,83,245,57,93
337,946160,350,27,65,245,31,64
356,292516,350,31,52,245,51,64
390,164726,350,33,45,245,41,64
420,167249,350,23,84,245,37,85
424,822875,350,13,74,245,21,93
443,300369,350,21,61,245,63,74
452,169987,350,33,51,245,51,79
455,170058,350,21,63,245,23,87
497,304800,350,41,71,245,43,61
498,173740,350,49,25,245,59,60
499,173740,350,55,65,245,59,60
570,311218,350,41,75,245,51,81
578,180625,350,21,93,245,43,91
601,577330,350,23,65,245,41,76
604,184336,350,27,78,245,43,72
619,578277,350,27,75,245,33,57
656,187751,350,23,79,245,37,75
665,450211,350,27,60,245,33,50
673,712795,350,27,73,245,33,65
682,713858,350,23,32,245,31,68
690,321069,350,27,60,245,37,70
735,586217,350,21,63,245,29,67
782,853165,350,23,80,245,57,72
810,855932,350,21,83,245,23,90
841,334070,350,23,55,245,37,71
857,991243,350,21,71,245,33,100
906,471336,350,33,65,245,47,58
945,736761,350,27,67,245,33,72
995,611439,350,21,44,245,25,61
1021,482890,350,13,40,245,17,50
1040,223825,350,21,66,245,33,93
1055,618350,350,27,69,245,31,55
1056,618429,350,31,73,245,37,63
1058,487698,350,37,55,245,41,75
1066,881730,350,17,74,245,31,77
1068,881832,350,37,63,245,47,58
1208,763886,350,23,86,245,27,90
1213,501869,350,25,67,245,41,58
1214,239764,350,27,74,245,33,100
1223,764612,350,21,90,245,31,88
1238,765735,350,23,71,245,43,85
1294,116897,350,23,74,245,31,80
1317,773798,350,1,75,245,9,85
1372,646601,350,27,67,245,33,66
1391,910200,350,21,76,245,27,75
1404,518161,350,27,63,245,47,73
1430,651171,350,27,56,245,33,56
1479,917370,350,17,70,245,27,73
1480,393110,350,21,59,245,45,83
