CS348,CS458
45,51
46,51
73,52
99,87
70,45
62,74
89,88
71,63
80,76
55,46
69,68
87,84
64,50
80,79
71,58
75,27
78,76
87,79
50,55
92,83
76,80
50,68
88,88
71,84
82,71
84,92
95,95
76,81
59,76
96,84
73,64
65,77
67,57
62,56
65,59
75,85
74,76
71,86
75,79
66,52
81,72
86,91
76,69
57,52
77,79
80,81
90,87
63,81
58,71
60,60
80,62
73,62
65,66
59,88
80,89
72,75
92,86
92,73
75,69
76,69
73,37
73,62
82,87
85,84
76,80
86,89
81,62
75,59
74,79
88,88
69,74
85,84
85,79
65,66
39,45
39,54
69,64
75,78
69,72
87,64
76,81
63,68
82,88
81,77
72,80
63,76
68,67
93,61
79,81
58,51
74,62
66,72
78,83
76,79
65,76
26,59
