grade1,grade2
61,73
77,90
80,66
72,79
34,79
61,79
81,81
40,81
70,78
53,45
76,80
52,64
75,85
63,75
45,70
57,77
67,84
80,83
60,67
78,79
85,83
66,75
88,87
69,83
70,59
89,84
78,80
86,83
67,78
59,71
63,73
52,83
80,85
61,75
80,78
56,81
66,76
78,92
50,74
74,79
43,76
65,76
63,83
68,78
38,85
80,86
59,71
59,84
80,80
66,83
29,58
61,83
79,84
86,83
78,76
91,90
81,79
56,72
75,85
85,77
67,79
44,69
57,69
62,77
69,82
69,77
63,73
65,79
50,73
65,70
53,65
46,50
56,73
80,82
94,84
75,87
72,76
74,77
39,71
72,76
66,75
73,79
68,76
64,80
61,74
60,73
52,78
68,78
81,81
67,73
85,75
54,81
65,80
64,70
