grade1,grade2
77,76
64,78
82,76
84,82
66,76
84,63
91,76
77,77
55,80
71,72
95,84
85,64
85,77
89,78
74,76
84,79
84,85
91,81
69,80
83,84
82,86
72,67
92,62
79,65
83,86
80,81
61,62
68,79
64,73
88,89
41,67
81,70
85,70
79,63
41,73
86,78
84,82
77,67
91,84
29,80
60,66
69,74
70,86
97,81
71,78
51,73
88,85
85,80
85,83
90,71
46,75
83,75
82,78
79,79
64,81
59,91
74,64
63,83
39,80
32,74
63,74
55,77
73,71
83,77
88,71
35,85
71,82
75,79
62,75
64,81
76,68
85,78
75,78
80,83
70,79
87,79
83,82
70,76
45,78
81,63
87,72
87,86
53,80
62,63
64,74
85,76
92,82
71,80
78,58
68,76
74,83
46,83
64,78
92,82
93,82
63,72
86,74
71,79
89,80
69,79
81,83
89,74
63,69
90,85
84,66
41,70
87,72
64,72
59,85
86,60
73,73
66,65
88,77
83,79
91,75
93,83
88,76
92,86
61,79
82,80
74,70
61,71
46,82
79,75
93,82
87,72
66,69
71,79
70,56
40,75
64,83
92,71
46,80
87,81
66,76
57,82
57,82
77,74
86,74
67,75
90,76
80,73
92,81
91,57
94,76
89,70
60,76
90,82
80,78
84,83
60,74
84,76
79,83
88,80
79,76
