grade1,grade2
43,50
67,50
67,66
62,82
83,94
71,90
53,52
78,72
69,67
46,72
71,72
60,75
76,80
66,68
63,80
80,83
95,88
64,67
67,63
58,43
58,43
50,53
69,58
81,85
60,60
63,64
65,46
100,91
68,87
83,86
74,67
65,50
68,72
96,91
73,66
78,72
61,81
90,84
64,73
75,57
95,87
72,60
88,82
62,55
100,77
50,55
89,91
95,97
65,73
68,79
74,74
71,80
71,77
76,80
75,54
70,73
80,92
63,75
60,70
36,62
57,62
62,79
83,90
67,59
71,71
79,73
62,71
70,74
67,71
63,60
61,78
71,79
75,72
67,80
68,57
66,69
70,77
67,72
58,88
69,80
76,59
50,55
86,83
81,85
74,58
70,83
66,63
79,87
88,72
77,89
70,83
75,73
75,81
76,77
53,62
62,68
60,61
71,72
91,78
66,80
86,75
77,89
50,74
67,60
78,74
61,74
56,57
72,67
71,81
80,79
50,54
95,96
59,59
62,67
79,86
92,71
58,76
50,44
72,71
58,58
57,72
74,70
73,79
83,70
70,77
58,83
83,93
85,71
72,84
78,79
67,78
67,67
58,70
83,83
66,61
73,80
70,75
77,71
92,100
71,84
80,79
87,92
79,82
71,69
44,70
71,70
95,89
66,76
51,75
67,79
100,87
52,62
73,71
96,90
83,81
76,81
83,81
90,88
64,41
64,56
58,64
62,78
87,81
66,63
79,70
73,72
69,63
68,67
89,80
46,78
92,81
65,63
86,89
81,85
77,57
84,78
66,63
57,78
58,83
74,75
56,75
72,84
50,54
73,79
71,64
71,79
91,92
46,55
55,55
68,78
74,77
66,77
87,90
64,62
72,73
40,78
63,78
69,86
58,63
63,66
79,84
67,58
100,98
83,81
71,69
65,67
75,66
65,79
57,18
56,61
72,54
64,89
44,63
70,63
68,71
80,71
64,72
84,80
65,68
82,85
79,87
73,63
62,78
70,79
81,83
81,81
62,70
56,52
65,69
71,72
45,54
62,54
82,80
66,73
78,76
75,60
56,58
72,67
72,88
100,91
61,53
64,82
50,66
46,68
68,68
75,86
95,78
65,69
89,85
91,91
94,89
26,60
38,60
70,60
89,85
52,69
51,60
78,92
78,67
58,82
54,71
91,80
76,75
83,68
77,87
84,92
67,76
80,88
55,66
50,64
83,83
79,80
59,72
58,65
57,65
42,83
53,83
50,60
79,63
30,68
78,68
51,67
87,95
78,82
68,55
58,52
73,84
76,87
96,85
62,76
61,85
95,86
85,80
95,88
50,72
85,88
57,50
70,70
85,83
75,67
82,81
75,76
75,74
63,72
75,80
83,88
89,94
67,78
66,73
55,55
59,62
50,66
80,73
80,82
67,71
63,83
84,83
67,77
52,40
62,79
61,69
79,78
59,78
76,78
76,72
45,67
77,82
58,76
78,69
69,84
78,77
66,61
63,67
52,66
98,89
100,86
87,76
57,50
57,73
67,75
58,77
76,75
77,69
60,88
87,69
71,78
65,57
67,59
88,85
67,65
70,69
72,77
100,97
82,85
59,78
80,90
72,75
60,73
83,86
50,59
99,95
69,82
100,87
72,50
84,84
100,95
77,97
61,59
77,75
61,51
67,50
86,71
71,62
89,87
65,76
59,79
98,83
86,78
50,72
90,86
80,84
56,64
75,68
78,84
82,74
89,86
80,81
57,72
74,75
66,81
56,83
69,81
80,75
70,71
52,60
85,81
88,90
95,94
66,80
62,83
79,90
89,78
100,96
73,85
52,65
77,85
68,87
77,81
57,61
50,65
68,72
74,90
95,91
63,70
71,63
71,67
64,71
68,58
77,86
100,81
57,76
57,44
93,88
87,83
70,83
57,62
62,66
78,67
79,46
66,79
67,64
95,82
75,55
92,94
80,71
55,50
59,54
63,63
98,89
71,51
100,92
59,73
81,77
100,91
53,63
64,67
74,87
57,74
71,68
90,78
58,56
71,70
63,60
58,58
74,76
45,61
71,61
64,67
84,86
59,64
58,81
77,76
54,53
74,71
70,72
81,76
95,88
54,85
76,76
97,89
86,79
51,62
87,80
70,64
73,80
78,65
89,82
51,46
51,56
96,87
79,72
43,67
70,67
8,71
75,71
100,93
67,74
98,88
46,78
73,78
75,67
91,95
65,56
63,59
93,81
68,67
82,73
62,50
72,78
69,75
64,78
87,79
73,85
64,82
62,74
84,73
71,78
74,94
95,89
67,64
64,67
68,64
65,78
68,70
55,89
76,79
56,68
77,76
76,72
72,74
100,79
57,70
88,80
96,87
51,81
50,70
76,77
61,78
55,77
83,85
56,62
77,77
54,80
72,72
78,87
58,59
66,75
87,80
79,75
63,87
90,87
72,71
90,90
99,94
90,87
85,59
51,63
72,84
62,82
68,83
100,88
72,70
53,55
65,55
61,63
61,69
98,86
63,76
52,57
97,99
79,77
72,68
65,74
94,88
88,88
81,71
78,78
93,87
63,79
83,67
63,67
57,54
38,76
65,76
76,82
58,71
80,52
84,90
60,72
61,62
60,78
62,76
75,84
70,63
90,86
70,56
63,79
73,74
65,63
100,94
71,68
62,73
66,71
50,68
75,54
100,96
62,65
86,85
60,62
67,78
77,77
69,65
61,85
87,87
81,92
86,86
65,80
57,69
78,86
63,73
58,71
70,72
97,82
83,93
70,68
61,79
59,87
69,55
64,80
83,80
65,74
58,59
84,77
66,76
60,50
68,88
56,53
50,66
65,69
81,79
81,72
43,59
70,59
57,53
58,66
51,73
92,79
90,82
64,68
58,57
68,62
71,89
85,70
65,64
81,88
75,69
67,86
76,77
50,59
70,74
71,66
53,74
78,80
51,77
86,77
68,85
72,52
65,72
58,67
75,83
63,64
62,50
50,50
75,79
73,81
50,55
74,74
65,61
66,69
72,71
83,82
79,80
100,93
63,62
79,79
82,82
77,64
78,92
64,65
69,77
92,84
86,77
66,80
79,72
77,83
62,59
83,90
94,81
75,80
69,73
91,61
88,90
69,69
80,77
55,70
69,73
86,71
59,79
58,72
66,79
83,58
80,72
77,72
68,83
78,91
70,74
66,81
75,82
72,83
87,97
84,88
70,74
93,90
57,75
72,60
67,67
64,75
54,74
60,72
97,85
52,75
64,65
86,85
51,64
60,74
67,71
70,73
88,82
80,89
57,64
66,80
74,76
33,47
37,47
50,47
62,64
56,66
94,80
74,85
75,79
68,80
56,34
56,69
60,74
80,86
69,76
63,63
74,50
68,75
62,88
94,76
41,54
58,54
81,65
61,67
58,71
99,91
63,57
80,85
67,64
61,78
90,87
51,68
62,80
75,58
88,74
51,64
87,75
62,72
58,68
79,91
59,66
74,86
70,81
69,76
62,79
52,80
85,77
88,88
80,84
90,93
64,73
69,53
83,87
70,76
73,85
93,80
100,87
67,77
98,71
83,94
45,67
63,67
86,89
62,66
59,45
59,78
80,76
77,66
55,73
81,96
78,88
51,68
58,43
58,60
71,81
80,94
75,72
57,78
60,63
55,65
72,84
83,84
93,92
64,79
67,76
93,93
71,67
71,64
75,77
93,88
64,69
60,51
68,76
64,72
100,92
55,80
84,60
71,88
96,95
71,92
66,68
64,67
81,81
83,84
78,79
83,90
80,87
98,83
68,63
53,54
90,44
87,90
79,87
60,68
87,90
76,63
51,63
81,59
73,82
65,78
62,83
60,68
86,76
91,74
71,72
65,88
58,68
55,51
73,61
67,66
81,74
58,70
74,83
83,89
71,70
86,78
68,91
54,59
61,50
50,67
72,77
59,43
83,77
76,58
97,93
67,69
65,82
5,58
32,58
57,58
61,76
70,80
44,60
70,60
70,66
88,89
78,61
88,85
75,70
91,88
83,82
80,75
68,71
73,66
76,77
52,66
78,70
81,83
61,55
69,75
64,72
81,79
73,80
72,74
73,90
88,95
64,79
63,73
80,77
86,81
78,77
62,55
57,62
57,69
81,91
65,72
64,69
68,85
51,50
71,88
56,59
76,80
33,56
50,56
74,86
82,83
79,63
65,88
85,56
59,69
92,84
76,82
63,84
72,73
84,88
72,5
100,92
53,61
72,67
74,87
50,66
69,80
57,68
65,73
75,84
45,51
71,51
69,82
72,70
62,76
65,87
67,71
65,68
57,64
52,52
85,76
52,62
44,45
50,45
85,71
90,89
72,79
66,86
66,77
73,73
78,88
58,59
63,70
59,60
63,67
43,42
63,42
67,60
36,68
72,68
62,63
70,83
86,86
64,71
76,73
100,84
54,61
74,74
63,79
76,95
70,82
86,85
84,78
70,71
88,82
63,85
67,50
74,62
72,81
61,72
44,64
64,64
87,85
60,69
91,82
95,94
72,66
73,74
71,71
91,73
51,62
58,52
66,83
54,58
89,87
70,77
69,79
76,78
46,77
79,77
69,79
84,85
94,86
67,84
71,69
81,93
76,73
78,86
65,66
59,27
59,66
50,32
84,83
59,86
82,83
81,53
61,75
91,92
43,55
61,55
66,79
70,72
69,81
67,71
