,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
1,136858,343,23,95,462,31,88
2,139773,343,31,79,462,41,97
3,271379,343,33,75,462,41,72
4,273575,343,31,77,462,41,85
6,932347,343,23,58,462,31,76
7,545362,343,21,76,462,29,73
8,680809,343,21,88,462,31,100
10,818566,343,23,81,462,31,72
11,819070,343,27,51,462,31,62
12,297917,343,33,90,462,41,95
17,437785,343,33,88,462,41,82
18,702855,343,33,89,462,41,71
21,584199,343,31,67,462,41,71
22,453280,343,33,65,462,41,67
23,847754,343,33,86,462,41,88
24,586709,343,33,85,462,41,99
27,195878,343,27,88,462,41,100
29,331919,343,23,64,462,31,93
30,463651,343,33,89,462,41,94
32,599298,343,33,79,462,41,78
33,994897,343,33,76,462,41,77
38,620507,343,33,41,462,41,55
39,620507,343,37,75,462,41,55
43,755336,343,33,86,462,41,71
46,505852,343,31,77,462,41,58
47,376844,343,33,88,462,41,100
48,115779,343,43,88,462,51,65
