,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,263554,246,21,70,497,41,95
1,266931,246,11,92,497,41,89
2,923384,246,17,85,497,33,90
3,661514,246,15,88,497,21,97
4,271472,246,13,70,497,43,93
5,407379,246,33,83,497,41,88
6,153736,246,17,79,497,43,90
7,684720,246,17,56,497,31,65
8,293511,246,27,77,497,43,95
9,430084,246,21,80,497,41,85
10,168125,246,13,81,497,23,90
11,299531,246,21,90,497,43,98
12,171363,246,11,96,497,33,95
13,305970,246,17,80,497,43,94
14,568698,246,11,79,497,39,76
15,831534,246,21,91,497,33,90
16,835703,246,15,89,497,21,94
17,836084,246,3,76,497,11,93
18,836955,246,27,81,497,41,88
19,576188,246,11,83,497,31,77
20,709876,246,11,96,497,33,91
21,448579,246,13,86,497,33,90
22,449201,246,13,82,497,43,90
23,580819,246,17,70,497,41,91
24,847754,246,21,79,497,43,97
25,460185,246,31,82,497,41,93
26,198444,246,13,90,497,33,94
27,332385,246,21,65,497,41,85
28,463624,246,21,75,497,43,90
29,335262,246,21,73,497,43,92
30,478705,246,3,84,497,13,90
31,220720,246,13,90,497,33,94
32,614383,246,17,83,497,31,90
33,879301,246,13,82,497,41,68
34,489068,246,21,83,497,33,90
35,229325,246,21,74,497,41,89
36,104016,246,11,100,497,33,100
37,760680,246,11,73,497,31,70
38,504135,246,13,75,497,31,84
39,636160,246,21,73,497,33,90
40,768803,246,17,66,497,31,83
41,653133,246,21,85,497,53,90
