CS133,CS492
66,93
66,86
92,95
85,66
69,84
83,87
71,81
80,87
94,84
86,86
61,83
88,83
85,87
64,80
88,99
89,90
85,76
91,81
76,84
86,80
77,69
29,81
70,25
85,84
42,78
28,75
44,75
71,86
51,84
80,99
83,84
73,87
85,81
32,97
63,97
83,91
71,90
60,70
64,93
74,88
87,82
87,100
83,86
70,82
91,84
87,78
87,87
53,88
92,90
68,73
74,82
64,83
93,90
92,66
59,97
80,68
79,73
69,67
81,95
68,88
63,83
41,93
73,81
91,59
92,84
92,88
68,96
97,84
74,83
61,80
89,91
79,96
71,97
70,51
40,91
64,84
66,87
82,83
72,94
78,89
86,98
79,89
