CS251,CS448
84,82
77,71
74,34
74,64
84,50
73,71
74,73
67,82
87,88
96,85
77,64
67,71
92,90
52,50
69,88
92,77
63,64
77,84
74,71
67,70
67,60
81,88
76,78
78,65
78,78
67,75
84,74
87,86
68,88
46,62
67,62
78,68
59,78
82,73
72,70
78,70
84,92
65,78
46,67
73,67
74,64
85,65
54,69
72,75
86,75
62,69
76,82
66,71
79,92
73,66
67,66
81,73
60,52
80,65
62,74
77,65
88,83
57,64
85,82
74,71
81,67
55,58
52,65
88,78
72,79
81,73
66,73
78,60
80,100
73,88
76,76
73,73
81,70
69,60
69,64
92,90
58,67
82,38
81,52
83,86
77,79
83,73
76,74
54,57
88,68
91,87
72,67
66,65
73,59
92,89
93,80
58,57
79,84
71,62
85,74
84,79
79,64
90,77
77,79
80,83
77,67
69,76
63,57
78,67
60,62
78,80
61,60
68,82
72,65
69,72
82,84
86,75
65,72
85,80
76,90
67,42
62,58
73,80
70,69
85,78
88,64
90,50
80,81
80,68
72,68
88,91
84,78
84,66
54,71
64,77
69,89
60,54
54,76
44,52
81,52
55,53
67,76
60,81
73,77
65,82
68,69
70,63
86,70
78,64
55,62
90,91
75,81
71,56
64,74
57,69
90,82
71,65
86,78
64,71
82,84
66,67
76,70
79,79
91,74
76,62
76,75
72,64
56,79
77,75
81,78
86,86
66,67
85,79
73,85
78,71
73,63
84,86
83,64
73,82
60,60
71,67
91,24
71,78
74,70
88,67
95,96
68,71
65,64
75,89
58,74
71,60
60,65
94,69
74,51
84,82
67,58
61,68
66,77
70,50
83,79
67,73
77,76
83,72
88,58
69,86
50,70
80,70
84,86
64,68
76,52
54,57
72,80
69,75
75,95
65,59
70,85
72,64
58,50
78,80
80,73
74,64
78,71
74,79
81,88
87,92
58,69
56,46
56,54
46,55
68,55
68,61
84,85
72,69
81,83
66,84
69,50
75,68
73,57
75,64
60,63
81,73
83,69
70,76
87,67
71,67
67,68
87,85
55,72
80,74
80,71
73,85
93,90
93,82
61,77
79,76
85,63
58,71
87,78
79,38
79,66
68,80
89,82
78,62
79,77
71,87
87,66
73,74
79,83
79,60
74,74
62,68
64,79
62,77
84,73
84,78
90,80
71,76
88,73
78,67
92,81
82,79
84,81
84,90
92,81
83,52
83,66
82,73
94,88
46,84
79,84
80,71
73,50
64,71
81,65
83,63
77,69
98,86
79,84
58,78
53,94
79,82
44,59
81,59
59,69
78,74
68,74
89,86
86,67
62,62
81,71
71,69
74,71
84,94
76,59
75,57
64,72
79,76
68,65
82,86
74,83
72,68
72,76
70,64
74,76
77,86
77,66
83,71
