grade1,grade2
79,70
63,70
77,72
64,68
100,86
84,87
85,79
71,74
81,81
85,74
70,61
71,87
77,80
81,76
85,76
72,83
81,77
65,73
78,82
46,52
61,65
80,74
74,72
63,72
78,77
84,72
86,80
84,82
88,84
88,66
83,78
84,61
80,82
82,75
78,80
65,68
78,77
79,69
91,98
79,89
81,85
83,65
77,76
74,66
65,80
71,82
74,83
70,71
90,78
76,76
80,70
84,78
83,76
82,71
82,81
87,66
84,82
65,70
83,84
84,73
77,74
76,78
78,77
76,78
87,77
87,88
74,72
81,83
83,72
90,97
72,68
84,74
67,80
88,95
83,72
81,70
74,82
73,92
85,68
78,87
74,83
78,82
92,92
78,92
79,76
87,72
78,73
81,72
83,80
89,74
78,86
84,91
77,84
83,75
75,70
90,76
79,71
73,73
86,89
82,82
80,80
89,85
85,75
85,74
82,86
92,70
77,80
83,76
72,73
39,58
71,70
72,71
68,78
89,91
71,73
89,80
84,73
90,84
72,75
74,85
88,73
85,76
75,66
63,64
82,77
89,79
75,86
81,81
66,72
77,75
77,55
75,84
92,78
76,76
73,75
81,80
63,70
91,80
78,70
65,77
81,67
77,81
87,90
70,76
79,70
95,96
88,76
70,73
81,78
89,77
78,86
84,76
67,72
72,73
76,77
72,80
95,86
77,73
84,78
83,84
85,65
76,68
64,76
71,65
80,83
88,85
93,50
78,71
90,85
82,71
84,84
89,67
84,84
71,66
83,78
67,68
83,80
80,66
92,94
78,72
76,86
79,71
78,80
79,72
81,74
79,65
85,72
76,79
67,69
82,56
79,83
76,69
80,77
77,84
83,81
72,88
83,75
64,67
71,82
67,72
66,67
83,81
74,85
78,60
73,77
84,78
88,75
74,76
80,80
79,65
72,57
93,76
79,68
69,74
84,83
64,76
78,65
64,80
91,90
96,92
98,80
76,51
82,80
81,82
76,80
88,83
71,69
89,81
81,82
89,90
74,79
93,87
84,71
91,91
87,84
77,81
66,74
76,70
70,62
74,65
77,75
86,82
77,84
76,62
87,81
67,67
88,83
81,67
72,76
77,69
