grade1,grade2
73,65
73,73
67,45
70,81
78,84
51,82
75,81
90,94
67,45
87,82
90,80
70,85
86,89
75,63
75,79
73,62
83,82
90,75
80,86
74,66
87,81
65,63
78,72
83,70
84,69
69,77
81,75
80,72
60,52
77,77
71,77
82,80
81,82
86,84
79,85
88,67
63,74
75,86
74,76
81,81
67,77
90,78
80,60
75,67
76,77
79,61
68,56
83,77
87,62
87,80
70,79
88,85
77,74
81,80
70,73
65,45
87,73
66,68
77,68
83,92
84,90
80,73
61,45
68,81
73,64
67,67
73,67
74,70
79,84
77,77
73,76
87,91
70,86
89,77
70,59
89,66
71,74
86,84
68,30
92,70
70,69
79,79
68,71
59,65
74,64
72,70
69,51
79,87
79,82
84,84
83,92
59,87
74,80
80,74
76,73
84,87
87,73
73,53
82,71
85,67
70,66
94,74
82,70
68,58
65,77
67,55
80,71
71,73
72,79
75,66
73,71
66,64
81,96
97,99
74,68
81,72
90,57
81,85
74,87
72,81
87,87
78,65
83,84
68,67
82,71
58,68
79,72
80,84
79,84
72,53
87,99
72,65
70,65
91,92
60,66
77,86
88,72
75,72
80,86
86,91
81,90
64,77
95,70
80,60
86,63
70,88
85,70
72,69
78,57
73,85
56,63
80,80
79,61
75,88
81,72
84,76
82,87
88,82
84,97
74,78
80,80
73,64
74,73
72,76
85,80
77,55
88,92
68,69
79,71
86,77
76,70
75,73
73,62
75,68
64,69
89,84
71,64
72,76
81,77
86,72
89,63
67,54
78,70
73,58
91,86
63,53
78,80
67,83
95,83
75,69
79,73
90,87
79,84
53,50
73,61
75,74
94,67
74,84
72,68
84,71
85,75
65,79
86,93
81,71
84,79
84,81
80,55
91,86
77,69
92,89
74,81
89,79
76,74
51,67
73,66
83,75
71,69
74,74
88,65
75,62
83,88
61,50
80,77
79,75
84,37
70,85
84,86
77,73
85,83
78,74
76,73
83,66
93,85
75,81
88,95
70,65
81,76
78,68
82,77
63,72
72,59
77,87
89,94
82,84
79,72
70,50
91,62
76,50
71,76
70,70
81,77
80,85
82,78
89,86
73,72
91,78
60,43
73,86
53,75
78,70
67,65
81,45
60,67
82,80
68,43
69,61
83,88
87,82
65,68
91,84
82,84
78,78
57,55
85,90
76,81
82,78
56,58
87,91
73,63
83,85
70,43
75,67
88,84
77,77
79,81
61,45
93,78
80,73
88,80
80,76
71,79
72,78
69,79
79,54
72,87
77,83
74,76
73,91
86,82
89,97
69,75
84,86
77,78
86,85
74,64
91,82
77,60
81,81
77,80
74,45
82,74
92,76
71,78
80,91
79,65
83,78
65,57
82,74
51,53
71,53
64,85
80,86
70,57
85,63
75,70
83,81
90,100
74,58
83,45
90,84
71,69
77,56
81,71
75,86
78,67
83,84
82,92
78,65
85,66
83,65
80,80
83,75
83,89
83,70
73,83
78,86
75,80
80,79
88,93
78,86
71,62
79,83
81,95
76,74
77,77
67,59
78,82
50,66
67,74
77,72
62,92
65,84
84,61
92,95
75,74
83,75
83,92
73,64
85,70
85,91
85,74
80,85
76,69
61,55
81,79
86,97
67,70
68,30
68,30
85,85
84,88
84,92
61,63
73,78
68,70
79,84
92,86
79,61
68,72
82,83
73,81
50,51
80,81
83,88
81,70
66,53
62,86
86,61
72,77
76,79
80,78
76,75
84,88
75,76
75,83
83,82
83,80
81,87
83,72
79,26
79,62
89,87
77,81
72,60
72,69
78,67
80,72
80,76
84,59
87,88
70,77
81,72
74,81
66,56
75,69
73,64
79,88
84,89
74,73
79,81
72,93
90,93
85,81
86,71
65,81
81,73
83,60
77,82
83,72
96,72
74,79
83,95
78,81
81,81
72,80
87,40
87,76
77,53
69,76
83,73
85,61
64,42
64,62
73,51
86,60
69,73
83,87
80,78
66,70
74,91
83,78
70,62
77,87
64,50
83,92
74,78
80,71
90,80
81,90
71,51
65,44
65,57
79,89
87,68
86,72
86,82
82,87
83,71
78,67
73,90
82,72
79,67
50,45
56,39
75,66
84,64
100,99
79,72
70,66
75,75
70,20
79,73
79,76
81,89
78,39
78,45
85,86
64,64
78,85
78,78
68,83
90,80
71,59
63,68
75,75
70,74
82,63
73,65
67,83
53,64
73,77
78,88
60,72
71,74
83,93
72,71
88,66
72,54
73,56
73,83
71,70
80,91
69,54
83,70
79,78
74,67
63,69
77,74
72,75
66,76
96,99
67,51
58,64
62,68
90,95
76,80
69,68
82,76
69,85
89,81
68,71
72,76
80,84
83,87
79,68
82,92
65,57
66,63
83,78
81,59
70,93
78,58
79,84
93,76
80,76
86,76
86,78
85,80
79,84
71,72
71,82
70,73
81,56
81,70
90,93
72,69
66,60
72,64
77,65
70,80
91,100
86,68
77,71
69,64
73,64
93,82
80,76
79,75
76,64
87,82
87,98
89,84
88,89
64,84
81,82
79,84
61,69
88,97
84,78
75,71
79,83
80,83
58,56
80,73
84,67
77,85
76,54
72,62
83,77
85,77
71,63
67,69
86,86
81,65
85,50
77,67
85,91
84,79
88,85
84,75
82,90
75,50
76,86
74,67
83,90
81,81
75,75
