grade1,grade2
83,76
74,64
87,93
84,79
76,75
69,88
77,81
74,69
88,84
78,89
69,57
76,83
66,73
75,82
57,56
81,85
85,85
84,87
74,81
65,72
64,54
80,61
82,67
86,95
81,58
79,84
69,55
78,94
63,90
71,58
45,70
84,70
66,70
81,92
68,55
90,92
77,68
69,73
78,75
90,91
70,69
89,90
72,69
73,67
83,83
82,70
93,82
91,94
80,81
83,90
73,81
69,67
54,75
81,50
83,57
65,94
61,53
64,69
90,89
76,73
78,66
91,63
94,88
72,61
79,59
44,63
80,63
84,84
88,70
95,100
74,79
85,96
94,98
80,67
67,76
93,93
99,100
66,57
92,77
78,73
80,59
81,60
72,71
71,57
78,72
78,74
84,82
74,73
79,87
83,85
46,56
68,56
81,88
89,89
58,54
99,65
70,87
87,73
82,66
68,70
79,74
71,90
98,96
93,90
93,92
88,60
92,97
50,82
71,66
78,78
78,69
81,88
78,77
63,65
63,50
86,79
98,98
85,81
84,74
82,87
91,92
89,92
89,96
85,83
71,53
82,78
95,70
84,88
81,75
95,92
81,74
75,94
84,84
80,75
79,71
77,73
93,90
90,89
82,74
83,67
79,74
64,64
87,100
73,71
84,81
76,69
96,87
77,50
90,77
94,98
57,43
64,79
70,80
100,94
82,84
87,84
74,63
84,78
93,92
98,86
77,72
72,71
95,79
83,61
84,68
87,64
92,100
86,77
68,50
91,76
77,77
81,71
70,65
56,70
73,51
79,70
83,69
100,95
76,95
80,91
74,76
83,78
86,82
78,64
90,98
88,79
71,60
92,94
98,74
95,98
85,86
75,86
70,79
74,59
83,87
83,65
82,61
75,64
63,61
65,85
80,66
82,65
77,71
58,71
75,79
46,62
56,62
89,89
78,61
70,85
84,69
75,78
85,68
87,62
89,78
87,57
71,71
66,71
100,100
77,88
87,93
87,81
53,58
64,72
93,72
89,76
84,86
85,72
78,86
59,58
82,61
64,77
98,95
80,69
72,63
58,50
80,77
77,79
87,97
84,58
61,50
77,71
63,60
80,61
84,83
84,74
78,52
96,95
72,54
86,92
77,73
77,85
69,60
85,89
89,89
54,52
77,78
86,81
80,91
89,92
84,67
68,82
62,73
34,51
81,51
77,69
66,81
100,100
63,40
94,90
85,80
67,92
50,73
91,50
90,82
65,88
93,74
69,55
71,61
70,71
90,58
83,75
88,70
85,67
57,52
92,78
62,72
50,50
88,87
87,98
87,99
89,90
69,53
83,67
97,96
76,80
84,95
89,67
81,57
68,71
90,64
73,69
75,76
94,67
87,85
87,85
96,74
46,68
74,68
81,62
85,94
74,56
95,97
94,86
88,76
75,66
96,72
68,63
76,87
88,63
75,58
96,88
93,79
99,91
77,93
84,63
69,66
89,87
80,74
70,80
83,89
71,59
