CS343,CS486
62,72
82,53
45,58
74,60
82,87
76,73
84,77
83,91
85,80
83,77
77,54
78,71
80,73
72,71
80,78
85,88
66,59
75,85
65,83
59,63
65,62
80,75
63,74
70,74
74,67
83,96
81,71
76,78
71,70
60,61
65,80
70,79
74,92
52,62
80,81
52,41
52,56
61,64
83,75
88,77
52,84
70,79
45,61
69,54
82,89
57,68
57,78
67,79
88,83
71,70
59,72
75,80
80,88
88,91
77,82
72,69
87,85
68,60
66,67
85,80
89,87
81,80
72,65
55,83
50,68
88,95
85,87
60,76
84,85
85,86
79,80
82,83
86,88
87,94
50,55
56,66
71,82
67,83
82,69
88,86
54,73
77,75
80,78
79,85
57,78
82,86
51,59
87,95
82,97
63,59
95,83
46,72
79,86
52,74
79,86
77,81
77,60
86,94
70,80
80,90
59,61
69,65
72,72
77,90
52,67
60,71
55,66
68,79
50,56
67,58
86,86
74,72
89,76
89,88
83,89
61,62
70,46
70,56
84,87
79,72
50,67
85,93
82,74
73,88
74,78
78,56
69,59
61,67
92,78
85,75
59,78
79,85
81,94
81,89
54,70
82,72
85,79
74,77
68,62
76,77
61,59
74,71
76,59
38,63
89,88
60,65
64,63
87,86
51,88
63,67
64,52
84,63
71,68
29,71
54,71
71,75
72,54
85,85
50,62
77,77
69,69
67,72
82,79
57,55
80,80
81,88
78,72
50,53
71,79
80,89
82,86
81,59
82,80
83,77
80,69
82,82
85,92
78,77
82,80
82,61
58,65
82,90
83,79
75,83
69,75
57,60
73,75
83,85
77,74
29,74
64,74
75,63
51,67
92,91
75,85
63,64
85,87
61,68
69,58
90,74
54,64
88,91
70,81
66,79
87,88
82,93
64,73
62,45
62,78
57,66
87,94
65,63
74,65
82,76
68,69
81,92
91,95
81,92
75,79
85,90
52,63
55,44
89,90
60,63
69,78
70,76
61,51
91,74
84,89
79,78
45,50
50,50
43,67
76,67
65,77
63,77
65,61
77,71
77,77
50,75
74,81
64,55
84,69
86,91
53,50
46,56
65,69
41,67
75,67
87,93
79,71
64,45
78,60
78,71
80,84
78,78
73,62
62,64
77,85
74,69
90,94
73,85
86,69
64,93
83,86
74,66
70,27
70,66
66,83
70,72
50,64
77,88
66,55
62,74
73,69
68,75
83,85
71,55
75,55
88,76
77,80
65,52
77,70
66,83
55,74
76,66
68,84
64,69
74,85
86,86
86,65
77,84
82,73
75,88
78,87
68,61
50,60
63,85
65,51
68,78
69,53
77,83
66,74
84,82
85,77
53,59
50,69
85,64
79,84
69,76
85,89
76,54
75,76
90,82
86,91
55,56
89,92
77,78
83,86
78,83
86,93
80,84
76,62
