grade1,grade2
86,72
39,43
39,67
50,43
50,67
80,67
87,83
82,62
80,73
72,62
87,53
69,55
80,80
65,46
65,71
75,75
82,76
75,73
66,66
91,100
81,63
77,77
91,99
91,80
87,64
76,58
66,50
71,69
63,69
84,81
78,60
72,75
50,63
62,65
75,91
91,90
90,100
85,83
80,68
82,59
79,64
78,68
94,92
70,74
81,75
83,72
77,80
74,69
80,76
73,78
72,90
86,64
65,54
74,75
85,85
86,79
72,72
85,88
78,78
88,62
93,100
81,50
86,89
85,87
67,81
75,65
78,60
58,68
82,74
76,32
76,64
66,71
95,100
78,71
76,76
68,75
82,70
78,80
73,54
90,77
81,60
85,67
58,63
76,36
76,57
77,62
73,64
81,67
71,52
75,71
70,79
80,62
56,63
76,61
90,77
74,75
87,75
83,68
80,66
79,70
92,87
81,69
50,59
71,58
56,55
76,76
89,86
70,81
80,70
84,66
80,67
73,88
79,77
60,74
75,60
69,75
67,75
81,76
81,53
78,67
78,62
68,60
76,72
67,71
79,39
79,50
79,91
93,86
97,77
79,61
76,50
74,42
74,22
85,98
84,53
81,59
84,96
79,90
66,78
79,80
79,61
71,72
73,79
73,71
88,89
75,80
81,77
63,68
91,95
87,83
67,59
93,79
93,92
85,67
75,58
86,69
90,90
73,50
61,41
72,58
64,73
78,58
85,72
79,78
82,57
88,78
77,79
76,54
75,29
81,83
87,73
64,66
79,70
95,79
45,73
69,73
73,58
88,83
79,85
80,78
77,73
84,67
68,66
82,67
80,77
93,98
79,78
66,40
67,61
81,82
85,69
77,56
85,83
80,66
60,56
76,95
84,73
69,70
91,74
81,42
81,51
80,77
87,92
63,50
73,71
76,80
88,87
77,64
78,44
78,71
67,70
90,86
68,43
68,34
68,52
90,86
89,83
93,96
70,66
95,83
83,76
85,79
80,64
82,66
57,59
91,91
79,87
77,66
64,57
82,72
73,73
70,79
60,73
70,69
64,57
61,33
71,42
71,59
43,55
66,55
78,68
68,89
83,81
77,72
78,67
81,75
69,54
93,92
65,65
68,59
54,65
43,54
64,54
75,79
74,61
84,70
73,62
50,66
63,56
64,85
79,62
64,72
81,58
76,72
75,74
61,56
80,72
79,84
60,50
73,71
72,54
65,66
63,87
65,69
73,54
50,64
76,64
77,72
66,72
91,87
70,40
70,63
59,69
65,58
58,79
79,67
94,100
67,78
64,83
84,80
83,79
79,75
81,59
84,65
91,76
94,97
78,57
73,56
66,72
73,64
80,44
80,70
76,59
61,54
80,68
76,80
81,79
90,79
68,81
68,53
66,65
62,75
81,72
75,78
84,83
89,82
68,79
68,73
84,62
80,70
79,81
81,84
73,50
58,62
69,56
62,65
81,82
79,68
61,43
61,50
64,68
83,69
89,56
79,70
72,52
70,63
79,71
81,72
95,85
86,77
86,86
88,72
98,100
96,84
83,85
85,64
72,80
77,50
83,75
57,43
84,91
75,65
95,100
91,50
80,94
82,68
72,26
72,38
72,70
83,89
75,52
50,65
82,65
68,64
71,52
81,64
93,99
77,51
79,51
95,78
69,51
93,100
72,58
38,62
60,62
87,84
87,54
89,69
89,100
66,65
91,91
24,59
71,59
76,69
72,64
75,74
82,83
68,77
80,72
82,67
63,42
80,80
86,55
69,50
57,50
76,61
69,80
72,79
75,68
59,59
75,70
79,58
89,64
66,57
71,42
71,53
87,74
63,50
75,79
91,30
91,78
67,51
80,87
61,78
64,68
57,56
76,76
78,96
66,62
79,64
86,61
58,73
95,95
87,74
81,85
80,86
78,59
81,74
79,57
85,95
82,67
74,50
60,57
73,42
73,64
82,70
87,85
86,63
91,75
81,72
93,63
77,83
80,56
95,73
86,89
75,74
94,84
89,80
74,74
91,55
73,38
73,50
74,61
72,50
76,80
81,67
68,63
86,84
70,67
71,73
80,52
84,61
70,63
84,84
65,59
72,76
73,76
85,77
71,58
71,78
90,95
72,69
70,78
77,66
75,46
75,50
67,52
80,98
97,100
76,88
79,57
92,93
69,90
77,57
86,67
78,84
69,66
73,76
84,77
83,60
56,61
83,71
71,65
75,67
59,53
75,53
80,64
90,88
67,67
71,64
77,59
100,100
81,60
87,83
53,68
78,50
97,99
65,69
68,50
68,59
73,69
91,100
57,72
76,68
77,67
92,100
85,77
71,61
71,61
81,90
55,67
79,86
82,73
80,78
64,67
95,94
86,71
74,63
97,89
94,98
84,86
78,46
78,69
84,50
78,55
88,90
57,37
57,50
57,58
83,80
78,58
79,54
71,56
82,75
76,55
93,92
81,82
92,89
82,77
84,80
67,57
86,82
56,62
81,74
87,66
64,56
78,28
78,29
84,94
61,72
75,69
72,73
86,80
83,70
60,52
81,74
87,82
63,74
85,72
78,73
72,66
84,62
78,73
92,100
94,97
81,77
61,90
71,68
68,50
85,68
80,74
98,95
84,79
90,78
87,91
62,63
80,51
62,71
70,71
75,64
58,68
86,100
56,57
57,35
57,43
57,55
