grade1,grade2
59,63
90,79
82,76
89,76
60,77
68,88
75,63
87,88
87,67
62,69
40,85
70,85
28,72
78,72
84,93
63,80
68,92
72,79
94,88
68,72
94,95
76,60
66,67
95,96
70,73
70,62
68,68
86,71
59,70
76,72
97,79
77,80
70,85
70,73
95,90
86,83
73,65
90,91
73,75
87,64
62,82
67,66
85,77
88,70
55,67
73,69
64,76
67,70
79,71
77,91
57,83
83,44
85,73
91,83
50,65
70,57
87,79
84,66
74,70
86,97
54,75
80,65
90,91
77,86
64,52
96,81
65,86
87,70
52,69
87,67
80,70
78,71
52,71
82,77
78,78
83,95
80,82
91,90
68,86
91,88
67,60
80,73
70,80
58,74
85,69
69,50
75,65
68,67
43,72
78,82
74,70
58,66
97,98
56,47
77,71
75,66
87,77
73,86
77,79
96,89
90,89
78,76
74,74
54,52
90,56
71,81
60,64
77,88
80,64
69,71
83,70
83,79
63,64
63,76
71,68
70,74
72,61
82,54
80,84
87,75
65,52
55,67
77,79
79,85
46,76
58,76
