,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
1,527861,494,3,83,354,11,86
2,399626,494,9,80,354,21,75
3,401314,494,9,62,354,15,45
4,401314,494,9,62,354,21,72
5,140472,494,11,90,354,21,85
10,817852,494,9,71,354,15,69
13,429401,494,13,66,354,21,65
14,169763,494,9,75,354,15,74
17,311502,494,9,69,354,15,69
18,314806,494,11,66,354,13,69
20,851409,494,9,78,354,11,82
25,733903,494,9,80,354,11,69
29,752744,494,9,85,354,15,91
31,491811,494,13,62,354,17,70
37,244406,494,11,67,354,19,51
39,651468,494,11,72,354,17,70
