CS341,CS450
43,51
67,51
67,82
58,60
60,83
83,87
84,77
78,84
55,90
72,80
58,63
61,82
75,81
66,77
52,79
83,91
92,97
67,100
72,84
71,82
66,78
82,97
95,88
71,80
100,88
66,72
73,70
74,85
54,85
83,80
65,85
45,62
62,62
68,74
52,61
63,62
81,86
75,68
59,73
82,79
75,75
56,72
80,71
52,53
76,84
86,84
78,71
37,87
50,87
52,69
88,70
70,85
78,80
85,78
55,80
80,68
86,70
73,80
70,84
89,83
60,75
70,65
93,97
96,92
67,71
57,78
72,81
50,72
64,75
58,75
75,75
76,77
62,80
50,50
97,81
78,76
69,59
96,94
81,88
37,74
76,74
70,84
95,88
76,78
77,72
85,68
82,84
77,85
79,86
67,58
73,68
88,91
74,80
87,71
80,100
71,92
75,79
90,78
67,81
93,92
84,83
69,75
67,71
69,79
5,50
75,92
80,94
80,59
33,66
66,66
84,87
34,83
76,70
87,88
57,75
58,54
68,77
65,70
84,100
50,85
81,83
44,61
64,61
76,72
68,80
67,68
81,77
69,71
43,93
67,93
75,69
76,66
44,65
65,65
75,88
92,67
89,91
60,67
58,84
82,88
90,85
66,64
87,81
60,88
89,71
71,80
72,85
84,82
53,89
90,100
71,74
78,81
60,85
85,90
68,85
77,86
50,66
72,72
69,84
67,84
