CS134,CS342
82,87
75,91
85,82
82,77
83,68
78,65
76,88
84,55
82,86
79,63
88,79
79,78
77,45
78,35
90,79
76,59
80,69
68,64
80,82
73,53
81,50
70,79
71,69
75,55
80,86
81,61
97,84
86,83
92,85
82,61
68,64
57,50
68,70
65,82
65,64
79,75
80,84
74,69
64,78
65,58
68,70
62,69
67,60
83,75
74,68
84,23
84,20
80,75
78,73
72,65
80,45
68,79
71,78
67,54
67,77
83,78
82,63
81,91
89,84
79,69
89,77
59,71
81,50
71,61
84,81
71,73
74,58
74,71
78,63
91,86
75,74
63,50
87,85
79,80
66,65
74,43
74,32
58,68
74,65
85,72
70,80
73,54
77,58
67,64
75,72
78,86
93,87
80,61
67,66
74,70
78,81
70,66
61,83
80,87
64,57
81,58
96,85
89,78
84,91
60,69
88,64
91,65
87,84
87,80
93,77
