grade1,grade2
71,79
72,68
92,91
91,85
84,76
89,87
97,88
82,61
81,89
74,83
81,70
90,96
72,63
92,91
58,63
54,92
81,80
94,83
72,60
82,87
83,79
88,94
92,100
82,89
93,87
92,96
78,78
93,90
96,55
86,64
66,74
74,60
84,44
77,77
100,99
94,87
61,65
89,96
91,85
77,84
88,81
89,94
97,86
89,93
73,80
95,91
83,75
100,82
96,90
90,98
79,72
91,93
92,100
78,82
87,85
86,77
89,91
81,73
95,100
83,68
79,75
90,79
94,74
86,83
94,87
90,63
83,93
66,90
93,100
91,100
84,98
82,94
75,53
83,70
96,84
65,78
92,93
63,84
84,81
81,85
63,85
97,100
79,84
93,86
83,82
83,62
63,40
91,99
74,70
69,89
64,42
64,50
64,70
91,95
81,97
98,87
79,79
99,97
92,78
91,77
93,95
81,57
95,71
96,87
92,79
100,100
96,100
94,94
84,90
90,91
94,79
90,61
87,59
99,97
95,100
81,75
82,57
87,65
93,87
84,77
