,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,263554,365,33,68,488,41,81
1,263986,365,13,91,488,37,94
2,139773,365,23,89,488,33,67
4,276104,365,13,45,488,33,59
5,933353,365,23,96,488,41,92
6,677584,365,3,87,488,13,76
7,943075,365,23,100,488,37,99
8,157271,365,13,89,488,41,72
10,555508,365,17,64,488,25,76
11,167249,365,23,87,488,31,86
12,437785,365,33,91,488,47,88
13,569621,365,33,75,488,43,75
14,571993,365,13,90,488,21,95
16,312164,365,23,72,488,47,50
17,186283,365,11,92,488,21,88
18,317560,365,33,77,488,43,82
19,711314,365,23,91,488,37,84
20,583065,365,33,68,488,47,76
21,323152,365,13,74,488,31,97
24,204078,365,23,78,488,37,92
25,599796,365,13,72,488,23,74
26,209846,365,23,85,488,31,72
28,220720,365,33,99,488,41,93
29,890356,365,13,70,488,33,66
31,366278,365,13,78,488,21,72
33,375647,365,23,100,488,37,99
34,779772,365,23,79,488,37,98
35,391015,365,23,57,488,31,63
36,785372,365,23,87,488,27,85
