grade1,grade2
55,62
84,94
86,87
67,69
71,82
63,60
66,63
90,76
58,53
53,66
95,82
80,67
69,66
88,84
82,79
55,50
60,59
77,79
67,76
72,53
80,82
74,69
66,84
73,81
69,66
63,62
80,70
83,80
83,77
83,72
92,87
71,68
75,78
76,65
58,70
85,69
93,51
50,20
98,90
70,72
73,65
67,45
76,79
79,82
61,76
57,69
67,71
66,71
69,74
62,75
65,73
60,73
61,65
92,85
91,90
84,86
85,84
65,64
62,32
61,69
63,69
72,69
53,69
54,64
61,65
75,75
65,59
50,52
57,70
45,57
87,83
76,76
68,71
71,45
71,85
66,46
76,87
87,60
86,46
70,60
88,84
