grade1,grade2
71,79
81,61
76,91
68,83
88,78
92,95
84,71
50,76
72,85
76,71
71,64
76,44
52,80
57,70
71,72
74,73
70,65
77,78
72,70
93,68
37,63
83,63
78,78
72,77
78,72
79,77
75,88
82,84
84,81
69,84
83,68
76,83
93,76
89,76
58,83
77,65
89,61
74,67
65,87
63,79
80,77
60,56
61,77
73,77
80,70
89,54
78,77
29,45
60,45
82,68
71,78
86,65
83,74
70,70
41,78
62,78
50,36
50,66
85,67
82,76
58,69
77,45
59,69
45,69
66,69
67,77
70,60
88,67
64,95
73,79
72,46
64,79
76,74
68,81
76,80
44,81
45,81
80,81
79,88
38,63
60,63
46,83
84,83
86,74
60,67
71,78
87,74
81,83
71,70
57,78
80,80
60,75
80,88
78,83
95,90
70,64
64,53
69,78
69,82
65,59
74,79
66,64
70,83
50,84
77,69
79,76
65,86
84,89
68,92
66,77
88,73
72,79
79,70
66,77
73,82
88,79
66,58
71,72
66,39
70,69
81,76
89,82
60,68
74,82
68,80
50,71
65,50
75,84
70,42
70,70
62,72
74,74
60,88
83,84
56,75
70,75
91,63
90,87
66,87
75,77
82,77
81,77
80,77
88,92
81,79
80,73
68,81
83,78
76,65
80,69
63,88
82,73
74,81
76,77
46,70
81,70
70,70
72,81
50,68
78,68
83,83
84,78
76,74
79,84
65,87
81,91
90,73
74,68
83,80
62,72
57,89
84,72
58,78
54,84
79,75
58,76
65,80
89,81
59,80
58,71
76,93
89,80
78,82
80,91
82,67
72,83
72,72
60,78
83,66
97,80
79,78
52,79
56,72
51,78
96,84
80,87
68,46
65,72
65,67
76,79
72,79
53,46
67,65
83,77
65,83
87,67
81,72
76,83
74,66
50,78
52,70
67,76
57,68
65,73
83,74
85,80
83,79
64,93
78,81
60,64
84,78
65,64
60,81
75,80
73,82
69,75
71,76
78,58
85,88
60,69
86,85
79,89
40,70
72,70
58,74
63,65
74,77
99,66
84,67
64,75
68,71
57,80
89,80
72,66
76,76
56,70
64,73
82,69
56,45
75,81
61,76
83,83
62,67
81,84
81,71
68,85
88,72
83,77
83,88
