grade1,grade2
94,88
68,65
96,68
82,82
81,74
90,65
87,73
58,88
87,76
99,90
94,86
39,59
89,89
90,74
61,64
74,83
92,71
83,57
94,62
91,80
72,60
89,75
70,72
83,58
93,80
80,69
40,64
92,91
87,78
66,82
89,70
69,64
96,82
79,75
75,79
86,63
76,64
61,67
71,78
84,70
80,60
79,65
59,86
55,70
59,68
82,52
63,85
70,64
96,71
93,79
94,92
91,61
87,85
82,83
83,68
80,64
72,63
89,67
67,72
96,90
83,76
90,62
85,77
88,68
89,73
89,67
96,90
92,66
96,73
100,88
74,71
72,63
86,74
94,86
90,67
66,62
93,94
53,72
84,65
80,86
85,76
78,86
89,71
91,84
73,73
90,85
90,62
57,74
83,69
89,85
86,68
74,58
65,68
66,67
98,68
59,60
97,87
80,72
64,61
75,69
88,56
96,80
46,68
58,89
100,82
83,54
91,73
86,50
85,77
79,51
86,66
100,99
94,86
84,82
64,67
84,83
73,58
87,85
94,68
97,90
60,69
89,66
78,86
80,67
86,72
96,86
57,75
93,83
86,71
80,55
70,67
66,71
81,81
84,82
71,64
92,83
87,60
67,76
82,82
87,72
66,67
94,82
95,75
82,67
82,79
87,65
79,69
87,77
81,76
94,94
82,64
85,82
95,91
84,77
84,73
71,85
61,66
86,71
85,43
79,45
64,66
90,83
93,91
68,68
73,73
64,62
83,63
77,60
43,80
62,80
80,82
46,67
92,91
92,97
82,72
90,75
83,68
56,75
82,80
80,78
84,62
91,79
71,58
70,76
93,78
79,65
90,42
82,58
87,73
91,78
67,65
57,67
65,64
81,63
82,45
82,68
78,82
88,60
85,63
82,58
91,55
78,67
64,73
83,87
65,66
77,78
82,66
73,71
85,61
80,61
90,73
42,60
89,76
40,76
66,76
69,67
95,83
64,55
83,75
53,78
71,68
99,79
82,79
94,86
87,75
71,60
85,74
86,75
77,69
94,70
59,74
96,85
84,96
92,83
78,64
87,46
87,69
